CAMPUS,C20GR12N,C20GR12R,C30GR12N,C30GR12R,C40GR12N,C40GR12R,CA0GH12N,CA0GH12R,CA0GM12N,CA0GM12R,CA0GR12N,CA0GR12R,CB0GR12N,CB0GR12R,CH0GR12N,CH0GR12R,CI0GR12N,CI0GR12R,CPEMALLC,CPEMALLP,CPERRA1R,CPERRA2R,CPERRA3R,CPERRA4R,CPERRA5R,CPERRA6R,CPERRA7R,CPERRA8R,CPERRAKR,CPERSA1R,CPERSA2R,CPERSA3R,CPERSA4R,CPERSA5R,CPERSA6R,CPERSA7R,CPERSA8R,CPERSAKR,CPETALLC,CPETASIC,CPETASIP,CPETBILC,CPETBILP,CPETBLAC,CPETBLAP,CPETDISC,CPETDISP,CPETECOC,CPETECOP,CPETG01C,CPETG01P,CPETG02C,CPETG02P,CPETG03C,CPETG03P,CPETG04C,CPETG04P,CPETG05C,CPETG05P,CPETG06C,CPETG06P,CPETG07C,CPETG07P,CPETG08C,CPETG08P,CPETG09C,CPETG09P,CPETG10C,CPETG10P,CPETG11C,CPETG11P,CPETG12C,CPETG12P,CPETGEEC,CPETGEEP,CPETGIFC,CPETGIFP,CPETGKNC,CPETGKNP,CPETGPKC,CPETGPKP,CPETHISC,CPETHISP,CPETINDC,CPETINDP,CPETLEPC,CPETLEPP,CPETNEDC,CPETNEDP,CPETPCIC,CPETPCIP,CPETRSKC,CPETRSKP,CPETSPEC,CPETSPEP,CPETTWOC,CPETTWOP,CPETVOCC,CPETVOCP,CPETWHIC,CPETWHIP,CS0GR12N,CS0GR12R,CW0GR12N,CW0GR12R
"108808103",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,525,2,0.4,249,47.4,2,0.4,0,.,441,84,91,17.3,92,17.5,101,19.2,68,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,19.2,72,13.7,504,96,0,0,252,48,84,16,0,0,341,65,10,1.9,0,0,0,0,17,3.2,0,.,0,.
"108809001",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,0,0,39,66.1,0,0,0,.,53,89.8,5,8.5,12,20.3,11,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30.5,13,22,59,100,0,0,40,67.8,6,10.2,0,0,45,76.3,3,5.1,0,0,0,0,0,0,0,.,0,.
"108902001",0,0,0,0,0,0,518,89.9,58,10.1,576,100,0,0,573,99.5,0,0,458,18.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2165,0,0,340,15.7,0,0,96,3.9,2072,95.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.5,675,31.2,765,35.3,714,33,0,0,266,12.3,0,0,0,0,2151,99.4,1,0,346,16,93,4.3,0,0,1690,78.1,213,9.8,0,0,1434,66.2,13,0.6,65,11.3,3,0.5
"108902003",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,17,100,.,.,.,.,.,.,0,50,.,.,.,.,.,.,.,.,.,.,7,0,0,4,57.1,0,0,6,35.3,7,100,0,0,0,0,0,0,0,0,0,0,0,0,2,28.6,2,28.6,2,28.6,0,0,1,14.3,0,0,0,0,0,0,0,0,0,0,7,100,0,0,4,57.1,0,0,0,0,7,100,0,0,0,0,1,14.3,0,0,0,.,0,.
"108902004",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,280,26.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1079,0,0,327,30.3,1,0.1,128,11.9,1039,96.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079,100,0,0,0,0,0,0,0,0,92,8.5,0,0,0,0,1076,99.7,0,0,333,30.9,40,3.7,0,0,789,73.1,75,7,0,0,508,47.1,2,0.2,0,.,0,.
"108902006",0,0,0,0,0,0,78,85.7,13,14.3,91,100,0,0,91,100,0,0,174,96.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,137,0,0,39,28.5,0,0,0,0,124,90.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,100,0,0,0,0,0,0,0,0,136,99.3,0,0,40,29.2,13,9.5,0,0,93,67.9,5,3.6,0,0,3,2.2,1,0.7,0,0,0,0
"108902008",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82,0,0,36,43.9,0,0,0,.,81,98.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,85.4,11,13.4,1,1.2,0,0,0,0,0,0,0,0,0,0,82,100,0,0,37,45.1,1,1.2,0,0,80,97.6,17,20.7,0,0,1,1.2,0,0,0,.,0,.
"108902045",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,258,22.7,.,.,.,.,.,1,1.9,2.3,.,.,.,.,.,.,0,0,7.7,.,1001,0,0,429,42.9,3,0.3,88,7.7,976,97.5,0,0,0,0,0,0,0,0,0,0,349,34.9,337,33.7,315,31.5,0,0,0,0,0,0,0,0,0,0,71,7.1,0,0,0,0,995,99.4,0,0,433,43.3,25,2.5,0,0,650,64.9,70,7,0,0,154,15.4,3,0.3,0,.,0,.
"108902046",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,131,10.5,.,.,.,.,.,3.7,3.7,3.1,.,.,.,.,.,.,0,0,0,.,1221,0,0,432,35.4,3,0.2,78,6.3,1195,97.9,0,0,0,0,0,0,0,0,0,0,442,36.2,409,33.5,370,30.3,0,0,0,0,0,0,0,0,0,0,209,17.1,0,0,0,0,1217,99.7,0,0,443,36.3,26,2.1,0,0,832,68.1,84,6.9,0,0,150,12.3,1,0.1,0,.,0,.
"108902047",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,202,17.9,.,.,.,.,.,4.3,0.7,1,.,.,.,.,.,.,0,4.8,0,.,1024,0,0,355,34.7,0,0,51,4.5,1010,98.6,0,0,0,0,0,0,0,0,0,0,362,35.4,353,34.5,309,30.2,0,0,0,0,0,0,0,0,0,0,131,12.8,0,0,0,0,1019,99.5,0,0,368,35.9,14,1.4,0,0,615,60.1,71,6.9,0,0,155,15.1,5,0.5,0,.,0,.
"108902102",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,116,25.1,13.6,6.3,0,4.2,0,.,.,.,1.5,50,33.3,0,0,0,.,.,.,0,507,0,0,242,47.7,0,0,5,0.8,503,99.2,77,15.2,74,14.6,74,14.6,77,15.2,69,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,43,8.5,81,16,50,9.9,507,100,0,0,255,50.3,4,0.8,0,0,406,80.1,24,4.7,0,0,0,0,0,0,0,.,0,.
"108902103",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,77,18,2.6,3.6,0,0,0,.,.,.,0,0,0,0,0,0,.,.,.,0,477,1,0.2,248,52,2,0.4,0,0,455,95.4,62,13,76,15.9,65,13.6,74,15.5,74,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,10.7,79,16.6,47,9.9,471,98.7,0,0,254,53.2,22,4.6,0,0,393,82.4,17,3.6,0,0,0,0,3,0.6,0,.,0,.
"108902104",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,157,32.6,9.6,15.9,9.7,4.4,5.3,.,.,.,1.3,0,16.7,28.6,0,25,.,.,.,.,500,0,0,211,42.2,0,0,3,0.5,479,95.8,84,16.8,77,15.4,70,14,77,15.4,71,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,8.4,73,14.6,48,9.6,499,99.8,0,0,209,41.8,21,4.2,0,0,389,77.8,35,7,0,0,0,0,1,0.2,0,.,0,.
"108902105",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,70,19.6,4.7,4.5,1.5,1.8,1.8,.,.,.,0,.,33.3,0,0,0,.,.,.,0,419,0,0,417,99.5,0,0,3,0.6,410,97.9,65,15.5,63,15,63,15,64,15.3,58,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6.9,70,16.7,36,8.6,419,100,0,0,330,78.8,9,2.1,0,0,402,95.9,16,3.8,0,0,0,0,0,0,0,.,0,.
"108902106",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,115,22,12.8,3.3,5,0,0,.,.,.,1.6,0,0,0,0,0,.,.,.,0,589,0,0,329,55.9,0,0,0,0,573,97.3,87,14.8,80,13.6,90,15.3,87,14.8,85,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,10.2,75,12.7,85,14.4,583,99,0,0,326,55.3,16,2.7,0,0,491,83.4,34,5.8,2,0.3,0,0,4,0.7,0,.,0,.
"108902109",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,65,14.8,11.4,4.9,0,1.6,2.9,.,.,.,0,0,0,0,0,0,.,.,.,0,525,0,0,253,48.2,0,0,0,0,519,98.9,62,11.8,87,16.6,79,15,89,17,77,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,13.3,63,12,68,13,522,99.4,0,0,257,49,6,1.1,0,0,369,70.3,37,7,0,0,0,0,3,0.6,0,.,0,.
"108902111",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,134,24.4,7.6,6,0,2.4,0,.,.,.,0,20,0,0,0,0,.,.,.,0,570,0,0,458,80.4,0,0,2,0.3,560,98.2,85,14.9,85,14.9,90,15.8,80,14,89,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,10.2,82,14.4,59,10.4,569,99.8,0,0,460,80.7,10,1.8,0,0,510,89.5,27,4.7,0,0,0,0,1,0.2,0,.,0,.
"108902112",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,139,23.9,10.2,5,2,2.3,1.4,.,.,.,2.6,33.3,16.7,0,0,7.7,.,.,.,0,622,1,0.2,453,72.8,0,0,3,0.4,608,97.7,95,15.3,96,15.4,105,16.9,101,16.2,92,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.3,78,12.5,77,12.4,54,8.7,621,99.8,0,0,455,73.2,14,2.3,0,0,547,87.9,27,4.3,0,0,0,0,0,0,0,.,0,.
"108902113",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,124,18,6.8,5.4,0.9,0.8,0,.,.,.,0,37.5,0,0,11.1,0,.,.,.,.,846,0,0,635,75.1,0,0,1,0.1,833,98.5,130,15.4,120,14.2,128,15.1,123,14.5,132,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,7,102,12.1,111,13.1,845,99.9,0,0,646,76.4,13,1.5,0,0,736,87,36,4.3,0,0,0,0,1,0.1,0,.,0,.
"108902114",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,108,18,15.1,1.8,0,4.2,4.5,.,.,.,0,0,0,0,0,0,.,.,.,20,774,0,0,596,77,0,0,2,0.2,756,97.7,134,17.3,111,14.3,118,15.2,105,13.6,103,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.6,74,9.6,106,13.7,92,11.9,774,100,0,0,581,75.1,18,2.3,0,0,680,87.9,37,4.8,0,0,0,0,0,0,0,.,0,.
"108902115",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,158,27.6,8.3,12.1,4.6,7.4,0,.,.,.,1.2,0,25,0,0,0,.,.,.,0,602,0,0,258,42.9,0,0,11,1.5,578,96,86,14.3,99,16.4,93,15.4,94,15.6,76,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,14.6,90,15,64,10.6,599,99.5,0,0,253,42,24,4,0,0,411,68.3,29,4.8,0,0,0,0,3,0.5,0,.,0,.
"108902116",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,119,23.6,8.2,6.7,0,0,0,.,.,.,1.2,.,0,0,0,0,.,.,.,0,585,0,0,435,74.4,0,0,9,1.3,577,98.6,86,14.7,85,14.5,85,14.5,84,14.4,92,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.2,53,9.1,85,14.5,61,10.4,584,99.8,0,0,441,75.4,8,1.4,0,0,503,86,18,3.1,0,0,0,0,1,0.2,0,.,0,.
"108902117",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,86,15.2,9.6,3.4,3.3,2.4,0.9,.,.,.,0,0,0,0,0,0,.,.,.,0,650,0,0,319,49.1,0,0,3,0.4,626,96.3,99,15.2,94,14.5,104,16,99,15.2,100,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,16.9,83,12.8,71,10.9,650,100,0,0,322,49.5,24,3.7,0,0,479,73.7,46,7.1,0,0,0,0,0,0,0,.,0,.
"108902118",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,91,13.6,12.2,9.3,1,0,0,.,.,.,4,0,0,0,0,0,.,.,.,0,863,0,0,551,63.8,0,0,1,0.1,830,96.2,137,15.9,134,15.5,124,14.4,126,14.6,122,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,15.4,130,15.1,90,10.4,860,99.7,0,0,568,65.8,33,3.8,0,0,671,77.8,46,5.3,0,0,0,0,3,0.3,0,.,0,.
"108903001",0,0,0,0,0,0,267,87.5,38,12.5,305,100,0,0,303,99.3,0,0,248,16.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1336,0,0,414,31,2,0.1,129,8.7,1303,97.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,30.2,298,22.3,329,24.6,306,22.9,0,0,187,14,0,0,0,0,1330,99.6,0,0,415,31.1,33,2.5,0,0,942,70.5,106,7.9,1,0.1,1059,79.3,3,0.2,31,10.2,2,0.7
"108903041",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,122,14.3,.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,0,0,.,797,0,0,352,44.2,1,0.1,38,4.5,792,99.4,0,0,0,0,0,0,0,0,0,0,0,0,416,52.2,381,47.8,0,0,0,0,0,0,0,0,0,0,129,16.2,0,0,0,0,793,99.5,0,0,355,44.5,5,0.6,0,0,529,66.4,59,7.4,0,0,0,0,3,0.4,0,.,0,.
"108903042",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,114,13.1,.,.,.,.,0,0.3,.,.,.,.,.,.,.,0,0,.,.,.,791,0,0,296,37.4,0,0,11,1.3,790,99.9,0,0,0,0,0,0,0,0,403,50.9,388,49.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,19.6,0,0,0,0,789,99.7,0,0,301,38.1,1,0.1,0,0,424,53.6,55,7,0,0,0,0,2,0.3,0,.,0,.
"108903102",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,102,21.7,17.3,11,0,1.1,.,.,.,.,.,0,10,0,0,.,.,.,.,.,408,0,0,244,59.8,0,0,0,0,408,100,112,27.5,102,25,97,23.8,97,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7.1,0,0,0,0,408,100,0,0,245,60,0,0,0,0,327,80.1,33,8.1,0,0,0,0,0,0,0,.,0,.
"108903103",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,80,16.3,11.1,4.9,2.2,0,.,.,.,.,.,20,0,0,0,.,.,.,.,.,403,0,0,93,23.1,0,0,0,0,398,98.8,104,25.8,102,25.3,101,25.1,96,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,13.9,0,0,0,0,403,100,0,0,93,23.1,5,1.2,0,0,275,68.2,30,7.4,0,0,0,0,0,0,0,.,0,.
"108903104",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,62,15.4,4.7,2.1,1.6,0,.,.,.,.,.,0,0,0,0,.,.,.,.,.,374,0,0,103,27.5,0,0,0,0,374,100,92,24.6,102,27.3,100,26.7,80,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,10.4,0,0,0,0,373,99.7,0,0,105,28.1,0,0,0,0,264,70.6,36,9.6,0,0,0,0,1,0.3,0,.,0,.
"108903105",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,83,17.9,10.2,9.1,3.7,0,.,.,.,.,.,0,0,0,0,.,.,.,.,.,413,0,0,108,26.2,0,0,1,0.2,412,99.8,114,27.6,86,20.8,98,23.7,115,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,13.3,0,0,0,0,413,100,0,0,110,26.6,1,0.2,0,0,251,60.8,29,7,0,0,0,0,0,0,0,.,0,.
"108903106",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,0,627,0,0,193,30.8,0,0,0,0,626,99.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,59.3,255,40.7,627,100,0,0,193,30.8,1,0.2,0,0,446,71.1,26,4.1,0,0,0,0,0,0,0,.,0,.
"108904001",1,0.1,9,1.3,0,0,625,89.4,74,10.6,699,100,2,0.3,673,96.3,2,0.3,597,17.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2173,10,0.5,263,12.1,5,0.2,161,4.7,1898,87.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,33.4,469,21.6,469,21.6,510,23.5,0,0,120,5.5,0,0,0,0,2120,97.6,2,0.1,289,13.3,275,12.7,1,0,1287,59.2,241,11.1,1,0,1345,61.9,34,1.6,64,9.2,12,1.7
"108904002",0,0,0,0,0,0,525,90.5,55,9.5,580,100,1,0.2,573,98.8,1,0.2,581,19.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2438,0,0,386,15.8,0,0,202,6.7,2267,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,31.1,471,19.3,585,24,624,25.6,0,0,109,4.5,0,0,0,0,2422,99.3,1,0,395,16.2,171,7,0,0,1476,60.5,272,11.2,0,0,1580,64.8,15,0.6,65,11.2,5,0.9
"108904003",0,0,0,0,0,0,532,88.1,72,11.9,604,100,0,0,599,99.2,0,0,561,18.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2636,2,0.1,272,10.3,7,0.3,190,6.1,2261,85.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,31.6,604,22.9,632,24,568,21.5,0,0,212,8,0,0,0,0,2592,98.3,1,0,284,10.8,375,14.2,0,0,1440,54.6,296,11.2,1,0,1606,60.9,33,1.3,77,12.7,5,0.8
"108904006",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1790,11,0.6,144,8,4,0.2,0,.,1275,71.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,37.3,515,28.8,360,20.1,248,13.9,0,0,231,12.9,0,0,0,0,1729,96.6,0,0,158,8.8,515,28.8,0,0,940,52.5,175,9.8,1,0.1,944,52.7,45,2.5,0,.,0,.
"108904039",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,21,100,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,4,0,0,2,50,0,0,0,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,50,0,0,1,25,0,0,0,0,0,0,0,0,4,100,0,0,2,50,0,0,0,0,4,100,1,25,0,0,0,0,0,0,0,.,0,.
"108904040",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,455,100,.,.,.,.,.,50,22.2,0,.,.,.,.,.,.,.,25,.,.,66,0,0,23,34.8,0,0,0,0,52,78.8,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,10.6,43,65.2,12,18.2,1,1.5,1,1.5,0,0,0,0,0,0,0,0,66,100,0,0,23,34.8,14,21.2,0,0,66,100,18,27.3,0,0,0,0,0,0,0,.,0,.
"108904043",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,212,17,.,.,.,.,.,0.9,0.3,0.9,.,.,.,.,.,.,0,0,9.5,.,1119,3,0.3,134,12,6,0.5,22,1.8,949,84.8,0,0,0,0,0,0,0,0,0,0,363,32.4,375,33.5,381,34,0,0,0,0,0,0,0,0,0,0,99,8.8,0,0,0,0,1094,97.8,0,0,143,12.8,170,15.2,0,0,534,47.7,94,8.4,2,0.2,236,21.1,14,1.3,0,.,0,.
"108904044",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,189,12.9,.,.,.,.,.,0,0,0,.,.,.,.,.,.,0,0,8.1,.,1461,20,1.4,134,9.2,3,0.2,20,1.4,980,67.1,0,0,0,0,0,0,0,0,0,0,530,36.3,475,32.5,456,31.2,0,0,0,0,0,0,0,0,0,0,260,17.8,0,0,0,0,1399,95.8,0,0,143,9.8,481,32.9,0,0,399,27.3,100,6.8,2,0.1,227,15.5,37,2.5,0,.,0,.
"108904045",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,204,15.4,.,.,.,.,.,0.3,1.4,0,.,.,.,.,.,.,0,0,0,.,1238,1,0.1,227,18.3,1,0.1,12,0.9,1116,90.1,0,0,0,0,0,0,0,0,0,0,413,33.4,436,35.2,389,31.4,0,0,0,0,0,0,0,0,0,0,69,5.6,0,0,0,0,1235,99.8,0,0,241,19.5,122,9.9,0,0,504,40.7,104,8.4,0,0,148,12,1,0.1,0,.,0,.
"108904046",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,202,13.7,.,.,.,.,.,0.3,0.2,0,.,.,.,.,.,.,0,0,0,.,1259,3,0.2,151,12,2,0.2,40,2.7,1085,86.2,0,0,0,0,0,0,0,0,0,0,435,34.6,402,31.9,422,33.5,0,0,0,0,0,0,0,0,0,0,80,6.4,0,0,0,0,1246,99,1,0.1,154,12.2,174,13.8,0,0,450,35.7,79,6.3,2,0.2,204,16.2,5,0.4,0,.,0,.
"108904047",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,219,15.6,.,.,.,.,.,0,0.8,0.3,.,.,.,.,.,.,0,0,0,.,1318,1,0.1,354,26.9,0,0,41,2.9,1253,95.1,0,0,0,0,0,0,0,0,0,0,448,34,451,34.2,419,31.8,0,0,0,0,0,0,0,0,0,0,56,4.2,0,0,0,0,1309,99.3,0,0,360,27.3,65,4.9,1,0.1,658,49.9,94,7.1,0,0,233,17.7,7,0.5,0,.,0,.
"108904048",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,182,17.8,.,.,.,.,.,0.7,1.1,0,.,.,.,.,.,.,0,0,3.8,.,914,9,1,168,18.4,1,0.1,26,2.5,800,87.5,0,0,0,0,0,0,0,0,0,0,310,33.9,301,32.9,303,33.2,0,0,0,0,0,0,0,0,0,0,47,5.1,0,0,0,0,892,97.6,1,0.1,171,18.7,114,12.5,0,0,374,40.9,72,7.9,0,0,89,9.7,11,1.2,0,.,0,.
"108904101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,59,18.7,6.8,0,8.2,0,0,.,.,.,0,50,25,.,0,0,.,.,.,0,346,2,0.6,125,36.1,0,0,0,0,326,94.2,50,14.5,47,13.6,56,16.2,49,14.2,63,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.3,9,2.6,43,12.4,30,8.7,344,99.4,0,0,129,37.3,20,5.8,0,0,194,56.1,20,5.8,0,0,0,0,0,0,0,.,0,.
"108904102",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,54,14,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,385,0,0,118,30.6,0,0,6,1.4,294,76.4,27,7,23,6,32,8.3,28,7.3,27,7,83,21.6,71,18.4,58,15.1,0,0,0,0,0,0,0,0,0,0,27,7,19,4.9,17,4.4,381,99,0,0,121,31.4,91,23.6,0,0,187,48.6,15,3.9,0,0,48,12.5,4,1,0,.,0,.
"108904103",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,57,18.3,5.4,3.8,0,0,0,.,.,.,3.9,12.5,0,0,0,0,.,.,.,.,396,0,0,240,60.6,0,0,0,0,379,95.7,60,15.2,69,17.4,61,15.4,54,13.6,57,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,56,14.1,39,9.8,391,98.7,0,0,240,60.6,17,4.3,0,0,282,71.2,19,4.8,0,0,0,0,5,1.3,0,.,0,.
"108904104",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,78,17.4,7.4,5.3,7.1,0,0,.,.,.,11.1,0,0,0,0,0,.,.,.,0,521,0,0,253,48.6,0,0,0,0,472,90.6,65,12.5,85,16.3,84,16.1,67,12.9,90,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2.1,73,14,57,10.9,520,99.8,0,0,255,48.9,49,9.4,0,0,314,60.3,24,4.6,1,0.2,0,0,0,0,0,.,0,.
"108904105",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,53,13.6,1.7,1.5,4.8,0,0,.,.,.,7.9,0,0,0,0,14.3,.,.,.,0,412,4,1,73,17.7,0,0,0,0,262,63.6,42,10.2,68,16.5,83,20.1,67,16.3,68,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,16.5,59,14.3,25,6.1,400,97.1,0,0,75,18.2,150,36.4,0,0,133,32.3,32,7.8,0,0,0,0,8,1.9,0,.,0,.
"108904106",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,55,10.4,1.3,0,0.9,0,0,.,.,.,0,0,0,0,0,0,.,.,.,33.3,583,33,5.7,88,15.1,2,0.3,0,0,277,47.5,79,13.6,85,14.6,94,16.1,112,19.2,96,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,24.5,82,14.1,35,6,526,90.2,0,0,89,15.3,306,52.5,0,0,124,21.3,43,7.4,0,0,0,0,22,3.8,0,.,0,.
"108904107",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,84,22,4.3,4.6,0,0,0,.,.,.,6.6,0,0,0,0,0,.,.,.,0,449,0,0,147,32.7,3,0.7,0,0,427,95.1,63,14,72,16,59,13.1,66,14.7,61,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.6,12,2.7,69,15.4,52,11.6,436,97.1,0,0,155,34.5,22,4.9,0,0,256,57,21,4.7,0,0,0,0,10,2.2,0,.,0,.
"108904108",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,102,21.7,6.3,11,0,0,0,.,.,.,2.5,.,.,0,0,0,.,.,.,50,513,1,0.2,297,57.9,0,0,4,0.6,479,93.4,83,16.2,80,15.6,73,14.2,73,14.2,77,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.9,79,15.4,48,9.4,510,99.4,0,0,302,58.9,34,6.6,0,0,362,70.6,21,4.1,0,0,0,0,2,0.4,0,.,0,.
