DISTRICT,D20GR15N,D20GR15R,D30GR15N,D30GR15R,D40GR15N,D40GR15R,DA0GA15N,DA0GA15P,DA0GE15N,DA0GE15P,DA0GH15N,DA0GH15P,DA0GM15N,DA0GM15P,DA0GN15N,DA0GN15P,DA0GR15N,DA0GR15R,DB0GR15N,DB0GR15R,DE0GR15N,DE0GR15R,DH0GR15N,DH0GR15R,DI0GR15N,DI0GR15R,DL0GR15N,DL0GR15R,DPETALLC,DPETASIC,DPETASIP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DR0GR15N,DR0GR15R,DS0GR15N,DS0GR15R,DW0GR15N,DW0GR15R
"219903",0,0,1,2.1,0,0,0,0,0,0,42,89.4,5,10.6,0,0,47,100,3,6.4,21,44.7,19,40.4,1,2.1,1,2.1,1110,1,0.1,109,9.8,22,1.9,895,80.6,683,61.5,3,0.3,72,6.5,215,19.4,0,0,465,41.9,7,0.6,307,27.7,15,31.9,6,12.8,23,48.9
"219905",0,0,0,0,0,0,0,0,1,5.3,18,94.7,0,0,0,0,19,100,0,0,12,63.2,12,63.2,0,0,1,5.3,241,0,0,13,5.4,0,0,185,76.8,143,59.3,1,0.4,19,7.9,56,23.2,2,0.8,95,39.4,0,0,82,34,8,42.1,2,10.5,7,36.8
"220801",2,16.7,1,8.3,0,0,0,0,0,0,11,91.7,1,8.3,0,0,12,100,0,0,1,8.3,1,8.3,0,0,0,0,392,15,3.8,50,12.8,0,0,51,13,74,18.9,1,0.3,0,0,341,87,4,1,73,18.6,33,8.4,215,54.8,3,25,1,8.3,8,66.7
"220802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1442,160,11.1,343,23.8,0,0,289,20,243,16.9,4,0.3,66,4.6,1153,80,2,0.1,200,13.9,58,4,632,43.8,.,.,.,.,.,.
"220809",1,1.8,1,1.8,0,0,0,0,0,0,56,100,0,0,0,0,56,100,6,10.7,9,16.1,9,16.1,0,0,0,0,516,13,2.5,52,10.1,0,0,73,14.1,106,20.5,1,0.2,0,0,443,85.9,0,0,21,4.1,23,4.5,321,62.2,3,5.4,1,1.8,39,69.6
"220810",1,1.9,7,13,0,0,17,31.5,0,0,37,68.5,0,0,0,0,54,100,1,1.9,0,0,4,7.4,0,0,0,0,831,93,11.2,37,4.5,0,0,0,0,106,12.8,4,0.5,3,0.4,831,100,0,0,54,6.5,51,6.1,540,65,0,0,1,1.9,41,75.9
"220811",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,497,22,4.4,235,47.3,0,0,379,76.3,152,30.6,2,0.4,162,32.6,118,23.7,0,0,245,49.3,6,1.2,80,16.1,.,.,.,.,.,.
"220814",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,327,11,3.4,66,20.2,0,0,32,9.8,85,26,1,0.3,10,3.1,295,90.2,0,0,20,6.1,13,4,151,46.2,.,.,.,.,.,.
"220815",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,506,8,1.6,288,56.9,0,0,322,63.6,117,23.1,2,0.4,29,5.7,184,36.4,1,0.2,133,26.3,22,4.3,68,13.4,.,.,.,.,.,.
"220817",0,0,0,0,0,0,0,0,0,0,1,5.6,2,11.1,15,83.3,18,100,7,38.9,8,44.4,3,16.7,0,0,0,0,1280,55,4.3,429,33.5,0,0,517,40.4,304,23.8,7,0.5,102,8,763,59.6,0,0,122,9.5,51,4,434,33.9,0,0,3,16.7,8,44.4
"220819",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,457,0,0,13,2.8,0,.,117,25.6,36,7.9,0,0,1,0.2,340,74.4,0,0,77,16.8,14,3.1,394,86.2,.,.,.,.,.,.
"220901",65,1.7,328,8.7,13,0.3,0,0,14,0.4,2874,76.4,565,15,308,8.2,3761,100,887,23.6,1786,47.5,1349,35.9,13,0.3,373,9.9,63167,3897,6.2,15637,24.8,2212,3.1,43818,69.4,28472,45.1,280,0.4,16515,26.1,19349,30.6,113,0.2,42759,67.7,1478,2.3,13290,21,2272,60.4,217,5.8,1106,29.4
"220902",34,2.2,92,5.9,6,0.4,7,0.5,0,0,1079,69.5,452,29.1,14,0.9,1552,100,129,8.3,686,44.2,512,33,15,1,68,4.4,24245,1259,5.2,2049,8.5,319,1.2,13709,56.5,9696,40,148,0.6,4722,19.5,10536,43.5,73,0.3,13263,54.7,703,2.9,10317,42.6,631,40.7,131,8.4,764,49.2
"220904",7,2.2,3,1,1,0.3,0,0,0,0,285,91.1,28,8.9,0,0,313,100,141,45,218,69.6,145,46.3,1,0.3,14,4.5,5609,28,0.5,2101,37.5,229,3.7,5007,89.3,3136,55.9,11,0.2,1586,28.3,602,10.7,6,0.1,4016,71.6,91,1.6,236,4.2,261,83.4,29,9.3,15,4.8
"220905",29,0.7,93,2.4,4,0.1,52,1.3,67,1.7,3237,83.3,454,11.7,78,2,3888,100,828,21.3,2133,54.9,2391,61.5,11,0.3,231,5.9,86869,1619,1.9,19856,22.9,756,0.8,65789,75.7,54279,62.5,130,0.1,26935,31,21080,24.3,64,0.1,64288,74,1233,1.4,9688,11.2,2702,69.5,268,6.9,532,13.7
"220906",46,4.1,90,8.1,3,0.3,0,0,0,0,947,85.4,161,14.5,1,0.1,1109,100,51,4.6,137,12.4,209,18.8,8,0.7,21,1.9,13768,1236,9,744,5.4,100,0.7,3136,22.8,3203,23.3,60,0.4,1271,9.2,10632,77.2,15,0.1,3568,25.9,723,5.3,7787,56.6,397,35.8,52,4.7,702,63.3
"220907",72,3,192,8,4,0.2,0,0,0,0,1999,83.4,398,16.6,0,0,2397,100,203,8.5,446,18.6,518,21.6,18,0.8,60,2.5,34099,2729,8,2886,8.5,224,0.6,8106,23.8,7568,22.2,179,0.5,2531,7.4,25993,76.2,68,0.2,10206,29.9,1280,3.8,19389,56.9,578,24.1,138,5.8,1390,58
"220908",99,4.4,139,6.1,1,0,0,0,0,0,1874,82.4,342,15,57,2.5,2273,100,679,29.9,659,29,514,22.6,10,0.4,67,2.9,33738,2286,6.8,9417,27.9,415,1.2,12774,37.9,8376,24.8,128,0.4,3547,10.5,20964,62.1,38,0.1,11800,35,1609,4.8,11884,35.2,905,39.8,146,6.4,831,36.6
"220910",3,1.9,3,1.9,1,0.6,0,0,0,0,134,86.5,19,12.3,2,1.3,155,100,13,8.4,93,60,85,54.8,1,0.6,2,1.3,3296,37,1.1,409,12.4,81,2.3,2619,79.5,1928,58.5,17,0.5,684,20.8,677,20.5,8,0.2,2039,61.9,98,3,799,24.2,62,40,11,7.1,49,31.6
"220912",30,3,25,2.5,2,0.2,2,0.2,0,0,828,82.6,173,17.2,0,0,1003,100,447,44.6,511,50.9,270,26.9,7,0.7,35,3.5,15050,632,4.2,6354,42.2,337,2,9177,61,4567,30.3,88,0.6,2107,14,5873,39,25,0.2,7944,52.8,457,3,2927,19.4,593,59.1,77,7.7,222,22.1
"220914",3,1.3,11,4.8,4,1.8,0,0,0,0,192,84.2,35,15.4,1,0.4,228,100,51,22.4,62,27.2,54,23.7,1,0.4,5,2.2,3134,124,4,648,20.7,7,0.2,1251,39.9,690,22,16,0.5,221,7.1,1883,60.1,12,0.4,1161,37,119,3.8,1525,48.7,91,39.9,8,3.5,104,45.6
"220915",11,2.7,4,1,0,0,0,0,0,0,330,81.9,73,18.1,0,0,403,100,5,1.2,145,36,58,14.4,4,1,4,1,6229,30,0.5,61,1,93,1.4,3113,50,1230,19.7,37,0.6,261,4.2,3116,50,5,0.1,2145,34.4,175,2.8,4691,75.3,105,26.1,28,6.9,321,79.7
"220916",46,3.1,121,8.2,43,2.9,0,0,0,0,1265,86.1,204,13.9,0,0,1469,100,242,16.5,585,39.8,362,24.6,10,0.7,58,3.9,22780,1577,6.9,4171,18.3,211,0.9,12026,52.8,6672,29.3,121,0.5,3107,13.6,10754,47.2,532,2.3,9780,42.9,775,3.4,8932,39.2,626,42.6,106,7.2,645,43.9
"220917",1,0.5,1,0.5,1,0.5,0,0,0,0,153,81.4,35,18.6,0,0,188,100,2,1.1,124,66,139,73.9,1,0.5,10,5.3,4044,9,0.2,46,1.1,64,1.4,3398,84,3102,76.7,13,0.3,1366,33.8,646,16,2,0,3344,82.7,46,1.1,826,20.4,94,50,14,7.4,43,22.9
"220918",38,3.2,41,3.4,0,0,0,0,0,0,953,79.8,221,18.5,20,1.7,1194,100,144,12.1,448,37.5,403,33.8,10,0.8,28,2.3,19158,764,4,1955,10.2,224,1.1,8118,42.4,6988,36.5,118,0.6,1644,8.6,11040,57.6,51,0.3,8079,42.2,670,3.5,8612,45,514,43,79,6.6,558,46.7
"220919",15,2.3,53,8,2,0.3,7,1.1,0,0,621,93.9,18,2.7,15,2.3,661,100,25,3.8,7,1.1,56,8.5,2,0.3,3,0.5,8056,1055,13.1,156,1.9,9,0.1,113,1.4,719,8.9,20,0.2,184,2.3,7943,98.6,8,0.1,888,11,351,4.4,5747,71.3,67,10.1,39,5.9,508,76.9
"220920",30,7.6,7,1.8,1,0.3,0,0,0,0,246,62,151,38,0,0,397,100,23,5.8,175,44.1,145,36.5,2,0.5,1,0.3,6697,101,1.5,473,7.1,95,1.3,3603,53.8,2490,37.2,34,0.5,746,11.1,3094,46.2,23,0.3,3437,51.3,260,3.9,3316,49.5,252,63.5,23,5.8,189,47.6
"221801",20,4.8,12,2.9,0,0,83,19.9,1,0.2,280,67.1,45,10.8,8,1.9,417,100,44,10.6,88,21.1,97,23.3,2,0.5,5,1.2,12778,609,4.8,1977,15.5,0,0,5287,41.4,4011,31.4,54,0.4,1101,8.6,7491,58.6,25,0.2,3370,26.4,523,4.1,5579,43.7,98,23.5,39,9.4,242,58
"221901",30,3.2,30,3.2,1,0.1,85,9.1,8,0.9,697,74.4,147,15.7,0,0,937,100,107,11.4,427,45.6,341,36.4,7,0.7,23,2.5,16875,296,1.8,2083,12.3,534,2.8,11203,66.4,7395,43.8,64,0.4,795,4.7,5672,33.6,14,0.1,6344,37.6,702,4.2,6321,37.5,536,57.2,112,12,421,44.9
"221904",0,0,0,0,0,0,0,0,0,0,54,85.7,9,14.3,0,0,63,100,2,3.2,26,41.3,14,22.2,0,0,0,0,1098,0,0,10,0.9,34,2.7,650,59.2,279,25.4,9,0.8,22,2,448,40.8,1,0.1,411,37.4,26,2.4,773,70.4,35,55.6,8,12.7,47,74.6
"221905",0,0,0,0,0,0,0,0,0,0,6,60,2,20,2,20,10,100,0,0,4,40,3,30,0,0,0,0,224,1,0.4,2,0.9,0,0,94,42,21,9.4,0,0,1,0.4,130,58,0,0,70,31.3,4,1.8,196,87.5,8,80,1,10,7,70
"221911",0,0,1,1.5,0,0,0,0,1,1.5,37,56.9,17,26.2,10,15.4,65,100,0,0,10,15.4,4,6.2,0,0,0,0,1156,4,0.3,7,0.6,2,0.2,300,26,138,11.9,1,0.1,1,0.1,856,74,0,0,292,25.3,25,2.2,981,84.9,26,40,6,9.2,60,92.3
"221912",11,4.8,9,4,0,0,0,0,0,0,196,86.3,31,13.7,0,0,227,100,3,1.3,10,4.4,20,8.8,1,0.4,0,0,4071,78,1.9,129,3.2,5,0.1,610,15,708,17.4,11,0.3,40,1,3461,85,4,0.1,910,22.4,122,3,3019,74.2,40,17.6,16,7,183,80.6
"222901",0,0,0,0,0,0,0,0,0,0,9,100,0,0,0,0,9,100,0,0,2,22.2,6,66.7,0,0,0,0,157,0,0,0,0,1,0.6,76,48.4,100,63.7,0,0,6,3.8,81,51.6,0,0,57,36.3,4,2.5,53,33.8,0,0,0,0,3,33.3
"223901",0,0,0,0,0,0,12,9.9,0,0,73,60.3,35,28.9,1,0.8,121,100,2,1.7,73,60.3,91,75.2,0,0,3,2.5,1868,7,0.4,64,3.4,87,4.2,1409,75.4,1399,74.9,2,0.1,160,8.6,459,24.6,1,0.1,958,51.3,21,1.1,374,20,48,39.7,17,14,28,23.1
"223902",0,0,0,0,0,0,0,0,0,0,16,76.2,1,4.8,4,19,21,100,0,0,17,81,16,76.2,0,0,1,4.8,329,0,0,3,0.9,0,0,247,75.1,228,69.3,2,0.6,17,5.2,82,24.9,0,0,197,59.9,5,1.5,91,27.7,6,28.6,3,14.3,5,23.8
"223904",0,0,0,0,0,0,0,0,0,0,10,90.9,1,9.1,0,0,11,100,0,0,5,45.5,3,27.3,0,0,0,0,245,0,0,1,0.4,0,0,164,66.9,116,47.3,0,0,34,13.9,81,33.1,0,0,114,46.5,0,0,128,52.2,1,9.1,1,9.1,8,72.7
"224901",0,0,0,0,0,0,0,0,0,0,14,77.8,4,22.2,0,0,18,100,0,0,5,27.8,5,27.8,0,0,0,0,162,0,0,3,1.9,0,0,83,51.2,32,19.8,0,0,0,0,79,48.8,0,0,70,43.2,2,1.2,125,77.2,11,61.1,1,5.6,13,72.2
"224902",0,0,0,0,0,0,0,0,0,0,2,33.3,4,66.7,0,0,6,100,0,0,3,50,1,16.7,0,0,0,0,141,0,0,0,0,0,0,83,58.9,29,20.6,0,0,1,0.7,58,41.1,0,0,65,46.1,3,2.1,109,77.3,3,50,2,33.3,5,83.3
"225902",3,0.8,2,0.5,0,0,2,0.5,0,0,264,72.3,99,27.1,0,0,365,100,37,10.1,264,72.3,231,63.3,5,1.4,37,10.1,5343,37,0.7,658,12.3,78,1.3,4467,83.6,3661,68.5,10,0.2,2097,39.2,876,16.4,1,0,3715,69.5,66,1.2,910,17,129,35.3,33,9,87,23.8
"225905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,152,0,0,2,1.3,4,2.5,145,95.4,136,89.5,0,0,88,57.9,7,4.6,0,0,115,75.7,1,0.7,13,8.6,.,.,.,.,.,.
"225906",1,1.2,0,0,0,0,70,86.4,0,0,1,1.2,8,9.9,2,2.5,81,100,0,0,39,48.1,34,42,0,0,6,7.4,985,8,0.8,32,3.2,4,0.4,488,49.5,344,34.9,4,0.4,150,15.2,497,50.5,0,0,337,34.2,17,1.7,580,58.9,23,28.4,8,9.9,46,56.8
"225907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,569,3,0.5,8,1.4,0,0,345,60.6,264,46.4,1,0.2,187,32.9,224,39.4,0,0,305,53.6,8,1.4,285,50.1,.,.,.,.,.,.
"226801",1,2,0,0,0,0,0,0,0,0,44,88,6,12,0,0,50,100,4,8,15,30,20,40,0,0,0,0,2332,14,0.6,270,11.6,0,0,1127,48.3,1144,49.1,2,0.1,104,4.5,1205,51.7,0,0,1227,52.6,89,3.8,813,34.9,24,48,2,4,25,50
"226901",0,0,0,0,0,0,0,0,0,0,36,73.5,13,26.5,0,0,49,100,0,0,8,16.3,9,18.4,0,0,0,0,487,2,0.4,0,0,2,0.4,128,26.3,98,20.1,2,0.4,1,0.2,359,73.7,0,0,141,29,16,3.3,369,75.8,6,12.2,2,4.1,40,81.6
"226903",10,1.1,11,1.2,0,0,5,0.5,11,1.2,702,76.2,179,19.4,24,2.6,921,100,37,4,365,39.6,512,55.6,0,0,12,1.3,14629,143,1,600,4.1,212,1.3,8785,60.1,8623,58.9,43,0.3,764,5.2,5844,39.9,6,0,6568,44.9,232,1.6,4982,34.1,397,43.1,93,10.1,351,38.1
"226905",1,4.2,0,0,0,0,0,0,0,0,19,79.2,5,20.8,0,0,24,100,3,12.5,10,41.7,4,16.7,0,0,0,0,321,2,0.6,3,0.9,6,1.8,164,51.1,70,21.8,2,0.6,2,0.6,157,48.9,0,0,94,29.3,7,2.2,237,73.8,7,29.2,5,20.8,16,66.7
"226906",0,0,0,0,0,0,0,0,1,1.3,73,97.3,1,1.3,0,0,75,100,0,0,8,10.7,9,12,0,0,0,0,1102,4,0.4,1,0.1,2,0.2,152,13.8,215,19.5,1,0.1,11,1,950,86.2,2,0.2,279,25.3,15,1.4,864,78.4,8,10.7,3,4,66,88
"226907",2,3.1,0,0,0,0,0,0,0,0,53,81.5,12,18.5,0,0,65,100,4,6.2,32,49.2,14,21.5,0,0,0,0,1126,6,0.5,8,0.7,16,1.3,819,72.7,462,41,1,0.1,52,4.6,307,27.3,0,0,503,44.7,25,2.2,624,55.4,17,26.2,8,12.3,45,69.2
"226908",0,0,0,0,0,0,0,0,0,0,13,76.5,4,23.5,0,0,17,100,0,0,9,52.9,5,29.4,0,0,0,0,261,1,0.4,1,0.4,3,1,118,45.2,100,38.3,1,0.4,14,5.4,143,54.8,0,0,118,45.2,4,1.5,154,59,6,35.3,2,11.8,12,70.6
"227803",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1863,40,2.1,63,3.4,0,0,1100,59,1321,70.9,7,0.4,596,32,763,41,1,0.1,1177,63.2,71,3.8,360,19.3,.,.,.,.,.,.
"227804",0,0,2,3.6,0,0,0,0,0,0,45,81.8,10,18.2,0,0,55,100,7,12.7,13,23.6,14,25.5,0,0,0,0,926,72,7.8,124,13.4,0,0,346,37.4,330,35.6,0,0,178,19.2,580,62.6,0,0,301,32.5,33,3.6,367,39.6,20,36.4,4,7.3,32,58.2
"227805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,287,0,0,255,88.9,0,0,205,71.4,25,8.7,1,0.3,0,0,82,28.6,0,0,121,42.2,4,1.4,2,0.7,.,.,.,.,.,.
"227806",1,16.7,0,0,0,0,0,0,0,0,4,66.7,2,33.3,0,0,6,100,1,16.7,5,83.3,3,50,0,0,0,0,567,2,0.4,103,18.2,2,0.1,354,62.4,196,34.6,13,2.3,32,5.6,213,37.6,0,0,519,91.5,27,4.8,226,39.9,6,100,2,33.3,1,16.7
"227814",0,0,1,3.4,0,0,0,0,0,0,22,75.9,6,20.7,1,3.4,29,100,1,3.4,0,0,8,27.6,0,0,0,0,357,51,14.3,14,3.9,0,0,0,0,78,21.8,2,0.6,11,3.1,357,100,1,0.3,72,20.2,11,3.1,200,56,1,3.4,0,0,19,65.5
"227816",1,0.9,11,9.8,0,0,0,0,0,0,95,84.8,4,3.6,13,11.6,112,100,14,12.5,57,50.9,57,50.9,0,0,8,7.1,3841,628,16.3,427,11.1,0,0,2098,54.6,2037,53,13,0.3,1138,29.6,1743,45.4,1,0,1845,48,105,2.7,630,16.4,49,43.8,7,6.3,29,25.9
"227817",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,390,8,2.1,70,17.9,0,0,352,90.3,290,74.4,1,0.3,174,44.6,38,9.7,0,0,209,53.6,8,2.1,13,3.3,.,.,.,.,.,.
"227819",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,303,6,2,26,8.6,0,0,161,53.1,190,62.7,0,0,72,23.8,142,46.9,0,0,132,43.6,15,5,66,21.8,.,.,.,.,.,.
"227820",0,0,0,0,0,0,0,0,0,0,78,94,5,6,0,0,83,100,3,3.6,74,89.2,80,96.4,0,0,7,8.4,4490,7,0.2,182,4.1,0,0,4008,89.3,4158,92.6,1,0,2287,50.9,482,10.7,0,0,2919,65,26,0.6,116,2.6,42,50.6,5,6,0,0
"227821",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,543,6,1.1,16,2.9,0,0,101,18.6,129,23.8,0,0,18,3.3,442,81.4,0,0,227,41.8,44,8.1,348,64.1,.,.,.,.,.,.
"227824",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,793,0,0,89,11.2,0,0,752,94.8,681,85.9,1,0.1,231,29.1,41,5.2,0,0,351,44.3,2,0.3,20,2.5,.,.,.,.,.,.
"227825",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,548,0,0,43,7.8,0,0,512,93.4,484,88.3,2,0.4,311,56.8,36,6.6,0,0,330,60.2,4,0.7,15,2.7,.,.,.,.,.,.
"227826",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,332,7,2.1,34,10.2,0,0,152,45.8,136,41,0,0,86,25.9,180,54.2,0,0,110,33.1,14,4.2,141,42.5,.,.,.,.,.,.
"227827",1,2.1,0,0,0,0,0,0,0,0,0,0,48,100,0,0,48,100,14,29.2,38,79.2,26,54.2,0,0,8,16.7,147,2,1.4,52,35.4,0,0,72,49,80,54.4,0,0,12,8.2,75,51,0,0,0,0,1,0.7,12,8.2,7,14.6,0,0,7,14.6
"227828",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,279,2,0.7,71,25.4,0,.,204,73.1,179,64.2,1,0.4,9,3.2,75,26.9,0,0,250,89.6,2,0.7,24,8.6,.,.,.,.,.,.
"227901",88,2.1,188,4.4,6,0.1,98,2.3,41,1,3587,84.7,415,9.8,92,2.2,4233,100,402,9.5,1880,44.4,2276,53.8,12,0.3,333,7.9,83270,3181,3.8,6517,7.8,1229,1.4,47770,57.4,48965,58.8,137,0.2,23280,28,35500,42.6,53,0.1,45873,55.1,2265,2.7,22152,26.6,1836,43.4,403,9.5,1261,29.8
"227904",62,3.9,116,7.3,3,0.2,0,0,0,0,1374,85.9,181,11.3,44,2.8,1599,100,340,21.3,674,42.2,676,42.3,7,0.4,106,6.6,24070,1864,7.7,4062,16.9,418,1.6,11968,49.7,11517,47.8,52,0.2,5235,21.7,12102,50.3,57,0.2,11756,48.8,918,3.8,5600,23.3,872,54.5,133,8.3,395,24.7
"227907",3,0.6,4,0.8,0,0,1,0.2,0,0,399,83.6,77,16.1,0,0,477,100,149,31.2,331,69.4,279,58.5,3,0.6,47,9.9,8856,265,3,1908,21.5,194,2,6487,73.2,5680,64.1,18,0.2,3185,36,2369,26.8,15,0.2,5356,60.5,204,2.3,766,8.6,194,40.7,32,6.7,39,8.2
"227909",23,3.9,56,9.5,0,0,0,0,0,0,545,92.1,34,5.7,13,2.2,592,100,11,1.9,15,2.5,86,14.5,0,0,10,1.7,8058,924,11.5,61,0.8,32,0.4,181,2.2,1044,13,20,0.2,177,2.2,7877,97.8,2,0,720,8.9,355,4.4,5652,70.1,97,16.4,33,5.6,416,70.3
"227910",5,0.8,4,0.6,0,0,0,0,5,0.8,567,90.4,55,8.8,0,0,627,100,76,12.1,518,82.6,499,79.6,1,0.2,51,8.1,11508,64,0.6,1034,9,431,3.3,10091,87.7,9564,83.1,34,0.3,4035,35.1,1417,12.3,5,0,8260,71.8,126,1.1,681,5.9,354,56.5,44,7,42,6.7
"227912",1,1,1,1,0,0,0,0,0,0,95,92.2,6,5.8,2,1.9,103,100,3,2.9,18,17.5,26,25.2,1,1,0,0,1435,6,0.4,9,0.6,12,0.8,428,29.8,317,22.1,6,0.4,89,6.2,1007,70.2,3,0.2,399,27.8,50,3.5,1044,72.8,37,35.9,7,6.8,71,68.9
"227913",22,4,22,4,0,0,1,0.2,0,0,502,90.5,28,5,24,4.3,555,100,9,1.6,52,9.4,102,18.4,3,0.5,3,0.5,9203,470,5.1,105,1.1,56,0.6,1086,11.8,1851,20.1,28,0.3,567,6.2,8117,88.2,6,0.1,2122,23.1,373,4.1,6370,69.2,166,29.9,37,6.7,397,71.5
"228901",1,2,0,0,0,0,0,0,0,0,35,70,15,30,0,0,50,100,5,10,27,54,2,4,0,0,0,0,744,5,0.7,43,5.8,4,0.5,438,58.9,94,12.6,1,0.1,18,2.4,306,41.1,0,0,293,39.4,30,4,571,76.7,22,44,6,12,42,84
"228903",0,0,0,0,0,0,0,0,0,0,42,59.2,13,18.3,16,22.5,71,100,13,18.3,42,59.2,11,15.5,1,1.4,1,1.4,1289,3,0.2,229,17.8,34,2.4,954,74,294,22.8,2,0.2,115,8.9,335,26,0,0,737,57.2,37,2.9,724,56.2,37,52.1,10,14.1,46,64.8
"228904",0,0,0,0,0,0,0,0,0,0,11,78.6,3,21.4,0,0,14,100,0,0,8,57.1,0,0,0,0,0,0,124,0,0,0,0,3,2.2,71,57.3,7,5.6,0,0,3,2.4,53,42.7,0,0,21,16.9,0,0,117,94.4,8,57.1,0,0,14,100
"228905",0,0,0,0,0,0,0,0,0,0,4,19,5,23.8,12,57.1,21,100,2,9.5,15,71.4,1,4.8,0,0,0,0,205,0,0,13,6.3,3,1.4,118,57.6,12,5.9,1,0.5,0,0,87,42.4,1,0.5,5,2.4,2,1,176,85.9,13,61.9,7,33.3,18,85.7
"229901",1,2.7,0,0,0,0,10,27,0,0,11,29.7,16,43.2,0,0,37,100,2,5.4,13,35.1,0,0,1,2.7,0,0,424,2,0.5,11,2.6,3,0.7,240,56.6,11,2.6,0,0,0,0,184,43.4,0,0,119,28.1,8,1.9,392,92.5,16,43.2,8,21.6,33,89.2
"229903",2,2.9,0,0,0,0,0,0,0,0,58,82.9,12,17.1,0,0,70,100,13,18.6,37,52.9,6,8.6,5,7.1,0,0,1368,8,0.6,318,23.2,27,1.8,923,67.5,121,8.8,28,2,40,2.9,445,32.5,1,0.1,558,40.8,54,3.9,838,61.3,31,44.3,7,10,44,62.9
"229904",1,1.3,0,0,0,0,68,88.3,0,0,0,0,1,1.3,8,10.4,77,100,0,0,17,22.1,2,2.6,0,0,0,0,1264,7,0.6,16,1.3,7,0.5,566,44.8,68,5.4,7,0.6,8,0.6,698,55.2,0,0,292,23.1,23,1.8,1143,90.4,29,37.7,6,7.8,74,96.1
"229905",0,0,0,0,0,0,0,0,0,0,13,52,11,44,1,4,25,100,0,0,16,64,0,0,1,4,0,0,380,1,0.3,0,0,6,1.3,244,64.2,18,4.7,6,1.6,0,0,136,35.8,0,0,138,36.3,3,0.8,352,92.6,12,48,8,32,24,96
"229906",0,0,0,0,0,0,0,0,0,0,5,100,0,0,0,0,5,100,1,20,1,20,0,0,0,0,0,0,177,0,0,14,7.9,3,1.6,96,54.2,8,4.5,0,0,0,0,81,45.8,0,0,34,19.2,2,1.1,153,86.4,2,40,1,20,4,80
"230901",1,2.8,0,0,0,0,0,0,0,0,30,83.3,6,16.7,0,0,36,100,6,16.7,17,47.2,2,5.6,0,0,0,0,704,0,0,74,10.5,9,1.2,444,63.1,66,9.4,5,0.7,13,1.8,260,36.9,0,0,307,43.6,44,6.3,515,73.2,7,19.4,2,5.6,27,75
"230902",1,0.6,1,0.6,0,0,3,1.9,16,10.3,1,0.6,0,0,135,87.1,155,100,29,18.7,67,43.2,21,13.5,0,0,1,0.6,2421,10,0.4,318,13.1,60,2.2,1651,68.2,411,17,20,0.8,185,7.6,770,31.8,0,0,1104,45.6,123,5.1,1539,63.6,35,22.6,16,10.3,103,66.5
"230903",3,5.3,1,1.8,0,0,1,1.8,0,0,47,82.5,9,15.8,0,0,57,100,4,7,31,54.4,4,7,1,1.8,0,0,879,3,0.3,69,7.8,3,0.3,585,66.6,137,15.6,5,0.6,52,5.9,294,33.4,1,0.1,476,54.2,33,3.8,631,71.8,15,26.3,8,14,44,77.2
"230904",0,0,0,0,0,0,0,0,0,0,14,82.4,3,17.6,0,0,17,100,3,17.6,9,52.9,3,17.6,0,0,0,0,305,2,0.7,23,7.5,3,0.9,191,62.6,50,16.4,3,1,14,4.6,114,37.4,0,0,106,34.8,15,4.9,212,69.5,7,41.2,1,5.9,11,64.7
