DISTRICT,D20GR15N,D20GR15R,D30GR15N,D30GR15R,D40GR15N,D40GR15R,DA0GA15N,DA0GA15P,DA0GE15N,DA0GE15P,DA0GH15N,DA0GH15P,DA0GM15N,DA0GM15P,DA0GN15N,DA0GN15P,DA0GR15N,DA0GR15R,DB0GR15N,DB0GR15R,DE0GR15N,DE0GR15R,DH0GR15N,DH0GR15R,DI0GR15N,DI0GR15R,DL0GR15N,DL0GR15R,DPETALLC,DPETASIC,DPETASIP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DR0GR15N,DR0GR15R,DS0GR15N,DS0GR15R,DW0GR15N,DW0GR15R
"189901",0,0,0,0,0,0,0,0,0,0,20,74.1,1,3.7,6,22.2,27,100,0,0,18,66.7,21,77.8,0,0,2,7.4,360,1,0.3,3,0.8,0,0,255,70.8,308,85.6,0,0,56,15.6,105,29.2,0,0,180,50,2,0.6,46,12.8,9,33.3,4,14.8,6,22.2
"189902",0,0,1,1.1,0,0,2,2.3,0,0,22,25.3,3,3.4,60,69,87,100,0,0,84,96.6,82,94.3,0,0,24,27.6,1366,22,1.6,0,0,15,1,1292,94.6,1322,96.8,1,0.1,828,60.6,74,5.4,0,0,959,70.2,4,0.3,17,1.2,46,52.9,6,6.9,4,4.6
"190903",3,2.8,1,0.9,0,0,0,0,0,0,97,89,12,11,0,0,109,100,3,2.8,48,44,13,11.9,2,1.8,3,2.8,1659,5,0.3,36,2.2,58,3.3,959,57.8,261,15.7,18,1.1,94,5.7,700,42.2,3,0.2,817,49.2,57,3.4,1279,77.1,48,44,11,10.1,87,79.8
"191901",5,0.8,4,0.7,0,0,20,3.3,6,1,449,73.7,121,19.9,13,2.1,609,100,17,2.8,82,13.5,133,21.8,3,0.5,4,0.7,9586,115,1.2,225,2.3,136,1.3,2645,27.6,2235,23.3,53,0.6,158,1.6,6941,72.4,11,0.1,2603,27.2,136,1.4,6811,71.1,234,38.4,45,7.4,447,73.4
"192901",0,0,1,1.8,0,0,0,0,0,0,40,70.2,5,8.8,12,21.1,57,100,0,0,11,19.3,44,77.2,0,0,3,5.3,903,2,0.2,7,0.8,2,0.2,469,51.9,750,83.1,2,0.2,124,13.7,434,48.1,0,0,636,70.4,7,0.8,135,15,29,50.9,5,8.8,12,21.1
"193801",1,10,0,0,0,0,0,0,0,0,1,10,9,90,0,0,10,100,0,0,5,50,5,50,0,0,0,0,205,0,0,8,3.9,3,0.9,187,91.2,92,44.9,0,0,3,1.5,18,8.8,1,0.5,181,88.3,3,1.5,101,49.3,7,70,2,20,4,40
"193902",0,0,0,0,0,0,0,0,0,0,18,85.7,3,14.3,0,0,21,100,1,4.8,8,38.1,7,33.3,1,4.8,1,4.8,269,0,0,0,0,0,0,167,62.1,99,36.8,0,0,18,6.7,102,37.9,0,0,53,19.7,5,1.9,165,61.3,5,23.8,1,4.8,12,57.1
"194902",1,4,0,0,0,0,0,0,0,0,21,84,3,12,1,4,25,100,1,4,12,48,3,12,0,0,0,0,361,0,0,3,0.8,1,0.2,214,59.3,33,9.1,8,2.2,7,1.9,147,40.7,0,0,153,42.4,15,4.2,302,83.7,4,16,1,4,20,80
"194903",1,1.8,0,0,0,0,0,0,0,0,35,63.6,19,34.5,1,1.8,55,100,3,5.5,20,36.4,7,12.7,0,0,0,0,656,2,0.3,25,3.8,16,2.2,366,55.8,96,14.6,5,0.8,33,5,290,44.2,0,0,296,45.1,36,5.5,492,75,28,50.9,6,10.9,44,80
"194904",0,0,0,0,0,0,0,0,0,0,39,78,11,22,0,0,50,100,34,68,42,84,6,12,0,0,2,4,528,2,0.4,296,56.1,10,1.5,462,87.5,132,25,1,0.2,66,12.5,66,12.5,0,0,231,43.8,22,4.2,75,14.2,33,66,5,10,10,20
"194905",0,0,0,0,0,0,0,0,0,0,16,64,9,36,0,0,25,100,0,0,12,48,1,4,0,0,0,0,532,1,0.2,56,10.5,6,1,327,61.5,26,4.9,1,0.2,4,0.8,205,38.5,0,0,125,23.5,21,3.9,427,80.3,5,20,3,12,24,96
"195901",0,0,1,0.8,0,0,0,0,0,0,111,91.7,10,8.3,0,0,121,100,1,0.8,79,65.3,112,92.6,0,0,4,3.3,2472,23,0.9,17,0.7,45,1.7,1787,72.3,2248,90.9,6,0.2,244,9.9,685,27.7,2,0.1,1027,41.5,4,0.2,172,7,42,34.7,8,6.6,7,5.8
"195902",0,0,0,0,0,0,0,0,0,0,8,100,0,0,0,0,8,100,0,0,6,75,7,87.5,0,0,0,0,165,0,0,0,0,0,0,145,87.9,152,92.1,0,0,12,7.3,20,12.1,0,0,94,57,0,0,13,7.9,2,25,1,12.5,1,12.5
"196901",0,0,0,0,0,0,0,0,0,0,11,78.6,3,21.4,0,0,14,100,0,0,5,35.7,9,64.3,0,0,0,0,148,0,0,1,0.7,0,0,85,57.4,109,73.6,0,0,0,0,63,42.6,0,0,38,25.7,0,0,38,25.7,5,35.7,1,7.1,5,35.7
"196902",0,0,1,3.1,0,0,0,0,0,0,22,68.8,10,31.3,0,0,32,100,3,9.4,6,18.8,14,43.8,0,0,0,0,523,3,0.6,16,3.1,1,0.2,283,54.1,280,53.5,0,0,0,0,240,45.9,0,0,272,52,11,2.1,213,40.7,13,40.6,4,12.5,14,43.8
"196903",0,0,0,0,0,0,0,0,0,0,39,84.8,7,15.2,0,0,46,100,5,10.9,17,37,28,60.9,0,0,0,0,743,0,0,86,11.6,7,0.9,400,53.8,483,65,1,0.1,36,4.8,343,46.2,0,0,385,51.8,7,0.9,166,22.3,28,60.9,2,4.3,13,28.3
"197902",0,0,0,0,0,0,0,0,0,0,13,100,0,0,0,0,13,100,0,0,0,0,0,0,1,7.7,0,0,213,0,0,2,0.9,1,0.5,56,26.3,19,8.9,1,0.5,0,0,157,73.7,0,0,40,18.8,0,0,191,89.7,0,0,0,0,12,92.3
"198901",0,0,0,0,0,0,0,0,0,0,31,81.6,7,18.4,0,0,38,100,10,26.3,9,23.7,1,2.6,1,2.6,0,0,470,5,1.1,52,11.1,3,0.6,227,48.3,70,14.9,3,0.6,14,3,243,51.7,0,0,113,24,14,3,326,69.4,8,21.1,3,7.9,26,68.4
"198902",0,0,0,0,0,0,0,0,0,0,8,88.9,1,11.1,0,0,9,100,8,88.9,8,88.9,1,11.1,0,0,0,0,156,0,0,124,79.5,10,5.3,116,74.4,18,11.5,0,0,0,0,40,25.6,0,0,2,1.3,2,1.3,12,7.7,6,66.7,1,11.1,0,0
"198903",0,0,0,0,0,0,0,0,0,0,57,86.4,7,10.6,2,3,66,100,5,7.6,19,28.8,11,16.7,0,0,0,0,1188,19,1.6,80,6.7,20,1.7,463,39,187,15.7,0,0,32,2.7,725,61,0,0,275,23.1,23,1.9,879,74,14,21.2,6,9.1,50,75.8
"198905",0,0,0,0,0,0,0,0,0,0,40,71.4,16,28.6,0,0,56,100,28,50,50,89.3,23,41.1,0,0,0,0,897,0,0,416,46.4,28,2.6,857,95.5,378,42.1,2,0.2,138,15.4,40,4.5,0,0,327,36.5,10,1.1,91,10.1,27,48.2,12,21.4,5,8.9
"198906",2,6.7,1,3.3,0,0,0,0,0,0,27,90,3,10,0,0,30,100,4,13.3,19,63.3,16,53.3,0,0,2,6.7,612,7,1.1,35,5.7,0,0,458,74.8,358,58.5,0,0,80,13.1,154,25.2,0,0,229,37.4,10,1.6,202,33,5,16.7,4,13.3,7,23.3
"199901",36,3.4,33,3.1,0,0,1,0.1,4,0.4,843,79.2,163,15.3,54,5.1,1065,100,78,7.3,201,18.9,220,20.7,9,0.8,8,0.8,15344,470,3.1,1066,6.9,139,0.9,3770,24.6,3194,20.8,140,0.9,1125,7.3,11574,75.4,31,0.2,5132,33.4,553,3.6,9890,64.5,267,25.1,75,7,689,64.7
"199902",7,2.3,1,0.3,1,0.3,0,0,0,0,256,83.7,50,16.3,0,0,306,100,16,5.2,86,28.1,87,28.4,2,0.7,1,0.3,5209,48,0.9,325,6.2,74,1.4,1894,36.4,1611,30.9,25,0.5,515,9.9,3315,63.6,6,0.1,1804,34.6,148,2.8,3046,58.5,74,24.2,16,5.2,192,62.7
"200901",2,3.2,0,0,0,0,2,3.2,1,1.6,52,83.9,7,11.3,0,0,62,100,1,1.6,22,35.5,31,50,0,0,1,1.6,955,10,1,18,1.9,6,0.6,531,55.6,417,43.7,2,0.2,21,2.2,424,44.4,0,0,400,41.9,15,1.6,493,51.6,19,30.6,5,8.1,28,45.2
"200902",0,0,0,0,0,0,0,0,0,0,29,93.5,2,6.5,0,0,31,100,0,0,5,16.1,9,29,0,0,2,6.5,409,2,0.5,1,0.2,0,0,125,30.6,151,36.9,0,0,21,5.1,284,69.4,0,0,176,43,0,0,255,62.3,12,38.7,2,6.5,22,71
"200904",2,5,0,0,0,0,0,0,0,0,37,92.5,3,7.5,0,0,40,100,1,2.5,21,52.5,21,52.5,0,0,0,0,567,2,0.4,8,1.4,16,2.4,422,74.4,346,61,0,0,18,3.2,145,25.6,0,0,274,48.3,9,1.6,202,35.6,16,40,2,5,16,40
"200906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,0,0,3,4.2,0,0,43,59.7,44,61.1,0,0,4,5.6,29,40.3,0,0,16,22.2,0,0,25,34.7,.,.,.,.,.,.
"201902",4,1.9,3,1.4,1,0.5,0,0,0,0,179,83.3,31,14.4,5,2.3,215,100,32,14.9,116,54,65,30.2,1,0.5,6,2.8,3431,26,0.8,638,18.6,94,2.5,2063,60.1,953,27.8,23,0.7,422,12.3,1368,39.9,3,0.1,1719,50.1,83,2.4,1705,49.7,54,25.1,13,6,109,50.7
"201903",0,0,0,0,0,0,0,0,0,0,9,75,3,25,0,0,12,100,11,91.7,10,83.3,1,8.3,0,0,0,0,182,0,0,90,49.5,0,0,169,92.9,46,25.3,0,0,21,11.5,13,7.1,0,0,125,68.7,8,4.4,38,20.9,6,50,3,25,0,0
"201904",0,0,0,0,0,0,0,0,0,0,9,75,3,25,0,0,12,100,1,8.3,10,83.3,2,16.7,0,0,0,0,259,0,0,15,5.8,4,1.2,187,72.2,97,37.5,1,0.4,50,19.3,72,27.8,0,0,121,46.7,8,3.1,138,53.3,4,33.3,2,16.7,9,75
"201907",0,0,0,0,0,0,0,0,0,0,18,78.3,5,21.7,0,0,23,100,5,21.7,8,34.8,1,4.3,1,4.3,0,0,406,2,0.5,52,12.8,0,0,219,53.9,34,8.4,5,1.2,9,2.2,187,46.1,0,0,140,34.5,11,2.7,302,74.4,14,60.9,1,4.3,16,69.6
"201908",0,0,0,0,0,0,0,0,0,0,26,86.7,4,13.3,0,0,30,100,4,13.3,5,16.7,1,3.3,0,0,0,0,502,1,0.2,68,13.5,5,0.8,271,54,42,8.4,0,0,5,1,231,46,0,0,165,32.9,26,5.2,365,72.7,10,33.3,5,16.7,25,83.3
"201910",1,0.8,0,0,0,0,0,0,0,0,96,80,24,20,0,0,120,100,35,29.2,51,42.5,21,17.5,1,0.8,1,0.8,1685,4,0.2,402,23.9,16,0.9,917,54.4,440,26.1,3,0.2,185,11,768,45.6,0,0,610,36.2,35,2.1,801,47.5,52,43.3,7,5.8,62,51.7
"201913",0,0,0,0,0,0,0,0,0,0,31,66,16,34,0,0,47,100,2,4.3,35,74.5,22,46.8,0,0,1,2.1,639,1,0.2,18,2.8,1,0.1,484,75.7,343,53.7,7,1.1,204,31.9,155,24.3,0,0,272,42.6,13,2,257,40.2,18,38.3,4,8.5,23,48.9
"201914",2,3.1,0,0,0,0,0,0,0,0,42,65.6,22,34.4,0,0,64,100,5,7.8,28,43.8,16,25,0,0,0,0,1112,0,0,159,14.3,6,0.5,813,73.1,261,23.5,16,1.4,118,10.6,299,26.9,1,0.1,656,59,31,2.8,644,57.9,43,67.2,5,7.8,41,64.1
"202903",1,1.8,0,0,0,0,0,0,0,0,46,83.6,9,16.4,0,0,55,100,9,16.4,24,43.6,2,3.6,1,1.8,0,0,922,6,0.7,96,10.4,2,0.2,554,60.1,69,7.5,3,0.3,19,2.1,368,39.9,0,0,302,32.8,61,6.6,687,74.5,19,34.5,5,9.1,42,76.4
"202905",1,2.2,0,0,0,0,0,0,2,4.4,37,82.2,6,13.3,0,0,45,100,7,15.6,33,73.3,1,2.2,0,0,0,0,696,1,0.1,75,10.8,2,0.3,522,75,30,4.3,3,0.4,6,0.9,174,25,0,0,300,43.1,26,3.7,561,80.6,15,33.3,4,8.9,36,80
"203901",1,2.4,1,2.4,0,0,0,0,0,0,33,80.5,8,19.5,0,0,41,100,28,68.3,30,73.2,4,9.8,0,0,1,2.4,741,4,0.5,387,52.2,18,2.2,575,77.6,169,22.8,0,0,75,10.1,166,22.4,0,0,439,59.2,28,3.8,153,20.6,13,31.7,8,19.5,7,17.1
"203902",1,3.8,0,0,0,0,0,0,0,0,22,84.6,4,15.4,0,0,26,100,2,7.7,16,61.5,0,0,0,0,0,0,408,1,0.2,6,1.5,6,1.2,312,76.5,29,7.1,1,0.2,15,3.7,96,23.5,0,0,206,50.5,12,2.9,359,88,12,46.2,0,0,23,88.5
"204901",1,0.8,1,0.8,1,0.8,0,0,0,0,99,78,27,21.3,1,0.8,127,100,40,31.5,71,55.9,7,5.5,1,0.8,0,0,1492,7,0.5,306,20.5,108,6.3,935,62.7,131,8.8,5,0.3,16,1.1,557,37.3,1,0.1,641,43,54,3.6,988,66.2,61,48,16,12.6,76,59.8
"204904",1,0.9,0,0,0,0,0,0,0,0,93,85.3,16,14.7,0,0,109,100,6,5.5,55,50.5,21,19.3,0,0,0,0,1917,7,0.4,126,6.6,36,1.7,1363,71.1,562,29.3,3,0.2,275,14.3,554,28.9,0,0,1175,61.3,46,2.4,1173,61.2,54,49.5,8,7.3,81,74.3
"205901",2,2,1,1,0,0,0,0,0,0,71,71.7,28,28.3,0,0,99,100,9,9.1,52,52.5,46,46.5,1,1,5,5.1,1806,6,0.3,44,2.4,72,3.4,1238,68.5,1129,62.5,8,0.4,158,8.7,568,31.5,2,0.1,863,47.8,28,1.6,589,32.6,68,68.7,13,13.1,40,40.4
"205902",7,2.4,4,1.4,0,0,0,0,0,0,279,94.9,15,5.1,0,0,294,100,3,1,76,25.9,152,51.7,3,1,2,0.7,4587,42,0.9,71,1.5,94,1.9,1862,40.6,2614,57,23,0.5,157,3.4,2725,59.4,8,0.2,2269,49.5,69,1.5,1760,38.4,110,37.4,16,5.4,125,42.5
"205903",6,3.5,7,4,2,1.2,0,0,0,0,143,82.7,22,12.7,8,4.6,173,100,5,2.9,57,32.9,86,49.7,0,0,7,4,2274,32,1.4,34,1.5,26,1,1214,53.4,1276,56.1,13,0.6,174,7.7,1060,46.6,0,0,1018,44.8,62,2.7,857,37.7,88,50.9,12,6.9,67,38.7
"205904",1,1.1,0,0,0,0,0,0,0,0,70,79.5,13,14.8,5,5.7,88,100,1,1.1,70,79.5,82,93.2,0,0,2,2.3,1684,5,0.3,13,0.8,74,3.9,1432,85,1505,89.4,1,0.1,56,3.3,252,15,0,0,1115,66.2,8,0.5,152,9,37,42,15,17,4,4.5
"205905",0,0,0,0,0,0,9,12.9,0,0,52,74.3,9,12.9,0,0,70,100,0,0,44,62.9,59,84.3,0,0,0,0,1014,0,0,3,0.3,19,1.7,774,76.3,887,87.5,2,0.2,34,3.4,240,23.7,0,0,440,43.4,5,0.5,117,11.5,24,34.3,10,14.3,11,15.7
"205906",0,0,1,0.6,0,0,0,0,0,0,133,85.8,19,12.3,3,1.9,155,100,3,1.9,102,65.8,132,85.2,0,0,0,0,2164,8,0.4,28,1.3,41,1.7,1521,70.3,1789,82.7,4,0.2,22,1,643,29.7,0,0,1251,57.8,16,0.7,319,14.7,114,73.5,16,10.3,19,12.3
"205907",0,0,0,0,0,0,2,3.2,0,0,51,81,9,14.3,1,1.6,63,100,0,0,47,74.6,53,84.1,0,0,0,0,1119,0,0,11,1,39,3.2,962,86,980,87.6,2,0.2,19,1.7,157,14,0,0,711,63.5,7,0.6,119,10.6,38,60.3,8,12.7,10,15.9
"206901",0,0,0,0,0,0,0,0,0,0,40,88.9,5,11.1,0,0,45,100,0,0,18,40,28,62.2,0,0,0,0,732,5,0.7,4,0.5,6,0.8,453,61.9,391,53.4,3,0.4,137,18.7,279,38.1,0,0,305,41.7,6,0.8,323,44.1,9,20,2,4.4,17,37.8
"206902",0,0,0,0,0,0,0,0,0,0,2,40,3,60,0,0,5,100,0,0,2,40,0,0,0,0,0,0,120,0,0,0,0,0,0,77,64.2,30,25,2,1.7,2,1.7,43,35.8,0,0,20,16.7,1,0.8,87,72.5,2,40,1,20,5,100
"206903",0,0,0,0,0,0,0,0,0,0,5,50,2,20,3,30,10,100,0,0,3,30,2,20,0,0,0,0,110,2,1.8,6,5.5,0,0,58,52.7,28,25.5,1,0.9,4,3.6,52,47.3,0,0,69,62.7,4,3.6,69,62.7,5,50,2,20,8,80
"207901",1,3.1,0,0,0,0,0,0,0,0,25,78.1,1,3.1,6,18.8,32,100,0,0,4,12.5,20,62.5,0,0,0,0,577,3,0.5,3,0.5,3,0.5,359,62.2,407,70.5,0,0,44,7.6,218,37.8,0,0,228,39.5,8,1.4,156,27,13,40.6,1,3.1,11,34.4
"208901",0,0,0,0,0,0,0,0,0,0,16,100,0,0,0,0,16,100,0,0,5,31.3,3,18.8,0,0,0,0,241,0,0,2,0.8,1,0.4,97,40.2,82,34,1,0.4,9,3.7,144,59.8,0,0,125,51.9,5,2.1,151,62.7,2,12.5,1,6.3,13,81.3
"208902",0,0,2,1.3,0,0,120,76.9,5,3.2,0,0,16,10.3,15,9.6,156,100,2,1.3,49,31.4,75,48.1,2,1.3,1,0.6,2901,26,0.9,62,2.1,77,2.4,1430,49.3,1798,62,19,0.7,266,9.2,1471,50.7,0,0,1442,49.7,50,1.7,946,32.6,64,41,16,10.3,75,48.1
"208903",0,0,0,0,0,0,0,0,0,0,20,90.9,2,9.1,0,0,22,100,0,0,5,22.7,1,4.5,0,0,0,0,276,0,0,0,0,2,0.7,77,27.9,62,22.5,0,0,9,3.3,199,72.1,0,0,97,35.1,2,0.7,212,76.8,6,27.3,2,9.1,21,95.5
"209901",0,0,0,0,0,0,0,0,0,0,3,13,3,13,17,73.9,23,100,1,4.3,4,17.4,5,21.7,0,0,0,0,522,1,0.2,12,2.3,0,0,207,39.7,85,16.3,3,0.6,12,2.3,315,60.3,1,0.2,175,33.5,11,2.1,409,78.4,7,30.4,2,8.7,17,73.9
"209902",0,0,0,0,0,0,11,100,0,0,0,0,0,0,0,0,11,100,0,0,7,63.6,2,18.2,0,0,0,0,128,0,0,1,0.8,0,0,115,89.8,10,7.8,0,0,0,0,13,10.2,0,0,36,28.1,0,0,117,91.4,3,27.3,1,9.1,9,81.8
"210901",0,0,3,2.3,0,0,0,0,0,0,127,96.2,5,3.8,0,0,132,100,24,18.2,72,54.5,40,30.3,0,0,3,2.3,2803,94,3.4,575,20.5,13,0.4,2149,76.7,1177,42,1,0,865,30.9,654,23.3,8,0.3,1880,67.1,47,1.7,901,32.1,27,20.5,4,3,65,49.2
"210902",0,0,1,2.4,0,0,11,26.2,0,0,22,52.4,9,21.4,0,0,42,100,1,2.4,22,52.4,4,9.5,0,0,1,2.4,699,2,0.3,51,7.3,7,0.9,423,60.5,97,13.9,4,0.6,48,6.9,276,39.5,0,0,298,42.6,18,2.6,527,75.4,14,33.3,7,16.7,36,85.7
"210903",1,1.9,0,0,0,0,0,0,0,0,48,88.9,6,11.1,0,0,54,100,12,22.2,26,48.1,3,5.6,0,0,0,0,818,3,0.4,169,20.7,3,0.3,546,66.7,100,12.2,0,0,48,5.9,272,33.3,0,0,354,43.3,24,2.9,522,63.8,11,20.4,7,13,38,70.4
"210904",2,5.7,0,0,0,0,2,5.7,0,0,1,2.9,5,14.3,27,77.1,35,100,13,37.1,32,91.4,13,37.1,0,0,1,2.9,575,0,0,151,26.3,10,1.6,519,90.3,223,38.8,0,0,114,19.8,56,9.7,0,0,384,66.8,17,3,184,32,24,68.6,6,17.1,7,20
"210905",1,3.3,0,0,0,0,0,0,0,0,29,96.7,1,3.3,0,0,30,100,8,26.7,17,56.7,3,10,0,0,0,0,628,0,0,156,24.8,8,1.1,433,68.9,83,13.2,0,0,28,4.5,195,31.1,0,0,319,50.8,16,2.5,373,59.4,10,33.3,3,10,18,60
"210906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99,0,0,1,1,1,1,66,66.7,6,6.1,0,0,3,3,33,33.3,0,0,50,50.5,3,3,89,89.9,.,.,.,.,.,.
"211901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,141,0,0,0,0,0,0,102,72.3,83,58.9,2,1.4,57,40.4,39,27.7,0,0,84,59.6,0,0,56,39.7,.,.,.,.,.,.
"211902",0,0,0,0,0,0,0,0,0,0,30,83.3,6,16.7,0,0,36,100,0,0,16,44.4,23,63.9,0,0,1,2.8,580,2,0.3,5,0.9,0,0,349,60.2,373,64.3,0,0,97,16.7,231,39.8,0,0,263,45.3,12,2.1,188,32.4,3,8.3,0,0,13,36.1
"212801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1161,43,3.7,151,13,0,0,470,40.5,294,25.3,0,0,90,7.8,691,59.5,1,0.1,320,27.6,27,2.3,645,55.6,.,.,.,.,.,.
"212804",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,548,11,2,19,3.5,0,0,116,21.2,79,14.4,2,0.4,18,3.3,432,78.8,0,0,232,42.3,25,4.6,412,75.2,.,.,.,.,.,.
"212901",0,0,1,1.1,0,0,0,0,0,0,59,67.8,13,14.9,15,17.2,87,100,12,13.8,44,50.6,5,5.7,0,0,0,0,839,7,0.8,110,13.1,9,0.9,478,57,113,13.5,3,0.4,25,3,361,43,0,0,306,36.5,35,4.2,571,68.1,40,46,10,11.5,69,79.3
"212902",1,0.7,0,0,0,0,0,0,0,0,118,77.6,34,22.4,0,0,152,100,7,4.6,33,21.7,5,3.3,2,1.3,0,0,2483,12,0.5,105,4.2,24,0.9,841,33.9,180,7.2,11,0.4,57,2.3,1642,66.1,1,0,984,39.6,59,2.4,2115,85.2,51,33.6,20,13.2,137,90.1
"212903",9,3.7,7,2.8,0,0,0,0,0,0,215,87.4,31,12.6,0,0,246,100,19,7.7,73,29.7,16,6.5,3,1.2,0,0,3980,46,1.2,281,7.1,63,1.5,1739,43.7,610,15.3,16,0.4,152,3.8,2241,56.3,3,0.1,1800,45.2,177,4.4,2847,71.5,62,25.2,22,8.9,192,78
"212904",1,1.4,0,0,1,1.4,0,0,0,0,63,91.3,6,8.7,0,0,69,100,10,14.5,23,33.3,4,5.8,0,0,2,2.9,1098,8,0.7,126,11.5,10,0.9,542,49.4,138,12.6,5,0.5,45,4.1,556,50.6,2,0.2,619,56.4,28,2.6,791,72,30,43.5,4,5.8,53,76.8
"212905",9,0.9,15,1.5,1,0.1,1,0.1,0,0,839,83.5,57,5.7,108,10.7,1005,100,312,31,594,59.1,427,42.5,2,0.2,65,6.5,18139,237,1.3,5306,29.3,232,1.2,12853,70.9,8288,45.7,46,0.3,4135,22.8,5286,29.1,3,0,11266,62.1,322,1.8,3937,21.7,518,51.5,61,6.1,239,23.8
"212906",7,2.2,10,3.1,1,0.3,0,0,0,0,245,75.9,69,21.4,9,2.8,323,100,42,13,91,28.2,40,12.4,6,1.9,1,0.3,4708,158,3.4,568,12.1,75,1.5,1849,39.3,570,12.1,24,0.5,148,3.1,2859,60.7,10,0.2,1858,39.5,153,3.2,3225,68.5,170,52.6,21,6.5,217,67.2
"212909",8,3.9,2,1,0,0,0,0,0,0,181,87.4,26,12.6,0,0,207,100,37,17.9,109,52.7,71,34.3,0,0,2,1,3606,30,0.8,637,17.7,63,1.6,2586,71.7,1590,44.1,5,0.1,740,20.5,1020,28.3,0,0,2108,58.5,109,3,1235,34.2,131,63.3,19,9.2,89,43
"212910",0,0,0,0,0,0,0,0,0,0,1,1.9,6,11.1,47,87,54,100,16,29.6,25,46.3,7,13,0,0,0,0,1054,8,0.8,188,17.8,21,1.9,721,68.4,293,27.8,4,0.4,106,10.1,333,31.6,0,0,359,34.1,20,1.9,541,51.3,11,20.4,8,14.8,31,57.4
"213801",0,0,0,0,0,0,0,0,0,0,2,5.1,37,94.9,0,0,39,100,1,2.6,23,59,5,12.8,0,0,0,0,246,1,0.4,23,9.3,0,0,123,50,50,20.3,1,0.4,1,0.4,123,50,0,0,188,76.4,7,2.8,164,66.7,26,66.7,0,0,33,84.6
"213901",2,2,0,0,0,0,2,2,0,0,79,79,6,6,13,13,100,100,1,1,33,33,29,29,4,4,1,1,1726,14,0.8,14,0.8,8,0.5,694,40.2,495,28.7,20,1.2,166,9.6,1032,59.8,1,0.1,717,41.5,40,2.3,1142,66.2,31,31,5,5,64,64
"214901",0,0,2,0.3,0,0,0,0,0,0,606,92.8,47,7.2,0,0,653,100,0,0,640,98,651,99.7,0,0,136,20.8,10898,16,0.1,2,0,213,1.9,9691,88.9,10698,98.2,1,0,7202,66.1,1207,11.1,0,0,8103,74.4,2,0,179,1.6,386,59.1,73,11.2,0,0
"214902",0,0,0,0,0,0,0,0,0,0,13,100,0,0,0,0,13,100,0,0,9,69.2,13,100,0,0,0,0,249,0,0,0,0,2,0.8,216,86.7,247,99.2,0,0,43,17.3,33,13.3,0,0,95,38.2,0,0,2,0.8,7,53.8,0,0,0,0
"214903",0,0,0,0,0,0,0,0,0,0,380,95,20,5,0,0,400,100,0,0,314,78.5,399,99.8,0,0,91,22.8,6486,1,0,1,0,107,1.6,5727,88.3,6475,99.8,0,0,4335,66.8,759,11.7,0,0,4800,74,0,0,9,0.1,169,42.3,24,6,1,0.3
"215901",0,0,0,0,0,0,0,0,0,0,70,77.8,20,22.2,0,0,90,100,3,3.3,37,41.1,32,35.6,1,1.1,1,1.1,1483,5,0.3,21,1.4,23,1.4,959,64.7,476,32.1,21,1.4,131,8.8,524,35.3,2,0.1,826,55.7,22,1.5,936,63.1,59,65.6,16,17.8,54,60
"216901",3,13.6,0,0,0,0,0,0,0,0,18,81.8,3,13.6,1,4.5,22,100,0,0,11,50,11,50,0,0,0,0,329,0,0,0,0,0,0,130,39.5,148,45,0,0,14,4.3,199,60.5,0,0,121,36.8,8,2.4,173,52.6,10,45.5,5,22.7,8,36.4
"217901",0,0,0,0,0,0,0,0,0,0,11,100,0,0,0,0,11,100,0,0,3,27.3,0,0,0,0,0,0,242,4,1.7,8,3.3,0,0,131,54.1,76,31.4,0,0,7,2.9,111,45.9,0,0,82,33.9,5,2.1,149,61.6,4,36.4,0,0,11,100
"218901",2,3.1,0,0,0,0,0,0,0,0,52,81.3,12,18.8,0,0,64,100,1,1.6,24,37.5,42,65.6,1,1.6,1,1.6,909,4,0.4,3,0.3,5,0.5,492,54.1,642,70.6,0,0,104,11.4,417,45.9,0,0,412,45.3,9,1,251,27.6,24,37.5,9,14.1,18,28.1
"219901",0,0,0,0,0,0,0,0,0,0,11,61.1,7,38.9,0,0,18,100,0,0,6,33.3,4,22.2,0,0,0,0,259,0,0,4,1.5,5,1.8,113,43.6,49,18.9,0,0,11,4.2,146,56.4,0,0,66,25.5,5,1.9,201,77.6,9,50,3,16.7,14,77.8
