DISTRICT,DA0GR07N,DA0GR07P,DB0GR07N,DB0GR07P,DH0GR07N,DH0GR07P,DI0GR07N,DI0GR07P,DP0GR07N,DP0GR07P,DPETALLC,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPACC,DPETPACP,DPETRSKC,DPETRSKP,DPETWHIC,DPETWHIP,DS0GR07N,DS0GR07P,DW0GR07N,DW0GR07P
"081905",26,100,3,11.5,3,11.5,0,0,0,0,477,12,2.5,66,13.8,22,4.2,184,38.6,48,10.1,3,0.6,13,2.7,3,0.6,131,27.5,357,74.8,7,26.9,20,76.9
"081906",0,.,0,.,0,.,0,.,0,.,160,1,0.6,8,5,0,0,48,30,13,8.1,1,0.6,1,0.6,2,1.3,35,21.9,136,85,0,.,0,.
"082902",27,100,1,3.7,21,77.8,0,0,0,0,860,31,3.6,2,0.2,27,2.9,607,70.6,754,87.7,0,0,42,4.9,4,0.5,452,52.6,100,11.6,9,33.3,5,18.5
"082903",98,100,0,0,83,84.7,0,0,0,0,2305,123,5.3,9,0.4,118,4.7,1825,79.2,2073,89.9,0,0,173,7.5,9,0.4,1424,61.8,214,9.3,9,9.2,15,15.3
"083901",38,100,7,18.4,25,65.8,0,0,0,0,602,48,8,60,10,11,1.7,341,56.6,411,68.3,5,0.8,84,14,0,0,324,53.8,126,20.9,10,26.3,6,15.8
"083902",9,100,0,0,3,33.3,0,0,0,0,129,13,10.1,0,0,0,0,64,49.6,60,46.5,0,0,18,14,0,0,53,41.1,69,53.5,1,11.1,6,66.7
"083903",146,100,1,0.7,50,34.2,0,0,0,0,2296,229,10,46,2,40,1.6,1144,49.8,896,39,1,0,237,10.3,8,0.3,1058,46.1,1345,58.6,15,10.3,95,65.1
"084801",0,.,0,.,0,.,0,.,0,.,495,0,0,418,84.4,1,0.2,347,70.1,54,10.9,0,0,0,0,1,0.2,51,10.3,22,4.4,0,.,0,.
"084802",0,.,0,.,0,.,0,.,0,.,360,83,23.1,80,22.2,0,0,286,79.4,183,50.8,0,0,89,24.7,14,3.9,183,50.8,83,23.1,0,.,0,.
"084804",0,.,0,.,0,.,0,.,0,.,114,0,0,102,89.5,0,.,108,94.7,9,7.9,0,0,0,0,1,0.9,22,19.3,2,1.8,0,.,0,.
"084901",331,100,40,12.1,94,28.4,1,0.3,17,5.1,8161,896,11,1242,15.2,183,2.1,4646,56.9,3371,41.3,29,0.4,1041,12.8,274,3.4,3887,47.6,3245,39.8,28,8.5,179,54.1
"084902",436,100,122,28,144,33,1,0.2,15,3.4,7891,1025,13,2390,30.3,317,3.4,5214,66.1,3419,43.3,27,0.3,1052,13.3,167,2.1,4311,54.6,1888,23.9,52,11.9,154,35.3
"084903",22,100,0,0,2,9.1,0,0,0,0,220,1,0.5,2,0.9,6,2.2,100,45.5,15,6.8,2,0.9,1,0.5,4,1.8,65,29.5,197,89.5,3,13.6,20,90.9
"084904",162,100,124,76.5,16,9.9,0,0,0,0,3623,155,4.3,2524,69.7,186,4.3,2328,64.3,683,18.9,9,0.2,175,4.8,14,0.4,2287,63.1,393,10.8,19,11.7,22,13.6
"084906",305,100,58,19,82,26.9,1,0.3,3,1,5752,453,7.9,1122,19.5,198,3.1,3320,57.7,2187,38,15,0.3,479,8.3,24,0.4,2715,47.2,2404,41.8,26,8.5,161,52.8
"084908",65,100,24,36.9,14,21.5,0,0,0,0,1098,71,6.5,403,36.7,46,3.4,751,68.4,339,30.9,4,0.4,72,6.6,3,0.3,595,54.2,349,31.8,13,20,27,41.5
"084909",263,100,0,0,33,12.5,0,0,0,0,4504,94,2.1,31,0.7,180,3.7,1217,27,576,12.8,15,0.3,102,2.3,16,0.4,1765,39.2,3866,85.8,11,4.2,230,87.5
"084910",2171,100,172,7.9,299,13.8,11,0.5,268,12.3,36153,2499,6.9,3224,8.9,449,1.2,6316,17.5,7054,19.5,117,0.3,2636,7.3,3680,10.2,8898,24.6,22078,61.1,141,6.5,1421,65.5
"084911",435,100,4,0.9,33,7.6,2,0.5,14,3.2,5853,88,1.5,126,2.2,29,0.5,250,4.3,631,10.8,11,0.2,88,1.5,258,4.4,1057,18.1,4827,82.5,34,7.8,382,87.8
"085902",57,100,2,3.5,17,29.8,0,0,1,1.8,910,57,6.3,94,10.3,16,1.3,552,60.7,408,44.8,2,0.2,60,6.6,4,0.4,364,40,402,44.2,7,12.3,37,64.9
"085903",10,100,0,0,4,40,0,0,0,0,139,0,0,7,5,1,0.6,114,82,100,71.9,0,0,1,0.7,0,0,65,46.8,32,23,2,20,6,60
"086024",0,.,0,.,0,.,0,.,0,.,20,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,18,90,0,.,0,.
"086901",216,100,2,0.9,43,19.9,3,1.4,0,0,2804,249,8.9,11,0.4,63,2.1,1283,45.8,1119,39.9,6,0.2,255,9.1,16,0.6,1098,39.2,1652,58.9,24,11.1,168,77.8
"086902",33,100,1,3,4,12.1,0,0,0,0,579,10,1.7,2,0.3,8,1.3,207,35.8,87,15,5,0.9,10,1.7,7,1.2,149,25.7,478,82.6,10,30.3,28,84.8
"087901",27,100,0,0,6,22.2,0,0,0,0,276,27,9.8,0,0,2,0.7,142,51.4,100,36.2,0,0,27,9.8,0,0,71,25.7,176,63.8,1,3.7,21,77.8
"088902",107,100,4,3.7,32,29.9,1,0.9,0,0,1315,32,2.4,103,7.8,45,3.1,554,42.1,564,42.9,2,0.2,34,2.6,3,0.2,390,29.7,643,48.9,20,18.7,70,65.4
"089901",123,100,10,8.1,40,32.5,0,0,1,0.8,2548,287,11.3,285,11.2,41,1.5,1677,65.8,1393,54.7,1,0,307,12,11,0.4,1132,44.4,858,33.7,11,8.9,72,58.5
"089903",59,100,1,1.7,34,57.6,0,0,0,0,1000,99,9.9,14,1.4,55,4.8,744,74.4,666,66.6,0,0,100,10,2,0.2,626,62.6,318,31.8,6,10.2,24,40.7
"089905",14,100,4,28.6,9,64.3,0,0,0,0,242,8,3.3,56,23.1,11,4.6,205,84.7,178,73.6,0,0,8,3.3,0,0,104,43,8,3.3,2,14.3,1,7.1
"090902",8,100,0,0,1,12.5,0,0,0,0,152,0,0,1,0.7,0,0,63,41.4,6,3.9,0,0,0,0,1,0.7,53,34.9,144,94.7,1,12.5,7,87.5
"090903",14,100,0,0,1,7.1,0,0,0,0,221,2,0.9,3,1.4,0,0,119,53.8,25,11.3,2,0.9,2,0.9,0,0,40,18.1,191,86.4,2,14.3,13,92.9
"090904",200,100,7,3.5,44,22,1,0.5,3,1.5,3409,289,8.5,158,4.6,19,0.5,1611,47.3,1124,33,13,0.4,303,8.9,16,0.5,1354,39.7,2098,61.5,27,13.5,145,72.5
"090905",0,.,0,.,0,.,0,.,0,.,19,0,0,1,5.3,0,0,2,10.5,0,0,1,5.3,0,0,0,0,2,10.5,17,89.5,0,.,0,.
"091901",64,100,2,3.1,1,1.6,0,0,0,0,770,4,0.5,2,0.3,2,0.2,188,24.4,21,2.7,7,0.9,4,0.5,5,0.6,158,20.5,735,95.5,16,25,61,95.3
"091902",40,100,0,0,3,7.5,1,2.5,0,0,595,16,2.7,11,1.8,13,1.9,181,30.4,44,7.4,6,1,16,2.7,0,0,154,25.9,534,89.7,4,10,36,90
"091903",259,100,19,7.3,19,7.3,7,2.7,1,0.4,4471,174,3.9,532,11.9,91,1.8,2549,57,496,11.1,126,2.8,178,4,44,1,1318,29.5,3273,73.2,47,18.1,213,82.2
"091905",66,100,0,0,7,10.6,1,1.5,0,0,1008,41,4.1,7,0.7,13,1.2,345,34.2,109,10.8,9,0.9,27,2.7,5,0.5,413,41,878,87.1,6,9.1,58,87.9
"091906",310,100,55,17.7,40,12.9,4,1.3,3,1,6481,893,13.8,1024,15.8,174,2.4,3535,54.5,1790,27.6,120,1.9,913,14.1,86,1.3,3022,46.6,3461,53.4,42,13.5,208,67.1
"091907",0,.,0,.,0,.,0,.,0,.,143,18,12.6,0,0,0,0,75,52.4,38,26.6,0,0,18,12.6,0,0,40,28,105,73.4,0,.,0,.
"091908",96,100,1,1,2,2.1,0,0,0,0,1413,42,3,26,1.8,4,0.3,286,20.2,124,8.8,6,0.4,18,1.3,1,0.1,421,29.8,1256,88.9,8,8.3,93,96.9
"091909",109,100,1,0.9,7,6.4,6,5.5,2,1.8,1595,41,2.6,3,0.2,55,3.1,627,39.3,130,8.2,35,2.2,42,2.6,15,0.9,602,37.7,1412,88.5,11,10.1,93,85.3
"091910",68,100,4,5.9,2,2.9,1,1.5,0,0,761,13,1.7,53,7,9,1,304,39.9,49,6.4,7,0.9,13,1.7,0,0,193,25.4,652,85.7,16,23.5,61,89.7
"091913",102,100,0,0,2,2,2,2,0,0,1303,14,1.1,9,0.7,43,3,436,33.5,60,4.6,39,3,14,1.1,15,1.2,416,31.9,1180,90.6,102,100,98,96.1
"091914",63,100,0,0,5,7.9,1,1.6,0,0,845,4,0.5,12,1.4,12,1.3,289,34.2,35,4.1,18,2.1,4,0.5,7,0.8,245,29,773,91.5,13,20.6,57,90.5
"091917",62,100,0,0,9,14.5,0,0,0,0,878,71,8.1,4,0.5,19,2.1,193,22,177,20.2,10,1.1,71,8.1,2,0.2,223,25.4,685,78,6,9.7,53,85.5
"091918",66,100,0,0,0,0,1,1.5,1,1.5,829,8,1,14,1.7,3,0.3,242,29.2,32,3.9,8,1,6,0.7,1,0.1,207,25,774,93.4,7,10.6,64,97
"092801",65,100,5,7.7,5,7.7,1,1.5,0,0,162,0,0,17,10.5,0,0,54,33.3,25,15.4,0,0,0,0,0,0,129,79.6,120,74.1,6,9.2,54,83.1
"092901",122,100,18,14.8,6,4.9,0,0,0,0,2133,54,2.5,486,22.8,45,1.8,1247,58.5,182,8.5,7,0.3,61,2.9,16,0.8,921,43.2,1442,67.6,21,17.2,98,80.3
"092902",227,100,44,19.4,24,10.6,2,0.9,6,2.6,3748,377,10.1,829,22.1,69,1.6,1974,52.7,734,19.6,12,0.3,381,10.2,38,1,1576,42,2135,57,21,9.3,151,66.5
"092903",344,100,168,48.8,50,14.5,3,0.9,3,0.9,8105,1062,13.1,3847,47.5,225,2.5,5257,64.9,2232,27.5,29,0.4,1172,14.5,71,0.9,4010,49.5,1926,23.8,34,9.9,120,34.9
"092904",305,100,22,7.2,35,11.5,2,0.7,16,5.2,4627,330,7.1,852,18.4,88,1.7,2030,43.9,987,21.3,25,0.5,421,9.1,68,1.5,1645,35.6,2695,58.2,26,8.5,230,75.4
"092906",89,100,10,11.2,3,3.4,0,0,0,0,1283,67,5.2,107,8.3,10,0.7,458,35.7,144,11.2,1,0.1,67,5.2,9,0.7,539,42,1022,79.7,16,18,76,85.4
"092907",121,100,2,1.7,8,6.6,0,0,0,0,1843,58,3.1,163,8.8,3,0.2,427,23.2,111,6,4,0.2,59,3.2,48,2.6,505,27.4,1517,82.3,4,3.3,111,91.7
"092908",112,100,4,3.6,1,0.9,0,0,1,0.9,1338,13,1,48,3.6,18,1.2,381,28.5,56,4.2,7,0.5,13,1,7,0.5,319,23.8,1220,91.2,8,7.1,106,94.6
"093901",41,100,5,12.2,5,12.2,0,0,0,0,617,22,3.6,73,11.8,3,0.5,253,41,70,11.3,10,1.6,22,3.6,3,0.5,172,27.9,461,74.7,6,14.6,31,75.6
"093903",38,100,0,0,8,21.1,0,0,0,0,506,1,0.2,17,3.4,8,1.5,239,47.2,55,10.9,0,0,1,0.2,0,0,153,30.2,434,85.8,3,7.9,30,78.9
"093904",155,100,38,24.5,52,33.5,0,0,0,0,2919,287,9.8,821,28.1,162,5,1981,67.9,1067,36.6,3,0.1,300,10.3,12,0.4,1580,54.1,1016,34.8,29,18.7,65,41.9
"093905",12,100,2,16.7,0,0,0,0,0,0,120,0,0,11,9.2,3,1.8,68,56.7,4,3.3,0,0,0,0,0,0,54,45,105,87.5,2,16.7,10,83.3
"094901",424,100,38,9,199,46.9,0,0,5,1.2,7501,646,8.6,522,7,363,4.3,4595,61.3,4560,60.8,17,0.2,700,9.3,42,0.6,4540,60.5,2360,31.5,85,20,182,42.9
"094902",706,100,103,14.6,160,22.7,5,0.7,15,2.1,10335,293,2.8,1245,12,141,1.4,2524,24.4,3166,30.6,73,0.7,343,3.3,317,3.1,3405,32.9,5534,53.5,63,8.9,423,59.9
"094903",97,100,0,0,28,28.9,0,0,2,2.1,1514,29,1.9,43,2.8,19,1.2,577,38.1,623,41.1,2,0.1,29,1.9,14,0.9,550,36.3,832,55,12,12.4,67,69.1
"094904",103,100,0,0,20,19.4,3,2.9,1,1,1428,61,4.3,50,3.5,26,1.7,554,38.8,430,30.1,7,0.5,65,4.6,14,1,603,42.2,927,64.9,7,6.8,79,76.7
"095901",46,100,0,0,17,37,0,0,0,0,781,11,1.4,21,2.7,12,1.4,421,53.9,418,53.5,4,0.5,15,1.9,0,0,278,35.6,338,43.3,11,23.9,29,63
"095902",11,100,0,0,4,36.4,1,9.1,0,0,148,11,7.4,1,0.7,2,1.2,107,72.3,78,52.7,1,0.7,11,7.4,0,0,44,29.7,68,45.9,1,9.1,6,54.5
"095903",37,100,1,2.7,23,62.2,0,0,0,0,582,23,4,33,5.7,5,0.7,441,75.8,425,73,1,0.2,26,4.5,0,0,240,41.2,123,21.1,10,27,13,35.1
"095904",23,100,0,0,17,73.9,0,0,0,0,286,7,2.4,6,2.1,13,3.8,195,68.2,215,75.2,0,0,7,2.4,0,0,79,27.6,65,22.7,6,26.1,6,26.1
"095905",323,100,19,5.9,206,63.8,2,0.6,3,0.9,5765,385,6.7,314,5.4,339,5.1,3980,69,4161,72.2,22,0.4,502,8.7,22,0.4,2935,50.9,1246,21.6,51,15.8,93,28.8
"096904",30,100,4,13.3,9,30,0,0,0,0,584,60,10.3,62,10.6,3,0.5,367,62.8,272,46.6,0,0,64,11,4,0.7,291,49.8,246,42.1,8,26.7,17,56.7
"096905",21,100,1,4.8,11,52.4,0,0,0,0,221,24,10.9,7,3.2,0,0,126,57,91,41.2,0,0,24,10.9,0,0,96,43.4,123,55.7,1,4.8,9,42.9
"097902",64,100,0,0,4,6.3,0,0,0,0,848,27,3.2,5,0.6,24,2.5,424,50,92,10.8,2,0.2,27,3.2,8,0.9,299,35.3,741,87.4,4,6.3,60,93.8
"097903",42,100,0,0,4,9.5,0,0,1,2.4,715,52,7.3,5,0.7,19,2.5,394,55.1,153,21.4,3,0.4,52,7.3,1,0.1,280,39.2,553,77.3,8,19,37,88.1
"098901",30,100,0,0,17,56.7,0,0,0,0,389,67,17.2,0,0,0,0,219,56.3,200,51.4,5,1.3,68,17.5,0,0,151,38.8,184,47.3,2,6.7,13,43.3
"098903",0,.,0,.,0,.,0,.,0,.,109,16,14.7,0,0,0,0,57,52.3,39,35.8,1,0.9,16,14.7,0,0,34,31.2,69,63.3,0,.,0,.
"098904",45,100,0,0,21,46.7,0,0,0,0,785,182,23.2,1,0.1,2,0.3,409,52.1,487,62,0,0,182,23.2,3,0.4,380,48.4,294,37.5,1,2.2,24,53.3
"099902",12,100,0,0,4,33.3,1,8.3,0,0,186,14,7.5,8,4.3,5,2.3,134,72,56,30.1,8,4.3,14,7.5,1,0.5,90,48.4,113,60.8,2,16.7,7,58.3
"099903",35,100,3,8.6,4,11.4,0,0,0,0,585,9,1.5,49,8.4,3,0.5,349,59.7,146,25,4,0.7,9,1.5,3,0.5,199,34,383,65.5,10,28.6,28,80
"100903",76,100,10,13.2,1,1.3,0,0,0,0,1360,15,1.1,183,13.5,16,1.1,574,42.2,45,3.3,5,0.4,15,1.1,11,0.8,426,31.3,1116,82.1,11,14.5,65,85.5
"100904",182,100,36,19.8,10,5.5,1,0.5,1,0.5,2911,33,1.1,558,19.2,122,3.7,1337,45.9,124,4.3,10,0.3,33,1.1,18,0.6,1163,40,2201,75.6,32,17.6,134,73.6
"100905",144,100,26,18.1,4,2.8,0,0,0,0,2042,40,2,229,11.2,31,1.4,701,34.3,119,5.8,1,0,40,2,4,0.2,571,28,1689,82.7,20,13.9,114,79.2
"100907",199,100,1,0.5,6,3,1,0.5,1,0.5,3766,21,0.6,18,0.5,68,1.7,1082,28.7,147,3.9,14,0.4,22,0.6,28,0.7,1257,33.4,3559,94.5,29,14.6,190,95.5
"100908",39,100,0,0,1,2.6,0,0,0,0,603,2,0.3,3,0.5,6,0.9,270,44.8,9,1.5,3,0.5,2,0.3,0,0,278,46.1,588,97.5,4,10.3,38,97.4
"101801",0,.,0,.,0,.,0,.,0,.,240,46,19.2,179,74.6,0,0,201,83.8,40,16.7,0,0,47,19.6,18,7.5,140,58.3,3,1.3,0,.,0,.
"101802",0,.,0,.,0,.,0,.,0,.,587,520,88.6,6,1,0,0,547,93.2,578,98.5,0,0,520,88.6,1,0.2,572,97.4,2,0.3,0,.,0,.
"101803",0,.,0,.,0,.,0,.,0,.,245,0,0,23,9.4,0,0,0,0,31,12.7,2,0.8,0,0,8,3.3,0,0,181,73.9,0,.,0,.
"101804",74,100,3,4.1,71,95.9,0,0,0,0,633,169,26.7,14,2.2,0,0,484,76.5,615,97.2,0,0,218,34.4,0,0,563,88.9,4,0.6,8,10.8,0,0
"101805",23,100,23,100,0,0,0,0,0,0,808,0,0,753,93.2,0,0,692,85.6,51,6.3,0,0,0,0,3,0.4,481,59.5,1,0.1,6,26.1,0,0
"101806",24,100,0,0,23,95.8,0,0,0,0,943,202,21.4,1,0.1,0,0,920,97.6,932,98.8,0,0,202,21.4,3,0.3,702,74.4,7,0.7,3,12.5,1,4.2
"101807",0,.,0,.,0,.,0,.,0,.,130,3,2.3,54,41.5,0,0,36,27.7,39,30,0,0,3,2.3,9,6.9,30,23.1,28,21.5,0,.,0,.
"101809",27,100,4,14.8,1,3.7,0,0,0,0,289,18,6.2,21,7.3,0,0,90,31.1,57,19.7,0,0,19,6.6,7,2.4,143,49.5,204,70.6,0,0,22,81.5
"101810",0,.,0,.,0,.,0,.,0,.,487,163,33.5,220,45.2,0,0,476,97.7,261,53.6,0,0,201,41.3,4,0.8,265,54.4,2,0.4,0,.,0,.
"101811",1,100,1,100,0,0,0,0,0,0,682,38,5.6,281,41.2,0,0,682,100,320,46.9,2,0.3,38,5.6,3,0.4,682,100,76,11.1,0,0,0,0
"101812",211,100,117,55.5,84,39.8,0,0,0,0,877,26,3,526,60,0,0,778,88.7,345,39.3,0,0,54,6.2,1,0.1,850,96.9,5,0.6,47,22.3,10,4.7
"101813",0,.,0,.,0,.,0,.,0,.,2046,625,30.5,488,23.9,0,0,1858,90.8,1526,74.6,0,0,629,30.7,20,1,1006,49.2,12,0.6,0,.,0,.
"101814",0,.,0,.,0,.,0,.,0,.,1525,283,18.6,1003,65.8,0,0,1365,89.5,513,33.6,2,0.1,283,18.6,1,0.1,1120,73.4,6,0.4,0,.,0,.
"101815",0,.,0,.,0,.,0,.,0,.,218,136,62.4,47,21.6,0,0,218,100,86,39.4,1,0.5,136,62.4,77,35.3,137,62.8,7,3.2,0,.,0,.
"101817",10,100,10,100,0,0,0,0,0,0,311,0,0,270,86.8,0,0,143,46,37,11.9,1,0.3,0,0,0,0,311,100,3,1,2,20,0,0
"101819",0,.,0,.,0,.,0,.,0,.,432,423,97.9,2,0.5,0,0,424,98.1,429,99.3,0,0,389,90,1,0.2,419,97,0,0,0,.,0,.
"101820",6,100,6,100,0,0,0,0,0,0,560,0,0,526,93.9,0,0,559,99.8,30,5.4,0,0,0,0,1,0.2,560,100,3,0.5,0,0,0,0
"101821",65,100,16,24.6,42,64.6,0,0,0,0,211,0,0,54,25.6,0,0,155,73.5,138,65.4,1,0.5,0,0,0,0,203,96.2,18,8.5,9,13.8,7,10.8
"101822",5,100,5,100,0,0,0,0,0,0,84,0,0,54,64.3,0,0,77,91.7,12,14.3,0,0,0,0,1,1.2,75,89.3,17,20.2,2,40,0,0
"101823",0,.,0,.,0,.,0,.,0,.,437,0,0,407,93.1,0,0,427,97.7,28,6.4,0,0,0,0,0,0,430,98.4,2,0.5,0,.,0,.
"101828",0,.,0,.,0,.,0,.,0,.,656,178,27.1,30,4.6,0,0,565,86.1,621,94.7,0,0,213,32.5,0,0,411,62.7,5,0.8,0,.,0,.
"101829",0,.,0,.,0,.,0,.,0,.,121,30,24.8,43,35.5,0,0,113,93.4,72,59.5,0,0,30,24.8,0,0,30,24.8,6,5,0,.,0,.
"101831",105,100,101,96.2,4,3.8,0,0,0,0,247,0,0,242,98,0,0,243,98.4,5,2,0,0,0,0,0,0,231,93.5,0,0,9,8.6,0,0
"101833",0,.,0,.,0,.,0,.,0,.,199,47,23.6,125,62.8,0,0,198,99.5,71,35.7,0,0,57,28.6,3,1.5,135,67.8,0,0,0,.,0,.
"101834",30,100,24,80,6,20,0,0,0,0,113,0,0,79,69.9,0,0,89,78.8,33,29.2,1,0.9,0,0,0,0,66,58.4,0,0,4,13.3,0,0
"101837",55,100,5,9.1,19,34.5,0,0,1,1.8,335,0,0,42,12.5,0,0,59,17.6,113,33.7,1,0.3,0,0,1,0.3,279,83.3,178,53.1,0,0,30,54.5
"101838",60,100,13,21.7,26,43.3,1,1.7,1,1.7,1774,603,34,259,14.6,0,0,1361,76.7,1219,68.7,7,0.4,649,36.6,50,2.8,1345,75.8,239,13.5,13,21.7,19,31.7
"101840",0,.,0,.,0,.,0,.,0,.,559,32,5.7,512,91.6,0,0,531,95,42,7.5,0,0,31,5.5,1,0.2,113,20.2,4,0.7,0,.,0,.
"101842",28,100,2,7.1,6,21.4,0,0,0,0,88,0,0,3,3.4,0,0,61,69.3,35,39.8,0,0,0,0,0,0,76,86.4,50,56.8,1,3.6,20,71.4
"101845",67,100,2,3,64,95.5,0,0,1,1.5,2043,51,2.5,270,13.2,0,0,1544,75.6,1732,84.8,0,0,51,2.5,10,0.5,504,24.7,31,1.5,0,0,0,0
"101846",27,100,10,37,7,25.9,0,0,3,11.1,1267,149,11.8,200,15.8,0,0,777,61.3,674,53.2,2,0.2,149,11.8,152,12,230,18.2,239,18.9,2,7.4,7,25.9
"101847",0,.,0,.,0,.,0,.,0,.,372,0,0,366,98.4,0,0,266,71.5,5,1.3,0,0,0,0,1,0.3,225,60.5,0,0,0,.,0,.
"101848",0,.,0,.,0,.,0,.,0,.,245,0,0,226,92.2,0,0,241,98.4,13,5.3,0,0,0,0,0,0,137,55.9,6,2.4,0,.,0,.
"101849",0,.,0,.,0,.,0,.,0,.,692,64,9.2,533,77,0,0,684,98.8,155,22.4,0,0,64,9.2,0,0,500,72.3,4,0.6,0,.,0,.
"101850",0,.,0,.,0,.,0,.,0,.,516,0,0,497,96.3,0,0,479,92.8,16,3.1,0,0,0,0,0,0,80,15.5,3,0.6,0,.,0,.
"101851",4,100,4,100,0,0,0,0,0,0,133,0,0,117,88,0,0,96,72.2,8,6,0,0,0,0,0,0,74,55.6,8,6,0,0,0,0
"101852",4,100,1,25,2,50,0,0,0,0,68,10,14.7,2,2.9,0,0,57,83.8,63,92.6,0,0,10,14.7,0,0,64,94.1,3,4.4,0,0,1,25
"101853",0,.,0,.,0,.,0,.,0,.,1111,582,52.4,251,22.6,0,0,1096,98.6,831,74.8,0,0,582,52.4,20,1.8,664,59.8,9,0.8,0,.,0,.
"101854",4,100,2,50,2,50,0,0,0,0,210,0,0,76,36.2,0,0,112,53.3,112,53.3,0,0,0,0,2,1,206,98.1,20,9.5,0,0,0,0
"101855",0,.,0,.,0,.,0,.,0,.,131,0,0,114,87,0,0,103,78.6,17,13,0,0,0,0,0,0,24,18.3,0,0,0,.,0,.
"101856",0,.,0,.,0,.,0,.,0,.,245,204,83.3,18,7.3,0,0,244,99.6,226,92.2,0,0,204,83.3,1,0.4,234,95.5,0,0,0,.,0,.
"101857",0,.,0,.,0,.,0,.,0,.,435,62,14.3,65,14.9,0,0,287,66,147,33.8,2,0.5,62,14.3,124,28.5,88,20.2,97,22.3,0,.,0,.
"101858",0,.,0,.,0,.,0,.,0,.,463,4,0.9,35,7.6,0,0,89,19.2,108,23.3,3,0.6,4,0.9,161,34.8,12,2.6,156,33.7,0,.,0,.
"101859",0,.,0,.,0,.,0,.,0,.,141,30,21.3,41,29.1,0,0,141,100,61,43.3,2,1.4,33,23.4,21,14.9,39,27.7,16,11.3,0,.,0,.
"101860",0,.,0,.,0,.,0,.,0,.,312,2,0.6,287,92,0,0,224,71.8,21,6.7,0,0,2,0.6,1,0.3,122,39.1,3,1,0,.,0,.
"101861",0,.,0,.,0,.,0,.,0,.,91,0,0,70,76.9,0,.,73,80.2,13,14.3,0,0,0,0,2,2.2,0,0,6,6.6,0,.,0,.
"101902",2304,100,813,35.3,1262,54.8,2,0.1,71,3.1,59822,17080,28.6,18240,30.5,1688,2.6,47917,80.1,38255,63.9,54,0.1,18552,31,1101,1.8,41434,69.3,2172,3.6,202,8.8,156,6.8
"101903",1937,100,730,37.7,635,32.8,0,0,430,22.2,45057,14960,33.2,16194,35.9,1536,3,31617,70.2,21440,47.6,50,0.1,15561,34.5,5600,12.4,31538,70,1773,3.9,221,11.4,142,7.3
"101905",344,100,73,21.2,161,46.8,1,0.3,7,2,8409,2054,24.4,1247,14.8,529,5.6,5932,70.5,5642,67.1,9,0.1,2328,27.7,118,1.4,5752,68.4,1393,16.6,33,9.6,102,29.7
"101906",270,100,55,20.4,45,16.7,0,0,3,1.1,4855,183,3.8,1021,21,197,3.8,1934,39.8,1076,22.2,14,0.3,280,5.8,19,0.4,1742,35.9,2725,56.1,27,10,167,61.9
"101907",5069,100,611,12.1,1194,23.6,15,0.3,525,10.4,96546,14847,15.4,14672,15.2,1455,1.5,34488,35.7,35814,37.1,271,0.3,15939,16.5,8288,8.6,43479,45,37501,38.8,381,7.5,2724,53.7
"101908",824,100,11,1.3,202,24.5,1,0.1,24,2.9,12314,1248,10.1,270,2.2,318,2.4,4754,38.6,5086,41.3,42,0.3,1284,10.4,254,2.1,4582,37.2,6662,54.1,69,8.4,586,71.1
"101909",280,100,249,88.9,29,10.4,0,0,1,0.4,8369,927,11.1,5890,70.4,243,2.3,8326,99.5,2418,28.9,0,0,922,11,7,0.1,4050,48.4,54,0.6,46,16.4,1,0.4
"101910",1055,100,276,26.2,631,59.8,0,0,24,2.3,21041,5701,27.1,4277,20.3,338,1.5,15455,73.5,15029,71.4,17,0.1,6038,28.7,267,1.3,12749,60.6,1451,6.9,121,11.5,124,11.8
"101911",944,100,166,17.6,375,39.7,3,0.3,19,2,20235,2094,10.3,3920,19.4,1197,5.4,12164,60.1,10073,49.8,48,0.2,2364,11.7,241,1.2,10148,50.2,5953,29.4,76,8.1,381,40.4
"101912",7645,100,2414,31.6,3611,47.2,10,0.1,422,5.5,198769,55310,27.8,56553,28.5,4431,2,157995,79.5,119804,60.3,146,0.1,59055,29.7,6349,3.2,129244,65,15917,8,754,9.9,1188,15.5
"101913",1771,100,228,12.9,240,13.6,3,0.2,71,4,32804,2606,7.9,5704,17.4,420,1.2,8919,27.2,8067,24.6,118,0.4,2746,8.4,1115,3.4,10291,31.4,17800,54.3,129,7.3,1229,69.4
"101914",3323,100,254,7.6,693,20.9,5,0.2,303,9.1,53762,6858,12.8,5179,9.6,451,0.8,13572,25.2,15955,29.7,113,0.2,7191,13.4,5223,9.7,21121,39.3,27292,50.8,175,5.3,2068,62.2
"101915",2553,100,335,13.1,512,20.1,9,0.4,250,9.8,42801,5110,11.9,6688,15.6,689,1.5,13516,31.6,13042,30.5,131,0.3,5408,12.6,3653,8.5,16339,38.2,19287,45.1,254,9.9,1447,56.7
"101916",506,100,44,8.7,125,24.7,2,0.4,6,1.2,7905,540,6.8,707,8.9,126,1.5,2986,37.8,2812,35.6,26,0.3,564,7.1,120,1.5,3190,40.4,4240,53.6,29,5.7,329,65
