DISTRICT,DA0GR07N,DA0GR07P,DB0GR07N,DB0GR07P,DH0GR07N,DH0GR07P,DI0GR07N,DI0GR07P,DP0GR07N,DP0GR07P,DPETALLC,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPACC,DPETPACP,DPETRSKC,DPETRSKP,DPETWHIC,DPETWHIP,DS0GR07N,DS0GR07P,DW0GR07N,DW0GR07P
"126904",81,100,0,0,9,11.1,0,0,0,0,1097,39,3.6,41,3.7,16,1.3,399,36.4,161,14.7,6,0.5,39,3.6,1,0.1,286,26.1,888,80.9,8,9.9,72,88.9
"126905",274,100,6,2.2,36,13.1,0,0,1,0.4,4606,230,5,57,1.2,116,2.3,1927,41.8,793,17.2,13,0.3,240,5.2,25,0.5,1826,39.6,3718,80.7,23,8.4,231,84.3
"126906",46,100,4,8.7,18,39.1,0,0,4,8.7,815,150,18.4,58,7.1,20,2,618,75.8,342,42,3,0.4,150,18.4,125,15.3,397,48.7,287,35.2,6,13,20,43.5
"126907",55,100,0,0,3,5.5,0,0,0,0,902,23,2.5,5,0.6,7,0.7,341,37.8,75,8.3,2,0.2,23,2.5,4,0.4,343,38,816,90.5,4,7.3,52,94.5
"126908",104,100,3,2.9,30,28.8,0,0,5,4.8,1758,240,13.7,55,3.1,57,2.9,1112,63.3,657,37.4,9,0.5,245,13.9,36,2,883,50.2,1001,56.9,16,15.4,66,63.5
"126911",81,100,1,1.2,5,6.2,1,1.2,0,0,1503,87,5.8,17,1.1,27,1.6,681,45.3,221,14.7,9,0.6,87,5.8,4,0.3,722,48,1252,83.3,20,24.7,74,91.4
"127901",59,100,1,1.7,26,44.1,0,0,0,0,743,55,7.4,26,3.5,12,1.4,441,59.4,314,42.3,4,0.5,55,7.4,4,0.5,225,30.3,395,53.2,5,8.5,32,54.2
"127903",37,100,7,18.9,11,29.7,0,0,0,0,503,19,3.8,35,7,17,3.1,320,63.6,174,34.6,1,0.2,20,4,4,0.8,248,49.3,289,57.5,4,10.8,19,51.4
"127904",59,100,0,0,2,3.4,0,0,0,0,740,2,0.3,5,0.7,4,0.5,389,52.6,63,8.5,2,0.3,2,0.3,6,0.8,342,46.2,664,89.7,12,20.3,57,96.6
"127905",11,100,0,0,1,9.1,0,0,0,0,123,0,0,10,8.1,2,1.5,83,67.5,9,7.3,1,0.8,0,0,0,0,51,41.5,103,83.7,1,9.1,10,90.9
"127906",50,100,7,14,16,32,0,0,0,0,639,15,2.3,80,12.5,25,3.5,437,68.4,272,42.6,1,0.2,17,2.7,2,0.3,284,44.4,284,44.4,8,16,27,54
"128901",70,100,2,2.9,34,48.6,0,0,1,1.4,939,18,1.9,31,3.3,17,1.6,546,58.1,575,61.2,1,0.1,19,2,2,0.2,388,41.3,330,35.1,15,21.4,33,47.1
"128902",60,100,3,5,46,76.7,1,1.7,0,0,695,8,1.2,11,1.6,23,2.7,515,74.1,572,82.3,0,0,10,1.4,2,0.3,349,50.2,110,15.8,6,10,10,16.7
"128903",10,100,0,0,9,90,0,0,0,0,313,0,0,2,0.6,6,1.8,239,76.4,268,85.6,2,0.6,0,0,0,0,150,47.9,41,13.1,2,20,1,10
"128904",33,100,0,0,1,3,0,0,0,0,329,4,1.2,1,0.3,2,0.6,63,19.1,42,12.8,0,0,4,1.2,0,0,37,11.2,286,86.9,6,18.2,32,97
"129901",133,100,3,2.3,12,9,0,0,2,1.5,2452,84,3.4,158,6.4,28,1.2,686,28,305,12.4,12,0.5,85,3.5,18,0.7,835,34.1,1959,79.9,18,13.5,116,87.2
"129902",252,100,19,7.5,31,12.3,3,1.2,2,0.8,6995,304,4.3,797,11.4,83,1.2,1512,21.6,1282,18.3,46,0.7,289,4.1,84,1.2,2383,34.1,4786,68.4,26,10.3,197,78.2
"129903",208,100,20,9.6,57,27.4,0,0,0,0,3620,485,13.4,248,6.9,93,2.3,1839,50.8,1243,34.3,23,0.6,506,14,25,0.7,1427,39.4,2081,57.5,24,11.5,131,63
"129904",108,100,3,2.8,8,7.4,0,0,2,1.9,1635,65,4,51,3.1,35,1.8,700,42.8,185,11.3,19,1.2,65,4,10,0.6,696,42.6,1370,83.8,16,14.8,95,88
"129905",199,100,4,2,22,11.1,1,0.5,2,1,3340,55,1.6,73,2.2,90,2.4,1731,51.8,339,10.1,11,0.3,55,1.6,34,1,1399,41.9,2883,86.3,28,14.1,170,85.4
"129906",223,100,73,32.7,46,20.6,0,0,4,1.8,4378,704,16.1,1268,29,217,4.3,2859,65.3,1425,32.5,10,0.2,707,16.1,67,1.5,2669,61,1608,36.7,43,19.3,100,44.8
"129910",51,100,4,7.8,4,7.8,1,2,0,0,899,14,1.6,54,6,16,1.6,320,35.6,76,8.5,8,0.9,14,1.6,1,0.1,250,27.8,760,84.5,14,27.5,42,82.4
"130901",470,100,2,0.4,86,18.3,0,0,2,0.4,6222,240,3.9,50,0.8,104,1.6,1120,18,1424,22.9,21,0.3,253,4.1,60,1,1405,22.6,4667,75,57,12.1,380,80.9
"130902",80,100,0,0,27,33.8,0,0,0,0,1242,186,15,5,0.4,33,2.4,647,52.1,617,49.7,5,0.4,198,15.9,7,0.6,567,45.7,608,49,9,11.3,53,66.3
"131001",0,.,0,.,0,.,0,.,0,.,86,2,2.3,0,0,0,0,53,61.6,62,72.1,0,0,2,2.3,2,2.3,23,26.7,22,25.6,0,.,0,.
"132902",14,100,1,7.1,2,14.3,0,0,0,0,145,0,0,4,2.8,2,1.3,47,32.4,26,17.9,0,0,0,0,0,0,44,30.3,115,79.3,2,14.3,11,78.6
"133901",36,100,0,0,6,16.7,0,0,0,0,592,74,12.5,8,1.4,11,1.7,390,65.9,254,42.9,3,0.5,74,12.5,2,0.3,237,40,325,54.9,6,16.7,30,83.3
"133902",0,.,0,.,0,.,0,.,0,.,205,23,11.2,0,0,0,0,61,29.8,54,26.3,2,1,23,11.2,1,0.5,52,25.4,148,72.2,0,.,0,.
"133903",262,100,14,5.3,73,27.9,1,0.4,2,0.8,4747,180,3.8,179,3.8,148,2.7,2366,49.8,1975,41.6,24,0.5,203,4.3,48,1,2385,50.2,2521,53.1,21,8,172,65.6
"133904",94,100,0,0,28,29.8,2,2.1,0,0,1368,115,8.4,14,1,79,5.1,782,57.2,453,33.1,14,1,115,8.4,18,1.3,775,56.7,869,63.5,9,9.6,64,68.1
"133905",0,.,0,.,0,.,0,.,0,.,15,0,0,0,0,0,0,4,26.7,2,13.3,0,0,0,0,0,0,0,0,13,86.7,0,.,0,.
"134901",44,100,0,0,13,29.5,0,0,0,0,655,15,2.3,0,0,4,0.5,347,53,236,36,0,0,18,2.7,1,0.2,251,38.3,418,63.8,5,11.4,31,70.5
"135001",11,100,0,0,2,18.2,0,0,0,0,92,1,1.1,0,0,0,0,15,16.3,9,9.8,0,0,1,1.1,0,0,29,31.5,83,90.2,2,18.2,9,81.8
"136901",34,100,0,0,15,44.1,0,0,0,0,598,49,8.2,11,1.8,11,1.6,378,63.2,408,68.2,2,0.3,55,9.2,2,0.3,288,48.2,175,29.3,4,11.8,19,55.9
"137901",235,100,13,5.5,173,73.6,0,0,3,1.3,4125,219,5.3,178,4.3,101,2.1,2747,66.6,3394,82.3,4,0.1,281,6.8,46,1.1,2336,56.6,503,12.2,28,11.9,46,19.6
"137902",0,.,0,.,0,.,0,.,0,.,610,41,6.7,10,1.6,3,0.5,331,54.3,458,75.1,0,0,45,7.4,3,0.5,231,37.9,139,22.8,0,.,0,.
"137903",44,100,0,0,30,68.2,0,0,0,0,492,24,4.9,3,0.6,2,0.4,262,53.3,310,63,2,0.4,24,4.9,0,0,235,47.8,177,36,4,9.1,14,31.8
"137904",40,100,0,0,24,60,0,0,2,5,362,9,2.5,4,1.1,12,3.1,142,39.2,255,70.4,0,0,10,2.8,3,0.8,156,43.1,100,27.6,5,12.5,14,35
"138902",20,100,4,20,3,15,0,0,0,0,285,23,8.1,29,10.2,9,3,184,64.6,105,36.8,0,0,23,8.1,0,0,116,40.7,151,53,4,20,13,65
"138903",25,100,2,8,11,44,0,0,0,0,401,20,5,63,15.7,33,7.3,248,61.8,165,41.1,0,0,20,5,0,0,132,32.9,173,43.1,2,8,12,48
"138904",7,100,0,0,0,0,0,0,0,0,75,1,1.3,0,0,0,0,42,56,13,17.3,1,1.3,1,1.3,0,0,19,25.3,61,81.3,0,0,7,100
"139905",60,100,3,5,0,0,3,5,1,1.7,885,38,4.3,65,7.3,7,0.7,386,43.6,41,4.6,13,1.5,38,4.3,4,0.5,351,39.7,762,86.1,5,8.3,53,88.3
"139908",19,100,2,10.5,1,5.3,0,0,0,0,230,0,0,57,24.8,6,2.2,131,57,14,6.1,2,0.9,0,0,0,0,50,21.7,157,68.3,5,26.3,16,84.2
"139909",175,100,63,36,8,4.6,1,0.6,2,1.1,3836,157,4.1,1526,39.8,171,4,2640,68.8,394,10.3,45,1.2,173,4.5,29,0.8,1912,49.8,1842,48,14,8,101,57.7
"139911",191,100,16,8.4,4,2.1,4,2.1,3,1.6,3098,63,2,184,5.9,46,1.3,1083,35,164,5.3,67,2.2,63,2,30,1,1114,36,2653,85.6,26,13.6,164,85.9
"139912",67,100,0,0,4,6,1,1.5,0,0,1089,22,2,10,0.9,12,1,567,52.1,66,6.1,19,1.7,22,2,3,0.3,403,37,991,91,9,13.4,62,92.5
"140901",8,100,1,12.5,4,50,0,0,0,0,149,37,24.8,8,5.4,9,4.5,121,81.2,112,75.2,0,0,37,24.8,0,0,79,53,29,19.5,2,25,3,37.5
"140904",87,100,1,1.1,46,52.9,0,0,1,1.1,1534,101,6.6,109,7.1,67,4,1092,71.2,961,62.6,4,0.3,101,6.6,0,0,764,49.8,460,30,11,12.6,39,44.8
"140905",38,100,0,0,27,71.1,0,0,0,0,713,117,16.4,11,1.5,8,1,482,67.6,539,75.6,3,0.4,121,17,0,0,337,47.3,160,22.4,5,13.2,11,28.9
"140907",24,100,1,4.2,12,50,0,0,0,0,370,36,9.7,9,2.4,6,1.5,234,63.2,229,61.9,0,0,36,9.7,0,0,127,34.3,132,35.7,8,33.3,11,45.8
"140908",23,100,0,0,13,56.5,0,0,0,0,378,23,6.1,21,5.6,0,0,228,60.3,170,45,0,0,23,6.1,0,0,129,34.1,187,49.5,1,4.3,10,43.5
"141901",217,100,6,2.8,38,17.5,3,1.4,0,0,3452,113,3.3,137,4,54,1.4,1557,45.1,723,20.9,42,1.2,118,3.4,39,1.1,1479,42.8,2511,72.7,32,14.7,170,78.3
"141902",21,100,2,9.5,13,61.9,0,0,0,0,321,32,10,7,2.2,0,0,244,76,148,46.1,1,0.3,34,10.6,3,0.9,170,53,162,50.5,4,19,6,28.6
"142901",69,100,0,0,61,88.4,0,0,0,0,1219,208,17.1,2,0.2,37,2.8,933,76.5,1123,92.1,0,0,226,18.5,0,0,676,55.5,94,7.7,6,8.7,8,11.6
"143901",96,100,10,10.4,3,3.1,0,0,0,0,874,4,0.5,117,13.4,17,1.7,295,33.8,101,11.6,0,0,5,0.6,2,0.2,359,41.1,654,74.8,13,13.5,83,86.5
"143902",24,100,0,0,4,16.7,0,0,0,0,301,19,6.3,1,0.3,0,0,142,47.2,98,32.6,0,0,19,6.3,0,0,96,31.9,202,67.1,1,4.2,20,83.3
"143903",36,100,5,13.9,6,16.7,0,0,0,0,579,14,2.4,86,14.9,5,0.8,235,40.6,67,11.6,0,0,14,2.4,3,0.5,137,23.7,423,73.1,4,11.1,25,69.4
"143904",0,.,0,.,0,.,0,.,0,.,97,0,0,5,5.2,0,0,34,35.1,6,6.2,0,0,0,0,2,2.1,14,14.4,84,86.6,0,.,0,.
"143905",0,.,0,.,0,.,0,.,0,.,104,0,0,1,1,0,0,29,27.9,15,14.4,0,0,0,0,0,0,9,8.7,88,84.6,0,.,0,.
"143906",0,.,0,.,0,.,0,.,0,.,81,0,0,0,0,0,0,22,27.2,6,7.4,0,0,0,0,0,0,20,24.7,75,92.6,0,.,0,.
"144901",138,100,19,13.8,47,34.1,0,0,2,1.4,1848,228,12.3,272,14.7,25,1.2,890,48.2,822,44.5,4,0.2,257,13.9,14,0.8,942,51,736,39.8,13,9.4,70,50.7
"144902",64,100,10,15.6,6,9.4,0,0,0,0,983,26,2.6,121,12.3,8,0.8,399,40.6,101,10.3,3,0.3,27,2.7,0,0,441,44.9,758,77.1,7,10.9,48,75
"144903",17,100,4,23.5,4,23.5,0,0,0,0,160,11,6.9,49,30.6,4,2,89,55.6,48,30,1,0.6,11,6.9,0,0,66,41.3,62,38.8,7,41.2,9,52.9
"145901",43,100,6,14,4,9.3,0,0,1,2.3,787,139,17.7,75,9.5,17,1.9,396,50.3,244,31,0,0,139,17.7,5,0.6,477,60.6,463,58.8,4,9.3,32,74.4
"145902",52,100,4,7.7,3,5.8,0,0,0,0,722,29,4,65,9,7,0.9,277,38.4,72,10,5,0.7,29,4,5,0.7,249,34.5,575,79.6,8,15.4,45,86.5
"145906",30,100,2,6.7,2,6.7,0,0,0,0,536,6,1.1,39,7.3,0,0,232,43.3,37,6.9,3,0.6,6,1.1,2,0.4,128,23.9,455,84.9,2,6.7,26,86.7
"145907",11,100,2,18.2,1,9.1,0,0,0,0,236,5,2.1,93,39.4,5,1.8,173,73.3,32,13.6,0,0,6,2.5,0,0,124,52.5,111,47,2,18.2,8,72.7
"145911",49,100,0,0,11,22.4,1,2,1,2,728,59,8.1,33,4.5,3,0.4,319,43.8,145,19.9,3,0.4,61,8.4,7,1,230,31.6,540,74.2,5,10.2,36,73.5
"146901",134,100,21,15.7,40,29.9,1,0.7,2,1.5,3516,511,14.5,499,14.2,90,2.2,2429,69.1,1171,33.3,8,0.2,573,16.3,46,1.3,1921,54.6,1792,51,20,14.9,70,52.2
"146902",292,100,22,7.5,38,13,0,0,3,1,4849,345,7.1,471,9.7,134,2.4,2419,49.9,1028,21.2,7,0.1,400,8.2,22,0.5,2622,54.1,3321,68.5,33,11.3,229,78.4
"146903",0,.,0,.,0,.,0,.,0,.,138,15,10.9,8,5.8,0,0,53,38.4,38,27.5,0,0,15,10.9,0,0,29,21,92,66.7,0,.,0,.
"146904",84,100,8,9.5,4,4.8,0,0,0,0,1246,24,1.9,42,3.4,19,1.3,630,50.6,110,8.8,1,0.1,36,2.9,2,0.2,462,37.1,1091,87.6,11,13.1,72,85.7
"146905",33,100,9,27.3,1,3,0,0,0,0,556,0,0,115,20.7,13,2,363,65.3,15,2.7,0,0,0,0,0,0,281,50.5,426,76.6,2,6.1,23,69.7
"146906",141,100,28,19.9,25,17.7,0,0,0,0,2272,260,11.4,493,21.7,46,1.8,1240,54.6,525,23.1,1,0,268,11.8,13,0.6,1129,49.7,1240,54.6,14,9.9,88,62.4
"146907",116,100,1,0.9,5,4.3,1,0.9,0,0,1987,11,0.6,18,0.9,59,2.7,695,35,99,5,9,0.5,13,0.7,0,0,696,35,1861,93.7,15,12.9,109,94
"147901",24,100,3,12.5,8,33.3,0,0,0,0,299,64,21.4,67,22.4,6,1.7,245,81.9,142,47.5,0,0,64,21.4,0,0,176,58.9,90,30.1,6,25,13,54.2
"147902",119,100,10,8.4,10,8.4,2,1.7,1,0.8,1497,62,4.1,200,13.4,66,3.7,876,58.5,261,17.4,5,0.3,70,4.7,1,0.1,598,39.9,1030,68.8,14,11.8,96,80.7
"147903",124,100,35,28.2,27,21.8,0,0,1,0.8,2197,184,8.4,739,33.6,91,3.7,1497,68.1,649,29.5,2,0.1,202,9.2,12,0.5,1497,68.1,795,36.2,24,19.4,61,49.2
"148901",18,100,0,0,8,44.4,1,5.6,0,0,361,89,24.7,0,0,3,0.7,227,62.9,221,61.2,4,1.1,89,24.7,0,0,193,53.5,136,37.7,3,16.7,9,50
"148902",12,100,0,0,1,8.3,1,8.3,0,0,177,18,10.2,0,0,0,0,80,45.2,27,15.3,0,0,18,10.2,8,4.5,42,23.7,142,80.2,4,33.3,10,83.3
"148903",5,100,0,0,0,0,1,20,0,0,101,0,0,0,0,0,0,63,62.4,4,4,0,0,0,0,0,0,38,37.6,97,96,1,20,4,80
"148905",0,.,0,.,0,.,0,.,0,.,117,4,3.4,0,0,0,0,65,55.6,29,24.8,3,2.6,4,3.4,0,0,44,37.6,85,72.6,0,.,0,.
"149901",90,100,0,0,37,41.1,0,0,0,0,1118,19,1.7,15,1.3,46,3.6,490,43.8,559,50,8,0.7,25,2.2,4,0.4,326,29.2,532,47.6,9,10,53,58.9
"149902",44,100,0,0,17,38.6,0,0,0,0,620,21,3.4,2,0.3,12,1.7,284,45.8,332,53.5,4,0.6,21,3.4,3,0.5,250,40.3,279,45,2,4.5,27,61.4
"150901",99,100,1,1,16,16.2,1,1,0,0,1983,56,2.8,15,0.8,81,3.7,979,49.4,298,15,11,0.6,56,2.8,10,0.5,823,41.5,1649,83.2,11,11.1,81,81.8
"152801",35,100,1,2.9,9,25.7,0,0,0,0,147,0,0,12,8.2,0,0,93,63.3,71,48.3,1,0.7,0,0,1,0.7,134,91.2,62,42.2,4,11.4,25,71.4
"152802",0,.,0,.,0,.,0,.,0,.,202,0,0,124,61.4,0,0,190,94.1,62,30.7,0,0,0,0,0,0,55,27.2,16,7.9,0,.,0,.
"152803",45,100,5,11.1,22,48.9,0,0,0,0,133,1,0.8,13,9.8,0,0,105,78.9,104,78.2,0,0,1,0.8,0,0,116,87.2,16,12,10,22.2,18,40
"152805",0,.,0,.,0,.,0,.,0,.,184,0,0,25,13.6,0,.,134,72.8,109,59.2,1,0.5,1,0.5,1,0.5,1,0.5,48,26.1,0,.,0,.
"152901",1523,100,194,12.7,557,36.6,4,0.3,22,1.4,27949,538,1.9,4153,14.9,794,2.5,16232,58.1,13621,48.7,72,0.3,714,2.6,515,1.8,11273,40.3,9588,34.3,141,9.3,746,49
"152902",46,100,4,8.7,17,37,1,2.2,0,0,713,12,1.7,27,3.8,6,0.7,427,59.9,338,47.4,1,0.1,12,1.7,0,0,311,43.6,347,48.7,8,17.4,24,52.2
"152903",72,100,6,8.3,32,44.4,0,0,0,0,1319,52,3.9,97,7.4,60,4,953,72.3,820,62.2,4,0.3,54,4.1,2,0.2,568,43.1,396,30,21,29.2,34,47.2
"152906",116,100,1,0.9,27,23.3,0,0,0,0,3058,97,3.2,67,2.2,67,2.1,1297,42.4,989,32.3,14,0.5,98,3.2,34,1.1,993,32.5,1954,63.9,29,25,88,75.9
"152907",341,100,11,3.2,84,24.6,1,0.3,11,3.2,6668,204,3.1,339,5.1,148,2.1,2409,36.1,2060,30.9,38,0.6,207,3.1,167,2.5,1971,29.6,4064,60.9,21,6.2,234,68.6
"152908",59,100,2,3.4,24,40.7,1,1.7,1,1.7,1153,42,3.6,71,6.2,32,2.3,770,66.8,540,46.8,5,0.4,40,3.5,2,0.2,537,46.6,535,46.4,8,13.6,31,52.5
"152909",76,100,1,1.3,19,25,0,0,0,0,1384,37,2.7,17,1.2,19,1.3,535,38.7,458,33.1,8,0.6,39,2.8,0,0,497,35.9,901,65.1,8,10.5,56,73.7
"152910",56,100,0,0,24,42.9,0,0,2,3.6,911,16,1.8,4,0.4,9,0.9,353,38.7,414,45.4,0,0,16,1.8,1,0.1,297,32.6,492,54,7,12.5,30,53.6
"153903",25,100,0,0,12,48,0,0,0,0,328,21,6.4,2,0.6,1,0.3,272,82.9,197,60.1,0,0,21,6.4,0,0,191,58.2,129,39.3,4,16,13,52
"153904",48,100,6,12.5,24,50,0,0,0,0,621,20,3.2,33,5.3,0,0,378,60.9,359,57.8,8,1.3,20,3.2,2,0.3,289,46.5,219,35.3,10,20.8,18,37.5
"153905",18,100,0,0,6,33.3,1,5.6,0,0,192,11,5.7,3,1.6,1,0.5,123,64.1,85,44.3,4,2.1,11,5.7,0,0,63,32.8,100,52.1,0,0,11,61.1
"153907",10,100,0,0,9,90,0,0,0,0,152,17,11.2,1,0.7,2,1.1,112,73.7,97,63.8,1,0.7,17,11.2,0,0,61,40.1,53,34.9,1,10,1,10
"154901",113,100,17,15,21,18.6,0,0,0,0,2239,305,13.6,496,22.2,43,1.7,1439,64.3,623,27.8,2,0.1,312,13.9,16,0.7,888,39.7,1102,49.2,20,17.7,75,66.4
"154903",26,100,0,0,1,3.8,0,0,0,0,340,1,0.3,3,0.9,0,0,166,48.8,19,5.6,2,0.6,1,0.3,9,2.6,93,27.4,307,90.3,0,0,25,96.2
"155901",82,100,37,45.1,3,3.7,1,1.2,0,0,1276,12,0.9,509,39.9,111,7.5,877,68.7,44,3.4,9,0.7,12,0.9,1,0.1,789,61.8,713,55.9,13,15.9,41,50
"156902",43,100,1,2.3,27,62.8,0,0,0,0,735,29,3.9,8,1.1,4,0.5,409,55.6,430,58.5,0,0,32,4.4,1,0.1,409,55.6,296,40.3,8,18.6,15,34.9
"156905",24,100,0,0,9,37.5,0,0,0,0,215,12,5.6,1,0.5,0,0,72,33.5,85,39.5,1,0.5,13,6,0,0,86,40,128,59.5,3,12.5,15,62.5
"157901",51,100,0,0,11,21.6,0,0,0,0,605,24,4,2,0.3,12,1.9,353,58.3,211,34.9,1,0.2,24,4,2,0.3,244,40.3,389,64.3,8,15.7,40,78.4
"158901",230,100,43,18.7,77,33.5,0,0,3,1.3,3985,254,6.4,691,17.3,131,2.9,2217,55.6,2002,50.2,9,0.2,279,7,32,0.8,1897,47.6,1251,31.4,28,12.2,107,46.5
"158902",59,100,1,1.7,19,32.2,0,0,0,0,859,64,7.5,58,6.8,14,1.5,499,58.1,422,49.1,3,0.3,64,7.5,2,0.2,311,36.2,374,43.5,9,15.3,39,66.1
"158904",0,.,0,.,0,.,0,.,0,.,83,0,0,1,1.2,0,0,80,96.4,17,20.5,0,0,0,0,0,0,19,22.9,65,78.3,0,.,0,.
"158905",107,100,4,3.7,53,49.5,0,0,14,13.1,1524,224,14.7,75,4.9,28,1.7,1019,66.9,868,57,4,0.3,233,15.3,204,13.4,723,47.4,373,24.5,8,7.5,36,33.6
"158906",2,100,1,50,0,0,0,0,0,0,922,2,0.2,181,19.6,22,2.1,432,46.9,184,20,2,0.2,2,0.2,1,0.1,414,44.9,554,60.1,0,0,1,50
"159901",696,100,0,0,682,98,3,0.4,2,0.3,13797,5080,36.8,20,0.1,222,1.5,11892,86.2,13419,97.3,188,1.4,5527,40.1,25,0.2,8905,64.5,145,1.1,68,9.8,9,1.3
"160901",82,100,1,1.2,30,36.6,0,0,0,0,1329,31,2.3,44,3.3,23,1.5,785,59.1,582,43.8,4,0.3,35,2.6,8,0.6,556,41.8,691,52,12,14.6,51,62.2
"160904",18,100,0,0,4,22.2,0,0,0,0,190,0,0,1,0.5,1,0.5,129,67.9,23,12.1,1,0.5,0,0,1,0.5,49,25.8,164,86.3,3,16.7,14,77.8
"160905",14,100,0,0,5,35.7,0,0,0,0,89,0,0,0,0,3,2.1,51,57.3,36,40.4,0,0,0,0,0,0,38,42.7,53,59.6,5,35.7,9,64.3
"161801",0,.,0,.,0,.,0,.,0,.,158,55,34.8,36,22.8,0,0,149,94.3,109,69,0,0,55,34.8,0,0,102,64.6,13,8.2,0,.,0,.
"161802",0,.,0,.,0,.,0,.,0,.,249,0,0,200,80.3,0,0,214,85.9,13,5.2,1,0.4,0,0,0,0,125,50.2,35,14.1,0,.,0,.
"161805",0,.,0,.,0,.,0,.,0,.,51,0,0,12,23.5,0,0,30,58.8,4,7.8,1,2,0,0,0,0,7,13.7,34,66.7,0,.,0,.
"161807",0,.,0,.,0,.,0,.,0,.,235,5,2.1,33,14,0,.,176,74.9,106,45.1,3,1.3,5,2.1,4,1.7,5,2.1,89,37.9,0,.,0,.
"161901",43,100,0,0,7,16.3,0,0,0,0,626,8,1.3,2,0.3,1,0.2,104,16.6,61,9.7,5,0.8,8,1.3,1,0.2,112,17.9,557,89,2,4.7,36,83.7
"161903",421,100,36,8.6,34,8.1,1,0.2,16,3.8,6400,152,2.4,660,10.3,102,1.5,1521,23.8,973,15.2,34,0.5,157,2.5,263,4.1,1610,25.2,4470,69.8,44,10.5,334,79.3
"161906",94,100,29,30.9,31,33,0,0,1,1.1,2751,382,13.9,747,27.2,106,3.5,2266,82.4,1161,42.2,14,0.5,394,14.3,13,0.5,1491,54.2,816,29.7,11,11.7,33,35.1
"161907",110,100,1,0.9,15,13.6,0,0,0,0,1595,26,1.6,15,0.9,50,3,302,18.9,175,11,5,0.3,28,1.8,11,0.7,456,28.6,1389,87.1,14,12.7,94,85.5
"161908",43,100,8,18.6,4,9.3,0,0,0,0,588,13,2.2,162,27.6,8,1.2,381,64.8,65,11.1,2,0.3,13,2.2,0,0,302,51.4,359,61.1,5,11.6,31,72.1
"161909",80,100,12,15,25,31.3,2,2.5,0,0,1245,211,16.9,108,8.7,30,2.2,793,63.7,562,45.1,9,0.7,217,17.4,2,0.2,617,49.6,564,45.3,12,15,41,51.3
"161910",37,100,0,0,3,8.1,1,2.7,0,0,765,17,2.2,38,5,5,0.6,442,57.8,166,21.7,3,0.4,18,2.4,3,0.4,225,29.4,555,72.5,5,13.5,33,89.2
"161912",49,100,2,4.1,2,4.1,0,0,1,2,539,6,1.1,20,3.7,6,1,231,42.9,49,9.1,2,0.4,6,1.1,0,0,115,21.3,468,86.8,7,14.3,44,89.8
"161914",700,100,257,36.7,287,41,0,0,4,0.6,15171,2037,13.4,5297,34.9,1035,6.1,12609,83.1,7728,50.9,15,0.1,2180,14.4,61,0.4,10512,69.3,2070,13.6,121,17.3,152,21.7
"161916",114,100,3,2.6,8,7,1,0.9,0,0,1519,51,3.4,63,4.1,33,1.9,624,41.1,189,12.4,10,0.7,51,3.4,0,0,586,38.6,1257,82.8,12,10.5,102,89.5
"161918",50,100,2,4,2,4,0,0,0,0,782,0,0,32,4.1,4,0.4,443,56.6,94,12,1,0.1,0,0,1,0.1,315,40.3,654,83.6,13,26,46,92
"161919",59,100,1,1.7,7,11.9,0,0,0,0,920,28,3,17,1.8,19,1.8,390,42.4,211,22.9,6,0.7,28,3,4,0.4,342,37.2,682,74.1,11,18.6,51,86.4
"161920",146,100,1,0.7,16,11,0,0,1,0.7,2137,19,0.9,50,2.3,24,1.1,532,24.9,254,11.9,22,1,19,0.9,12,0.6,639,29.9,1799,84.2,23,15.8,128,87.7
"161921",135,100,22,16.3,25,18.5,1,0.7,0,0,2622,123,4.7,759,28.9,63,2.1,1792,68.3,621,23.7,20,0.8,126,4.8,13,0.5,1195,45.6,1209,46.1,27,20,87,64.4
"161922",161,100,11,6.8,24,14.9,0,0,0,0,2174,12,0.6,107,4.9,25,1.1,569,26.2,355,16.3,10,0.5,12,0.6,8,0.4,705,32.4,1694,77.9,32,19.9,126,78.3
"161923",26,100,2,7.7,2,7.7,0,0,0,0,485,11,2.3,27,5.6,10,2,180,37.1,109,22.5,2,0.4,11,2.3,4,0.8,96,19.8,343,70.7,7,26.9,22,84.6
"161924",0,.,0,.,0,.,0,.,0,.,102,2,2,5,4.9,0,0,37,36.3,8,7.8,1,1,2,2,0,0,39,38.2,88,86.3,0,.,0,.
"161925",0,.,0,.,0,.,0,.,0,.,145,1,0.7,15,10.3,0,0,97,66.9,22,15.2,1,0.7,1,0.7,0,0,26,17.9,107,73.8,0,.,0,.
"162904",14,100,0,0,7,50,0,0,0,0,162,7,4.3,0,0,0,0,71,43.8,80,49.4,0,0,7,4.3,4,2.5,53,32.7,78,48.1,3,21.4,7,50
"163901",114,100,3,2.6,44,38.6,0,0,1,0.9,1918,56,2.9,9,0.5,48,2.3,1021,53.2,1067,55.6,7,0.4,60,3.1,2,0.1,937,48.9,833,43.4,17,14.9,66,57.9
"163902",20,100,0,0,9,45,0,0,0,0,326,4,1.2,3,0.9,1,0.3,159,48.8,155,47.5,1,0.3,4,1.2,0,0,123,37.7,167,51.2,1,5,11,55
