CAMPUS,CPETECOP,CPETECOC,CPETBILC,CPETALLC,CPETINDC,CPETPACC,CPETBLAC,CPETHISC,CPETWHIC,CPETWHIP,CPETBLAP,CPETHISP,CPETINDP,CPETPACP,CPETBILP
188901139,2.4,9,15,382,1,12,24,27,318,83.2,6.3,7.1,0.3,3.1,3.9
188901140,0.4,2,0,494,1,14,8,36,435,88.1,1.6,7.3,0.2,2.8,0
188901141,1.1,6,0,537,1,7,8,25,496,92.4,1.5,4.7,0.2,1.3,0
188901170,21.5,99,0,460,1,3,206,17,233,50.7,44.8,3.7,0.2,0.7,0
188901171,0,0,0,36,0,0,1,6,29,80.6,2.8,16.7,0,0,0
188902001,13.6,91,0,670,4,4,0,45,617,92.1,0,6.7,0.6,0.6,0
188902101,22,82,0,372,2,1,1,18,350,94.1,0.3,4.8,0.5,0.3,0
188902102,24.9,75,0,301,0,0,1,28,272,90.4,0.3,9.3,0,0,0
188903001,38.2,121,1,317,2,9,13,46,247,77.9,4.1,14.5,0.6,2.8,0.3
188903101,46.8,202,5,432,5,4,24,84,315,72.9,5.6,19.4,1.2,0.9,1.2
188904041,20,42,0,210,2,0,0,17,191,91,0,8.1,1,0,0
188904101,21.8,45,0,206,4,0,0,15,187,90.8,0,7.3,1.9,0,0
189901001,60.6,80,3,132,0,1,0,112,19,14.4,0,84.8,0,0.8,2.3
189901101,65.2,197,9,302,0,0,0,248,54,17.9,0,82.1,0,0,3
189901102,92.3,12,12,13,0,0,0,13,0,0,0,100,0,0,92.3
189902001,90.7,291,92,321,0,0,0,317,4,1.2,0,98.8,0,0,28.7
189902041,92.3,286,93,310,0,1,0,303,6,1.9,0,97.7,0,0.3,30
189902101,91.1,520,454,571,3,0,0,562,6,1.1,0,98.4,0.5,0,79.5
189902102,97.6,40,24,41,0,0,0,41,0,0,0,100,0,0,58.5
190903001,29.5,116,3,393,2,1,21,13,356,90.6,5.3,3.3,0.5,0.3,0.8
190903002,11.1,1,0,9,0,0,1,0,8,88.9,11.1,0,0,0,0
190903041,38.7,139,3,359,0,0,15,16,328,91.4,4.2,4.5,0,0,0.8
190903101,47.4,269,10,568,4,0,28,27,509,89.6,4.9,4.8,0.7,0,1.8
190903199,0,0,0,3,0,0,0,0,3,100,0,0,0,0,0
191901001,8.5,71,2,838,3,10,17,77,731,87.2,2,9.2,0.4,1.2,0.2
191901002,7.3,62,0,848,4,6,6,52,780,92,0.7,6.1,0.5,0.7,0
191901003,0,0,0,52,0,0,9,22,21,40.4,17.3,42.3,0,0,0
191901041,20.1,134,0,667,2,6,11,90,558,83.7,1.6,13.5,0.3,0.9,0
191901043,17.8,125,2,701,5,2,10,50,634,90.4,1.4,7.1,0.7,0.3,0.3
191901044,14.7,103,3,702,1,3,10,58,630,89.7,1.4,8.3,0.1,0.4,0.4
191901101,15.8,66,3,418,1,3,0,30,384,91.9,0,7.2,0.2,0.7,0.7
191901104,26.5,103,4,389,6,3,2,37,341,87.7,0.5,9.5,1.5,0.8,1
191901105,42.2,223,5,529,3,4,6,47,469,88.7,1.1,8.9,0.6,0.8,0.9
191901106,11.9,60,0,503,1,2,5,38,457,90.9,1,7.6,0.2,0.4,0
191901107,14.6,61,5,417,3,5,2,42,365,87.5,0.5,10.1,0.7,1.2,1.2
191901108,22.8,103,3,451,1,4,13,73,360,79.8,2.9,16.2,0.2,0.9,0.7
191901109,26.2,94,5,359,0,5,3,47,304,84.7,0.8,13.1,0,1.4,1.4
192901001,38.9,124,1,319,1,0,12,177,129,40.4,3.8,55.5,0.3,0,0.3
192901041,47.8,133,11,278,0,0,8,141,129,46.4,2.9,50.7,0,0,4
192901101,57.8,303,80,524,0,0,20,306,198,37.8,3.8,58.4,0,0,15.3
193902001,59,158,5,268,0,0,1,64,203,75.7,0.4,23.9,0,0,1.9
194902001,50,54,0,108,0,0,14,4,90,83.3,13,3.7,0,0,0
194902041,48.1,50,0,104,0,0,3,8,93,89.4,2.9,7.7,0,0,0
194902101,58.3,77,0,132,2,0,9,5,116,87.9,6.8,3.8,1.5,0,0
194903001,31.2,68,0,218,0,0,26,7,185,84.9,11.9,3.2,0,0,0
194903101,50.2,155,0,309,1,0,16,8,284,91.9,5.2,2.6,0.3,0,0
194903102,56.7,119,7,210,3,0,24,19,164,78.1,11.4,9,1.4,0,3.3
194904002,46,162,1,352,2,0,160,12,178,50.6,45.5,3.4,0.6,0,0.3
194904042,62.8,211,0,336,0,0,159,18,159,47.3,47.3,5.4,0,0,0
194904103,68.2,442,9,648,10,2,344,28,264,40.7,53.1,4.3,1.5,0.3,1.4
194905001,50.9,58,0,114,0,0,19,0,95,83.3,16.7,0,0,0,0
194905041,46.7,35,0,75,0,0,11,0,64,85.3,14.7,0,0,0,0
194905101,63.6,154,0,242,0,1,29,2,210,86.8,12,0.8,0,0.4,0
195901001,48.6,401,0,825,3,4,15,682,121,14.7,1.8,82.7,0.4,0.5,0
195901002,0,0,0,10,0,0,0,10,0,0,0,100,0,0,0
195901041,65.3,194,35,297,0,0,3,252,42,14.1,1,84.8,0,0,11.8
195901042,64.7,156,19,241,1,1,6,206,27,11.2,2.5,85.5,0.4,0.4,7.9
195901101,73.5,233,97,317,0,0,4,276,37,11.7,1.3,87.1,0,0,30.6
195901103,69.5,178,23,256,0,0,6,230,20,7.8,2.3,89.8,0,0,9
195901104,67.9,169,37,249,0,0,9,205,35,14.1,3.6,82.3,0,0,14.9
195901106,72,326,168,453,0,1,9,388,55,12.1,2,85.7,0,0.2,37.1
195901108,72.9,51,16,70,0,0,2,58,10,14.3,2.9,82.9,0,0,22.9
195901109,65.5,319,79,487,0,1,12,396,78,16,2.5,81.3,0,0.2,16.2
195902001,67.9,150,32,221,0,0,1,179,41,18.6,0.5,81,0,0,14.5
196901001,39.1,36,0,92,0,0,1,62,29,31.5,1.1,67.4,0,0,0
196901102,56,70,0,125,0,0,1,90,34,27.2,0.8,72,0,0,0
196902001,25.7,46,0,179,0,1,8,73,97,54.2,4.5,40.8,0,0.6,0
196902041,49.1,79,0,161,0,0,7,89,65,40.4,4.3,55.3,0,0,0
196902102,56.3,147,4,261,0,0,9,130,122,46.7,3.4,49.8,0,0,1.5
196903001,36.3,98,5,270,0,0,36,115,119,44.1,13.3,42.6,0,0,1.9
196903041,51.5,172,14,334,0,0,42,164,128,38.3,12.6,49.1,0,0,4.2
196903103,54.8,131,11,239,2,0,41,114,82,34.3,17.2,47.7,0.8,0,4.6
197902001,27.4,51,0,186,0,2,1,8,175,94.1,0.5,4.3,0,1.1,0
198901001,32,40,0,125,0,0,20,7,98,78.4,16,5.6,0,0,0
198901041,43.7,31,0,71,0,0,16,1,54,76.1,22.5,1.4,0,0,0
198901101,58.7,88,0,150,1,0,44,5,100,66.7,29.3,3.3,0.7,0,0
198902001,88.3,106,5,120,0,0,100,12,8,6.7,83.3,10,0,0,4.2
198902101,90.3,196,2,217,0,0,165,25,27,12.4,76,11.5,0,0,0.9
198903001,23.9,57,0,238,0,0,23,13,202,84.9,9.7,5.5,0,0,0
198903041,34.7,102,0,294,0,0,22,27,245,83.3,7.5,9.2,0,0,0
198903101,53.3,194,0,364,0,0,37,36,291,79.9,10.2,9.9,0,0,0
198905002,49.3,221,11,448,0,0,197,114,137,30.6,44,25.4,0,0,2.5
198905042,64.3,148,5,230,0,0,108,55,67,29.1,47,23.9,0,0,2.2
198905102,88.8,413,14,465,1,0,270,119,75,16.1,58.1,25.6,0.2,0,3
198905103,72.1,259,9,359,0,0,191,87,81,22.6,53.2,24.2,0,0,2.5
198906101,89.3,133,38,149,0,0,30,67,52,34.9,20.1,45,0,0,25.5
199901001,8.1,138,8,1703,6,16,57,109,1515,89,3.3,6.4,0.4,0.9,0.5
199901002,4.8,1,0,21,0,0,0,1,20,95.2,0,4.8,0,0,0
199901041,12.5,115,19,917,1,14,40,69,793,86.5,4.4,7.5,0.1,1.5,2.1
199901042,10.8,51,8,473,2,4,17,39,411,86.9,3.6,8.2,0.4,0.8,1.7
199901101,4.3,25,0,584,1,6,7,10,560,95.9,1.2,1.7,0.2,1,0
199901102,29,211,71,728,1,4,51,142,530,72.8,7,19.5,0.1,0.5,9.8
199901103,34,159,6,467,2,2,10,60,393,84.2,2.1,12.8,0.4,0.4,1.3
199901105,5.8,38,0,651,2,9,28,25,587,90.2,4.3,3.8,0.3,1.4,0
199901106,2.6,12,0,463,0,8,3,2,450,97.2,0.6,0.4,0,1.7,0
199902002,20.5,68,15,331,0,2,18,61,250,75.5,5.4,18.4,0,0.6,4.5
199902041,28.2,74,8,262,0,2,11,41,208,79.4,4.2,15.6,0,0.8,3.1
199902102,45.3,218,29,481,2,4,22,99,354,73.6,4.6,20.6,0.4,0.8,6
199902103,47.6,215,72,452,0,1,32,93,326,72.1,7.1,20.6,0,0.2,15.9
200901001,29.7,96,0,323,0,0,5,84,234,72.4,1.5,26,0,0,0
200901002,100,12,0,12,0,0,0,6,6,50,0,50,0,0,0
200901041,52.7,165,0,313,0,0,9,115,189,60.4,2.9,36.7,0,0,0
200901101,61,360,0,590,0,0,21,222,347,58.8,3.6,37.6,0,0,0
200902001,41.2,87,4,211,0,0,0,56,155,73.5,0,26.5,0,0,1.9
200902002,25,1,0,4,0,0,0,1,3,75,0,25,0,0,0
200902101,49,121,21,247,1,0,1,83,162,65.6,0.4,33.6,0.4,0,8.5
200902180,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0
200902190,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0
200902195,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0
200902200,0,0,0,2,0,0,0,1,1,50,0,50,0,0,0
200904001,41.4,103,9,249,1,0,2,95,151,60.6,0.8,38.2,0.4,0,3.6
200904002,90.5,19,0,21,0,0,1,14,6,28.6,4.8,66.7,0,0,0
200904041,53.3,73,7,137,0,0,0,63,74,54,0,46,0,0,5.1
200904101,67,317,37,473,0,2,11,214,246,52,2.3,45.2,0,0.4,7.8
200906101,81.1,73,0,90,0,0,2,21,67,74.4,2.2,23.3,0,0,0
201902001,34.2,362,14,1058,0,2,274,59,723,68.3,25.9,5.6,0,0.2,1.3
201902002,100,9,0,9,0,0,7,0,2,22.2,77.8,0,0,0,0
201902041,45.6,433,16,950,0,3,221,69,657,69.2,23.3,7.3,0,0.3,1.7
201902101,49.8,145,0,291,0,1,71,15,204,70.1,24.4,5.2,0,0.3,0
201902102,46.3,76,0,164,0,2,40,1,121,73.8,24.4,0.6,0,1.2,0
201902106,54.1,190,31,351,0,1,92,56,202,57.5,26.2,16,0,0.3,8.8
201902107,66.6,223,22,335,0,2,106,36,191,57,31.6,10.7,0,0.6,6.6
201902108,47.9,268,15,560,0,4,134,38,384,68.6,23.9,6.8,0,0.7,2.7
201903001,85.5,242,11,283,0,1,181,38,63,22.3,64,13.4,0,0.4,3.9
201904001,65,147,2,226,0,0,37,13,176,77.9,16.4,5.8,0,0,0.9
201907001,44.9,75,0,167,0,0,64,0,103,61.7,38.3,0,0,0,0
201907101,42.6,78,0,183,0,0,47,3,133,72.7,25.7,1.6,0,0,0
201908001,24.9,54,0,217,2,0,33,3,179,82.5,15.2,1.4,0.9,0,0
201908101,49.4,122,2,247,1,2,28,6,210,85,11.3,2.4,0.4,0.8,0.8
201910002,29.6,116,0,392,1,0,95,48,248,63.3,24.2,12.2,0.3,0,0
201910041,36.2,81,6,224,1,0,55,31,137,61.2,24.6,13.8,0.4,0,2.7
201910102,44.8,120,7,268,0,0,60,39,169,63.1,22.4,14.6,0,0,2.6
201910104,57.5,199,35,346,0,0,83,58,205,59.2,24,16.8,0,0,10.1
201913001,47.6,217,37,456,4,1,62,53,336,73.7,13.6,11.6,0.9,0.2,8.1
201914001,34.2,103,2,301,1,0,73,23,204,67.8,24.3,7.6,0.3,0,0.7
201914041,52.7,77,3,146,0,0,36,9,101,69.2,24.7,6.2,0,0,2.1
201914101,73.2,199,8,272,0,0,85,32,155,57,31.3,11.8,0,0,2.9
201914104,56.2,155,2,276,0,0,36,7,233,84.4,13,2.5,0,0,0.7
202903001,30.7,122,0,398,0,0,71,5,322,80.9,17.8,1.3,0,0,0
202903101,52.5,304,0,579,0,0,117,17,445,76.9,20.2,2.9,0,0,0
202905002,41.2,121,0,294,1,1,45,3,244,83,15.3,1,0.3,0.3,0
202905102,54.6,191,0,350,0,0,42,2,306,87.4,12,0.6,0,0,0
203901002,51.8,162,0,313,0,0,167,6,140,44.7,53.4,1.9,0,0,0
203901003,87.5,7,0,8,0,0,6,0,2,25,75,0,0,0,0
203901101,59.5,204,0,343,0,0,198,9,136,39.7,57.7,2.6,0,0,0
203901102,73.1,361,6,494,0,0,269,22,203,41.1,54.5,4.5,0,0,1.2
203902001,60.1,110,0,183,1,0,19,3,160,87.4,10.4,1.6,0.5,0,0
203902101,77.1,192,0,249,0,0,20,8,221,88.8,8,3.2,0,0,0
204901001,43.9,218,1,497,0,0,180,14,303,61,36.2,2.8,0,0,0.2
204901041,55.4,232,2,419,0,0,143,11,265,63.2,34.1,2.6,0,0,0.5
204901102,65.6,296,8,451,3,0,135,19,294,65.2,29.9,4.2,0.7,0,1.8
204901103,65.5,269,6,411,1,0,128,17,265,64.5,31.1,4.1,0.2,0,1.5
204904001,26.4,112,4,424,0,1,45,17,361,85.1,10.6,4,0,0.2,0.9
204904041,50.8,269,14,530,0,1,60,35,434,81.9,11.3,6.6,0,0.2,2.6
204904101,64.7,449,24,694,2,2,84,52,554,79.8,12.1,7.5,0.3,0.3,3.5
205901001,48.2,262,12,544,1,5,25,232,281,51.7,4.6,42.6,0.2,0.9,2.2
205901041,61.9,348,0,562,2,3,29,269,259,46.1,5.2,47.9,0.4,0.5,0
205901101,71.1,392,34,551,1,2,26,245,277,50.3,4.7,44.5,0.2,0.4,6.2
205901102,69.9,288,23,412,2,1,17,180,212,51.5,4.1,43.7,0.5,0.2,5.6
205901103,67.5,106,3,157,0,0,7,62,88,56.1,4.5,39.5,0,0,1.9
205902001,18.1,223,8,1232,2,15,15,473,727,59,1.2,38.4,0.2,1.2,0.6
205902041,30.4,218,9,716,2,6,9,290,409,57.1,1.3,40.5,0.3,0.8,1.3
205902101,85.9,292,51,340,0,0,2,304,34,10,0.6,89.4,0,0,15
205902102,48.3,238,9,493,1,4,13,191,284,57.6,2.6,38.7,0.2,0.8,1.8
205902103,13.4,50,0,374,2,2,8,52,310,82.9,2.1,13.9,0.5,0.5,0
205902104,20.3,81,0,399,1,6,5,89,298,74.7,1.3,22.3,0.3,1.5,0
205902105,30.8,206,8,669,0,9,9,255,396,59.2,1.3,38.1,0,1.3,1.2
205903001,28.4,119,2,419,3,5,3,131,277,66.1,0.7,31.3,0.7,1.2,0.5
205903042,43.8,128,2,292,0,4,11,105,172,58.9,3.8,36,0,1.4,0.7
205903102,56.2,355,24,632,0,8,24,211,389,61.6,3.8,33.4,0,1.3,3.8
205903103,52.8,234,14,443,2,10,10,135,286,64.6,2.3,30.5,0.5,2.3,3.2
205904001,59,305,53,517,0,2,9,424,82,15.9,1.7,82,0,0.4,10.3
205904041,70.7,265,29,375,1,0,3,303,68,18.1,0.8,80.8,0.3,0,7.7
205904101,85.4,643,23,753,0,0,3,652,98,13,0.4,86.6,0,0,3.1
205904102,80,445,42,556,0,0,7,461,88,15.8,1.3,82.9,0,0,7.6
205905001,56,192,8,343,0,0,1,253,89,25.9,0.3,73.8,0,0,2.3
205905041,61.2,180,14,294,0,0,0,209,85,28.9,0,71.1,0,0,4.8
205905101,69.9,420,53,601,0,3,0,445,153,25.5,0,74,0,0.5,8.8
205906001,45.6,290,7,636,0,0,28,454,154,24.2,4.4,71.4,0,0,1.1
205906002,8.3,1,0,12,0,0,0,9,3,25,0,75,0,0,0
205906041,60.1,218,6,363,0,2,5,280,76,20.9,1.4,77.1,0,0.6,1.7
205906101,65.5,209,7,319,0,1,6,248,64,20.1,1.9,77.7,0,0.3,2.2
205906102,68.8,247,10,359,3,2,5,281,68,18.9,1.4,78.3,0.8,0.6,2.8
205906103,73.7,390,16,529,2,1,7,428,91,17.2,1.3,80.9,0.4,0.2,3
205907001,57.4,230,3,401,1,1,12,323,64,16,3,80.5,0.2,0.2,0.7
205907002,0,0,0,28,0,0,3,17,8,28.6,10.7,60.7,0,0,0
205907041,78.2,284,10,363,0,1,10,305,47,12.9,2.8,84,0,0.3,2.8
205907101,79.9,259,10,324,0,0,14,273,37,11.4,4.3,84.3,0,0,3.1
205907103,86.1,322,13,374,0,0,12,325,37,9.9,3.2,86.9,0,0,3.5
206901001,33.6,78,6,232,0,0,0,61,171,73.7,0,26.3,0,0,2.6
206901002,0,0,1,3,0,0,0,2,1,33.3,0,66.7,0,0,33.3
206901041,56.3,81,12,144,0,0,0,49,95,66,0,34,0,0,8.3
206901101,64.2,217,21,338,1,0,4,123,210,62.1,1.2,36.4,0.3,0,6.2
206901102,56.6,60,4,106,0,0,0,35,71,67,0,33,0,0,3.8
206902001,52.9,99,3,187,0,0,0,31,156,83.4,0,16.6,0,0,1.6
206903001,66.3,61,2,92,1,0,5,14,72,78.3,5.4,15.2,1.1,0,2.2
206903101,70,56,6,80,1,0,2,19,58,72.5,2.5,23.8,1.3,0,7.5
207901001,34.8,72,5,207,0,0,1,87,119,57.5,0.5,42,0,0,2.4
207901041,46.8,117,8,250,0,0,3,129,118,47.2,1.2,51.6,0,0,3.2
207901101,59,184,63,312,0,0,3,195,114,36.5,1,62.5,0,0,20.2
208901001,46.9,76,0,162,0,0,0,57,105,64.8,0,35.2,0,0,0
208902001,22.9,220,11,962,0,3,46,279,634,65.9,4.8,29,0,0.3,1.1
208902002,34.1,15,0,44,0,0,3,27,14,31.8,6.8,61.4,0,0,0
208902041,41.5,231,12,556,2,2,28,195,329,59.2,5,35.1,0.4,0.4,2.2
208902101,66.1,216,54,327,1,1,14,175,136,41.6,4.3,53.5,0.3,0.3,16.5
208902102,52.4,173,6,330,2,0,14,129,185,56.1,4.2,39.1,0.6,0,1.8
208902105,56.4,224,7,397,3,3,21,183,187,47.1,5.3,46.1,0.8,0.8,1.8
208902106,55.2,201,9,364,2,0,18,126,218,59.9,4.9,34.6,0.5,0,2.5
208902107,39.2,164,4,418,1,0,12,130,275,65.8,2.9,31.1,0.2,0,1
208903001,12.6,23,0,183,0,0,0,22,161,88,0,12,0,0,0
209901001,28,72,0,257,1,0,0,30,226,87.9,0,11.7,0.4,0,0
209901101,39.1,126,13,322,0,3,3,44,272,84.5,0.9,13.7,0,0.9,4
209902001,72.2,70,0,97,0,0,0,12,85,87.6,0,12.4,0,0,0
210901001,22.5,141,27,627,0,3,170,43,411,65.6,27.1,6.9,0,0.5,4.3
210901041,37.8,141,12,373,0,2,99,21,251,67.3,26.5,5.6,0,0.5,3.2
210901101,53,175,25,330,1,1,93,33,202,61.2,28.2,10,0.3,0.3,7.6
210901102,53.4,171,17,320,1,1,104,29,185,57.8,32.5,9.1,0.3,0.3,5.3
210901104,70.3,505,87,718,2,1,212,106,397,55.3,29.5,14.8,0.3,0.1,12.1
210902001,29.4,87,0,296,0,0,12,1,283,95.6,4.1,0.3,0,0,0
210902102,51.8,184,2,355,0,0,41,2,312,87.9,11.5,0.6,0,0,0.6
210903002,51.6,374,13,725,0,0,240,21,464,64,33.1,2.9,0,0,1.8
210904001,59,92,3,156,0,0,73,5,78,50,46.8,3.2,0,0,1.9
210904101,63.9,138,16,216,1,0,69,33,113,52.3,31.9,15.3,0.5,0,7.4
210905001,31.6,55,3,174,0,0,48,6,120,69,27.6,3.4,0,0,1.7
210905101,60.5,265,14,438,1,1,154,20,262,59.8,35.2,4.6,0.2,0.2,3.2
210905102,89.6,43,0,48,0,0,28,1,19,39.6,58.3,2.1,0,0,0
210906101,63.5,47,0,74,0,0,0,0,74,100,0,0,0,0,0
211901101,42.2,130,26,308,0,0,0,57,251,81.5,0,18.5,0,0,8.4
211902001,28.4,44,7,155,0,0,0,45,110,71,0,29,0,0,4.5
211902041,48.6,90,8,185,1,0,0,68,116,62.7,0,36.8,0.5,0,4.3
211902102,46,87,33,189,0,0,1,64,124,65.6,0.5,33.9,0,0,17.5
212901001,39.7,98,0,247,0,0,81,4,162,65.6,32.8,1.6,0,0,0
212901041,50.2,107,0,213,0,1,60,6,146,68.5,28.2,2.8,0,0.5,0
212901101,52.6,189,4,359,0,5,97,8,249,69.4,27,2.2,0,1.4,1.1
212902001,1.9,6,0,320,1,2,20,7,290,90.6,6.3,2.2,0.3,0.6,0
212902041,21.4,58,0,271,1,0,15,10,245,90.4,5.5,3.7,0.4,0,0
212902101,40.1,234,7,583,5,2,41,14,521,89.4,7,2.4,0.9,0.3,1.2
212903001,10.4,77,0,737,2,8,61,22,644,87.4,8.3,3,0.3,1.1,0
212903041,19.7,74,2,376,1,2,31,11,331,88,8.2,2.9,0.3,0.5,0.5
212903101,55.7,243,12,436,6,7,53,14,356,81.7,12.2,3.2,1.4,1.6,2.8
212903102,36.4,127,7,349,3,2,31,13,300,86,8.9,3.7,0.9,0.6,2
212903103,26.9,158,0,587,2,3,44,17,521,88.8,7.5,2.9,0.3,0.5,0
212904002,36,94,3,261,0,0,55,18,188,72,21.1,6.9,0,0,1.1
212904041,51.9,108,1,208,0,0,39,10,159,76.4,18.8,4.8,0,0,0.5
212904102,52.9,237,2,448,0,0,86,18,344,76.8,19.2,4,0,0,0.4
212905001,12.2,284,8,2321,1,28,399,119,1774,76.4,17.2,5.1,0,1.2,0.3
212905003,42.2,757,100,1793,1,6,1006,412,368,20.5,56.1,23,0.1,0.3,5.6
212905005,50.6,42,0,83,0,0,50,20,13,15.7,60.2,24.1,0,0,0
212905007,12.1,13,0,107,1,0,27,17,62,57.9,25.2,15.9,0.9,0,0
212905041,59.1,362,1,613,0,0,484,90,39,6.4,79,14.7,0,0,0.2
212905042,82,378,36,461,1,0,197,212,51,11.1,42.7,46,0.2,0,7.8
212905043,58.5,254,37,434,0,2,148,131,153,35.3,34.1,30.2,0,0.5,8.5
212905044,13,144,7,1111,1,17,138,45,910,81.9,12.4,4.1,0.1,1.5,0.6
212905045,38.8,236,26,609,0,3,109,148,349,57.3,17.9,24.3,0,0.5,4.3
212905047,52.3,295,1,564,0,4,325,41,194,34.4,57.6,7.3,0,0.7,0.2
212905101,87.9,427,232,486,1,1,198,279,7,1.4,40.7,57.4,0.2,0.2,47.7
212905102,29.4,102,0,347,0,0,57,51,239,68.9,16.4,14.7,0,0,0
212905103,40.1,136,3,339,1,3,149,25,161,47.5,44,7.4,0.3,0.9,0.9
212905104,91.9,602,391,655,0,2,105,471,77,11.8,16,71.9,0,0.3,59.7
212905105,25,1,0,4,0,0,1,0,3,75,25,0,0,0,0
212905106,29,119,3,411,0,2,65,41,303,73.7,15.8,10,0,0.5,0.7
212905107,30.7,161,1,525,1,1,151,40,332,63.2,28.8,7.6,0.2,0.2,0.2
212905108,86.9,578,387,665,1,2,108,495,59,8.9,16.2,74.4,0.2,0.3,58.2
212905109,17.6,151,1,859,2,9,63,24,761,88.6,7.3,2.8,0.2,1,0.1
212905110,62.1,197,8,317,0,0,164,59,94,29.7,51.7,18.6,0,0,2.5
212905111,75.8,397,7,524,0,2,391,59,72,13.7,74.6,11.3,0,0.4,1.3
212905112,80,252,8,315,0,1,226,49,39,12.4,71.7,15.6,0,0.3,2.5
212905114,58.7,261,5,445,0,0,315,60,70,15.7,70.8,13.5,0,0,1.1
212905115,83.2,277,3,333,0,0,296,25,12,3.6,88.9,7.5,0,0,0.9
212905116,80.2,462,14,576,0,2,457,101,16,2.8,79.3,17.5,0,0.3,2.4
212905117,11.6,94,0,810,1,26,98,16,669,82.6,12.1,2,0.1,3.2,0
212905118,56.6,43,0,76,0,0,27,11,38,50,35.5,14.5,0,0,0
212905119,24.8,186,1,751,5,13,187,21,525,69.9,24.9,2.8,0.7,1.7,0.1
212906001,6.4,62,3,975,3,11,69,22,870,89.2,7.1,2.3,0.3,1.1,0.3
212906041,15,90,1,601,3,5,56,13,524,87.2,9.3,2.2,0.5,0.8,0.2
212906101,35.4,226,12,638,0,3,60,24,551,86.4,9.4,3.8,0,0.5,1.9
212906102,21.9,120,1,547,0,7,49,11,480,87.8,9,2,0,1.3,0.2
212906103,23.3,198,3,848,1,7,80,26,734,86.6,9.4,3.1,0.1,0.8,0.4
212909001,20.5,180,6,878,5,6,256,62,549,62.5,29.2,7.1,0.6,0.7,0.7
212909002,44.8,13,0,29,0,0,6,2,21,72.4,20.7,6.9,0,0,0
212909042,35.4,286,8,807,5,0,191,68,543,67.3,23.7,8.4,0.6,0,1
212909101,41.6,208,13,500,2,4,75,25,394,78.8,15,5,0.4,0.8,2.6
212909102,73.4,232,38,316,0,0,149,64,103,32.6,47.2,20.3,0,0,12
212909103,47.4,362,36,764,5,2,213,72,472,61.8,27.9,9.4,0.7,0.3,4.7
212910001,28,75,0,268,0,0,63,6,199,74.3,23.5,2.2,0,0,0
212910041,34.8,77,0,221,0,0,51,7,163,73.8,23.1,3.2,0,0,0
212910101,49,204,6,416,1,2,78,23,312,75,18.8,5.5,0.2,0.5,1.4
213901001,24.7,109,4,442,2,2,0,60,378,85.5,0,13.6,0.5,0.5,0.9
213901041,32.1,69,1,215,1,0,0,30,184,85.6,0,14,0.5,0,0.5
213901101,52.1,251,43,482,7,1,1,94,379,78.6,0.2,19.5,1.5,0.2,8.9
213901102,38.2,135,16,353,0,0,2,63,288,81.6,0.6,17.8,0,0,4.5
214901001,85,1723,498,2026,0,1,0,2014,11,0.5,0,99.4,0,0,24.6
214901002,88.6,31,2,35,0,0,0,35,0,0,0,100,0,0,5.7
214901041,94.7,503,256,531,0,0,1,528,2,0.4,0.2,99.4,0,0,48.2
214901042,87,790,306,908,0,2,0,903,3,0.3,0,99.4,0,0.2,33.7
214901043,91.6,394,182,430,0,0,0,427,3,0.7,0,99.3,0,0,42.3
214901102,98.1,829,526,845,0,0,0,842,3,0.4,0,99.6,0,0,62.2
214901103,95.1,332,284,349,0,0,0,349,0,0,0,100,0,0,81.4
214901104,97.3,511,352,525,0,0,0,525,0,0,0,100,0,0,67
214901105,97.7,720,556,737,0,0,0,737,0,0,0,100,0,0,75.4
214901107,91.7,780,506,851,0,3,0,843,5,0.6,0,99.1,0,0.4,59.5
214901108,95.3,674,426,707,0,1,0,704,2,0.3,0,99.6,0,0.1,60.3
214902001,79,263,104,333,0,0,0,325,8,2.4,0,97.6,0,0,31.2
214903001,90.5,1362,261,1505,0,0,2,1496,7,0.5,0.1,99.4,0,0,17.3
214903002,85,51,0,60,0,0,0,60,0,0,0,100,0,0,0
214903003,0,0,0,21,0,0,0,21,0,0,0,100,0,0,0
214903041,93.9,1263,641,1345,0,0,0,1341,4,0.3,0,99.7,0,0,47.7
214903102,100,439,208,439,0,0,0,438,1,0.2,0,99.8,0,0,47.4
214903103,84,450,464,536,0,0,1,534,1,0.2,0.2,99.6,0,0,86.6
214903104,85.9,770,709,896,0,0,0,895,1,0.1,0,99.9,0,0,79.1
214903105,90.3,473,443,524,0,0,0,524,0,0,0,100,0,0,84.5
214903106,90.5,535,489,591,0,0,0,591,0,0,0,100,0,0,82.7
215901001,21.7,115,5,529,2,7,16,79,425,80.3,3,14.9,0.4,1.3,0.9
215901002,12.5,1,0,8,0,0,1,1,6,75,12.5,12.5,0,0,0
215901041,40,138,4,345,1,1,10,62,271,78.6,2.9,18,0.3,0.3,1.2
215901101,50.9,198,44,389,5,2,14,93,275,70.7,3.6,23.9,1.3,0.5,11.3
215901102,49.1,140,15,285,0,1,6,55,223,78.2,2.1,19.3,0,0.4,5.3
215901103,45.7,214,14,468,2,3,7,100,356,76.1,1.5,21.4,0.4,0.6,3
216901001,31.4,116,5,370,0,0,1,124,245,66.2,0.3,33.5,0,0,1.4
216901195,0,0,0,2,0,0,0,2,0,0,0,100,0,0,0
