CAMPUS,CPETECOP,CPETECOC,CPETBILC,CPETALLC,CPETINDC,CPETPACC,CPETBLAC,CPETHISC,CPETWHIC,CPETWHIP,CPETBLAP,CPETHISP,CPETINDP,CPETPACP,CPETBILP
123914102,25.9,44,1,170,0,2,16,8,144,84.7,9.4,4.7,0,1.2,0.6
124901001,57.3,208,1,363,0,0,0,343,20,5.5,0,94.5,0,0,0.3
124901041,71.1,224,3,315,1,0,0,300,14,4.4,0,95.2,0.3,0,1
124901101,78.8,490,117,622,2,0,1,591,28,4.5,0.2,95,0.3,0,18.8
125901001,39.8,461,23,1159,1,3,5,907,243,21,0.4,78.3,0.1,0.3,2
125901041,51.5,274,26,532,0,4,2,400,126,23.7,0.4,75.2,0,0.8,4.9
125901042,78.8,341,18,433,0,1,3,384,45,10.4,0.7,88.7,0,0.2,4.2
125901043,53.9,528,33,979,1,3,16,774,185,18.9,1.6,79.1,0.1,0.3,3.4
125901101,52.3,193,11,369,0,1,0,240,128,34.7,0,65,0,0.3,3
125901102,88.5,170,26,192,0,0,1,186,5,2.6,0.5,96.9,0,0,13.5
125901103,86.4,348,52,403,0,0,1,366,36,8.9,0.2,90.8,0,0,12.9
125901104,82.5,392,34,475,0,2,1,418,54,11.4,0.2,88,0,0.4,7.2
125901105,90.3,372,52,412,0,0,11,387,14,3.4,2.7,93.9,0,0,12.6
125901106,79.3,311,17,392,1,0,0,376,15,3.8,0,95.9,0.3,0,4.3
125901107,56.9,349,34,613,0,7,2,458,146,23.8,0.3,74.7,0,1.1,5.5
125902001,60,90,8,150,0,1,0,136,13,8.7,0,90.7,0,0.7,5.3
125902041,65.7,115,25,175,0,0,0,165,10,5.7,0,94.3,0,0,14.3
125902101,66.2,133,45,201,0,0,0,188,13,6.5,0,93.5,0,0,22.4
125903001,45.8,173,0,378,0,0,0,209,169,44.7,0,55.3,0,0,0
125903041,58.2,189,1,325,1,0,2,193,129,39.7,0.6,59.4,0.3,0,0.3
125903101,73.1,312,38,427,1,0,2,272,152,35.6,0.5,63.7,0.2,0,8.9
125903102,62.1,128,4,206,0,0,0,122,84,40.8,0,59.2,0,0,1.9
125905001,46.2,123,13,266,0,2,0,223,41,15.4,0,83.8,0,0.8,4.9
125905041,40.7,105,15,258,0,0,0,224,34,13.2,0,86.8,0,0,5.8
125905101,77.5,248,33,320,0,0,0,284,36,11.3,0,88.8,0,0,10.3
125905102,74.3,130,29,175,0,0,0,159,16,9.1,0,90.9,0,0,16.6
125906101,50.6,43,0,85,0,0,0,61,24,28.2,0,71.8,0,0,0
126901001,18.4,132,2,718,3,2,20,65,628,87.5,2.8,9.1,0.4,0.3,0.3
126901041,39.8,254,4,638,6,0,37,70,525,82.3,5.8,11,0.9,0,0.6
126901101,53.2,287,15,539,2,1,29,65,442,82,5.4,12.1,0.4,0.2,2.8
126901102,59.7,338,37,566,2,0,33,93,438,77.4,5.8,16.4,0.4,0,6.5
126901103,42.6,75,0,176,2,0,3,11,160,90.9,1.7,6.3,1.1,0,0
126902001,13.9,223,4,1610,4,15,13,89,1489,92.5,0.8,5.5,0.2,0.9,0.2
126902041,21.9,255,3,1165,1,3,8,47,1106,94.9,0.7,4,0.1,0.3,0.3
126902101,18.7,106,0,567,2,0,1,11,553,97.5,0.2,1.9,0.4,0,0
126902102,33.2,182,0,548,0,2,5,30,511,93.2,0.9,5.5,0,0.4,0
126902103,37.6,254,14,676,5,4,1,41,625,92.5,0.1,6.1,0.7,0.6,2.1
126902104,33.8,194,0,574,0,3,7,22,542,94.4,1.2,3.8,0,0.5,0
126902105,22.3,159,0,713,0,5,5,29,674,94.5,0.7,4.1,0,0.7,0
126903001,24.3,353,18,1451,5,6,96,186,1158,79.8,6.6,12.8,0.3,0.4,1.2
126903002,24.7,20,0,81,0,0,5,15,61,75.3,6.2,18.5,0,0,0
126903003,11.1,1,0,9,0,0,0,2,7,77.8,0,22.2,0,0,0
126903041,47.5,438,40,923,3,7,46,160,707,76.6,5,17.3,0.3,0.8,4.3
126903101,57.4,171,25,298,0,0,8,57,233,78.2,2.7,19.1,0,0,8.4
126903102,35.1,176,22,502,1,0,49,42,410,81.7,9.8,8.4,0.2,0,4.4
126903103,52.1,266,20,511,2,3,24,66,416,81.4,4.7,12.9,0.4,0.6,3.9
126903104,78.9,251,77,318,0,0,14,136,168,52.8,4.4,42.8,0,0,24.2
126903105,64,137,22,214,1,1,14,63,135,63.1,6.5,29.4,0.5,0.5,10.3
126903106,58.1,294,69,506,4,14,32,119,337,66.6,6.3,23.5,0.8,2.8,13.6
126903107,43.8,187,23,427,0,1,20,85,321,75.2,4.7,19.9,0,0.2,5.4
126903108,34.4,151,44,439,2,2,21,71,343,78.1,4.8,16.2,0.5,0.5,10
126903109,0,0,0,32,0,0,13,2,17,53.1,40.6,6.3,0,0,0
126903110,88.9,8,0,9,0,0,0,1,8,88.9,0,11.1,0,0,0
126904001,22.3,58,1,260,1,0,15,20,224,86.2,5.8,7.7,0.4,0,0.4
126904041,33.6,74,0,220,0,0,10,17,193,87.7,4.5,7.7,0,0,0
126904101,33.4,148,2,443,0,0,16,37,390,88,3.6,8.4,0,0,0.5
126905001,20.8,191,9,918,3,1,6,63,845,92,0.7,6.9,0.3,0.1,1
126905002,2.3,1,0,43,0,1,0,2,40,93,0,4.7,0,2.3,0
126905041,29.3,245,1,837,4,1,4,52,776,92.7,0.5,6.2,0.5,0.1,0.1
126905101,47.3,454,17,959,1,0,4,70,884,92.2,0.4,7.3,0.1,0,1.8
126905103,42.4,363,14,857,0,3,8,58,788,91.9,0.9,6.8,0,0.4,1.6
126906001,56.5,91,16,161,0,9,20,58,74,46,12.4,36,0,5.6,9.9
126906002,50,3,0,6,1,0,1,1,3,50,16.7,16.7,16.7,0,0
126906041,63.9,62,10,97,0,4,11,34,48,49.5,11.3,35.1,0,4.1,10.3
126906101,76.1,251,50,330,1,18,44,100,167,50.6,13.3,30.3,0.3,5.5,15.2
126906102,100,120,0,120,0,0,42,11,67,55.8,35,9.2,0,0,0
126907001,20.8,45,0,216,0,0,0,9,207,95.8,0,4.2,0,0,0
126907041,24.6,44,0,179,0,0,0,8,171,95.5,0,4.5,0,0,0
126907101,31.6,133,0,421,0,0,1,16,404,96,0.2,3.8,0,0,0
126908001,58,145,8,250,0,15,0,53,182,72.8,0,21.2,0,6,3.2
126908041,57.3,196,20,342,5,23,1,56,257,75.1,0.3,16.4,1.5,6.7,5.8
126908101,71.9,358,58,498,2,22,2,112,360,72.3,0.4,22.5,0.4,4.4,11.6
126911001,24,53,2,221,0,0,1,17,203,91.9,0.5,7.7,0,0,0.9
126911041,30.4,62,4,204,1,1,3,13,186,91.2,1.5,6.4,0.5,0.5,2
126911101,47.6,176,14,370,4,0,1,29,336,90.8,0.3,7.8,1.1,0,3.8
127901001,47.6,98,4,206,0,0,6,75,125,60.7,2.9,36.4,0,0,1.9
127901002,0,0,0,8,0,0,0,1,7,87.5,0,12.5,0,0,0
127901041,61.1,118,13,193,0,0,0,77,116,60.1,0,39.9,0,0,6.7
127901101,70.5,279,14,396,0,0,9,133,254,64.1,2.3,33.6,0,0,3.5
127903001,44.1,89,2,202,1,2,19,48,132,65.3,9.4,23.8,0.5,1,1
127903041,48.1,75,1,156,0,1,18,25,112,71.8,11.5,16,0,0.6,0.6
127903102,67.8,204,26,301,0,1,35,79,186,61.8,11.6,26.2,0,0.3,8.6
127904001,32.1,118,0,368,0,0,2,25,341,92.7,0.5,6.8,0,0,0
127904101,49.1,215,0,438,0,2,1,21,414,94.5,0.2,4.8,0,0.5,0
127905001,37.7,20,0,53,0,0,0,6,47,88.7,0,11.3,0,0,0
127905101,45.2,52,0,115,1,0,0,5,109,94.8,0,4.3,0.9,0,0
127906001,42.9,153,1,357,2,0,40,104,211,59.1,11.2,29.1,0.6,0,0.3
127906002,100,6,0,6,0,0,2,3,1,16.7,33.3,50,0,0,0
127906101,67.5,189,20,280,0,0,41,92,147,52.5,14.6,32.9,0,0,7.1
127906102,65.8,131,7,199,0,0,26,70,103,51.8,13.1,35.2,0,0,3.5
128901001,49.5,136,11,275,0,0,7,151,117,42.5,2.5,54.9,0,0,4
128901041,60.1,170,16,283,0,0,11,175,97,34.3,3.9,61.8,0,0,5.7
128901105,63.3,347,32,548,0,0,30,309,209,38.1,5.5,56.4,0,0,5.8
128902001,60.7,195,4,321,0,3,8,230,80,24.9,2.5,71.7,0,0.9,1.2
128902002,92.9,26,0,28,0,0,0,27,1,3.6,0,96.4,0,0,0
128902041,67.8,181,2,267,0,0,6,194,67,25.1,2.2,72.7,0,0,0.7
128902104,74.7,414,21,554,0,3,18,408,125,22.6,3.2,73.6,0,0.5,3.8
128903001,77.9,95,11,122,0,0,3,88,31,25.4,2.5,72.1,0,0,9
128903101,83.9,161,12,192,1,0,1,155,35,18.2,0.5,80.7,0.5,0,6.3
128904001,24.2,40,0,165,0,0,0,26,139,84.2,0,15.8,0,0,0
128904101,27.9,48,1,172,0,0,0,22,150,87.2,0,12.8,0,0,0.6
129901001,10.9,43,9,396,1,0,22,15,358,90.4,5.6,3.8,0.3,0,2.3
129901041,16.1,39,0,242,0,0,13,7,222,91.7,5.4,2.9,0,0,0
129901101,25,112,18,448,0,0,26,23,399,89.1,5.8,5.1,0,0,4
129901102,18.8,72,7,383,0,1,24,23,335,87.5,6.3,6,0,0.3,1.8
129902001,6.6,37,5,560,1,3,23,26,507,90.5,4.1,4.6,0.2,0.5,0.9
129902041,11,53,6,481,2,2,24,21,432,89.8,5,4.4,0.4,0.4,1.2
129902101,13.7,66,11,483,1,4,24,25,429,88.8,5,5.2,0.2,0.8,2.3
129902102,24.9,122,16,489,1,0,34,40,414,84.7,7,8.2,0.2,0,3.3
129903001,24.6,182,10,740,1,1,55,120,563,76.1,7.4,16.2,0.1,0.1,1.4
129903002,50,8,1,16,0,0,0,4,12,75,0,25,0,0,6.3
129903041,35.7,177,11,496,0,0,57,108,331,66.7,11.5,21.8,0,0,2.2
129903101,42.9,274,32,639,0,2,58,130,449,70.3,9.1,20.3,0,0.3,5
129903102,40.6,183,14,451,1,1,45,94,310,68.7,10,20.8,0.2,0.2,3.1
129903103,53.9,295,46,547,0,1,55,127,364,66.5,10.1,23.2,0,0.2,8.4
129904001,23.9,113,1,473,1,0,14,27,431,91.1,3,5.7,0.2,0,0.2
129904041,33.5,88,2,263,0,0,7,14,242,92,2.7,5.3,0,0,0.8
129904101,48.8,249,6,510,5,2,22,17,464,91,4.3,3.3,1,0.4,1.2
129904102,43.1,156,4,362,2,1,17,19,323,89.2,4.7,5.2,0.6,0.3,1.1
129905001,19.8,140,9,706,1,3,17,22,663,93.9,2.4,3.1,0.1,0.4,1.3
129905041,34.1,156,2,457,4,1,10,11,431,94.3,2.2,2.4,0.9,0.2,0.4
129905101,66.2,475,6,718,1,1,17,29,670,93.3,2.4,4,0.1,0.1,0.8
129905102,44.6,398,12,892,6,1,25,41,819,91.8,2.8,4.6,0.7,0.1,1.3
129906002,36.6,343,24,937,1,15,285,103,533,56.9,30.4,11,0.1,1.6,2.6
129906003,34.3,12,0,35,0,0,11,6,18,51.4,31.4,17.1,0,0,0
129906041,47.5,286,15,602,2,8,208,71,313,52,34.6,11.8,0.3,1.3,2.5
129906101,60,340,37,567,0,6,213,75,273,48.1,37.6,13.2,0,1.1,6.5
129906102,58.3,186,6,319,0,3,119,28,169,53,37.3,8.8,0,0.9,1.9
129906103,62,325,48,524,1,5,195,76,247,47.1,37.2,14.5,0.2,1,9.2
129906104,0,0,0,46,0,0,1,1,44,95.7,2.2,2.2,0,0,0
129906105,95.3,205,16,215,0,0,125,34,56,26,58.1,15.8,0,0,7.4
129906106,55.9,332,19,594,1,4,207,80,302,50.8,34.8,13.5,0.2,0.7,3.2
129910001,17.2,42,0,244,2,0,13,7,222,91,5.3,2.9,0.8,0,0
129910041,16.6,29,0,175,0,0,9,11,155,88.6,5.1,6.3,0,0,0
129910101,25.3,74,0,292,0,0,19,11,262,89.7,6.5,3.8,0,0,0
130901001,11.8,127,10,1077,3,3,5,149,917,85.1,0.5,13.8,0.3,0.3,0.9
130901041,17.7,121,29,685,0,1,7,121,556,81.2,1,17.7,0,0.1,4.2
130901101,24.7,203,33,822,0,4,6,165,647,78.7,0.7,20.1,0,0.5,4
130901102,27.8,181,29,652,0,1,1,144,506,77.6,0.2,22.1,0,0.2,4.4
130901103,9.8,70,24,711,0,4,2,104,601,84.5,0.3,14.6,0,0.6,3.4
130902001,34.2,88,12,257,0,1,4,88,164,63.8,1.6,34.2,0,0.4,4.7
130902041,51.8,144,14,278,0,0,2,110,166,59.7,0.7,39.6,0,0,5
130902101,64.8,247,66,381,0,0,0,187,194,50.9,0,49.1,0,0,17.3
131001103,18,9,6,50,0,0,0,47,3,6,0,94,0,0,12
132902001,35.9,33,0,92,1,0,3,13,75,81.5,3.3,14.1,1.1,0,0
132902101,50.5,52,4,103,0,0,3,18,82,79.6,2.9,17.5,0,0,3.9
133901001,47.3,130,0,275,2,0,4,58,211,76.7,1.5,21.1,0.7,0,0
133901002,50,4,0,8,0,0,1,2,5,62.5,12.5,25,0,0,0
133901101,63.6,224,21,352,1,0,2,74,275,78.1,0.6,21,0.3,0,6
133902101,44.4,63,26,142,1,1,0,42,98,69,0,29.6,0.7,0.7,18.3
133903001,25.1,301,10,1200,1,15,46,329,809,67.4,3.8,27.4,0.1,1.3,0.8
133903041,37.8,256,13,677,2,5,10,211,449,66.3,1.5,31.2,0.3,0.7,1.9
133903101,61.6,399,77,648,2,6,13,282,345,53.2,2,43.5,0.3,0.9,11.9
133903102,56.6,381,21,673,2,6,31,215,419,62.3,4.6,31.9,0.3,0.9,3.1
133903103,62.9,374,1,595,1,2,30,180,382,64.2,5,30.3,0.2,0.3,0.2
133903104,53.1,414,15,780,2,3,31,265,479,61.4,4,34,0.3,0.4,1.9
133903105,4,2,0,50,0,0,0,7,43,86,0,14,0,0,0
133903106,0,0,0,14,0,0,2,4,8,57.1,14.3,28.6,0,0,0
133904001,29.1,100,10,344,0,1,3,59,281,81.7,0.9,17.2,0,0.3,2.9
133904041,45,153,8,340,2,1,9,49,279,82.1,2.6,14.4,0.6,0.3,2.4
133904101,58.6,325,24,555,2,1,4,93,455,82,0.7,16.8,0.4,0.2,4.3
133905101,31.3,5,5,16,4,0,0,3,9,56.3,0,18.8,25,0,31.3
134901001,34.3,69,5,201,0,1,0,59,141,70.1,0,29.4,0,0.5,2.5
134901041,46.6,110,5,236,0,0,0,73,163,69.1,0,30.9,0,0,2.1
134901101,50.4,170,15,337,0,0,0,106,231,68.5,0,31.5,0,0,4.5
135001001,48.1,39,4,81,0,0,0,12,69,85.2,0,14.8,0,0,4.9
136901001,60.9,92,4,151,0,0,5,87,59,39.1,3.3,57.6,0,0,2.6
136901002,36.4,4,0,11,0,0,0,7,4,36.4,0,63.6,0,0,0
136901041,59,92,10,156,1,0,6,89,60,38.5,3.8,57.1,0.6,0,6.4
136901101,74.1,220,59,297,2,0,11,191,93,31.3,3.7,64.3,0.7,0,19.9
137901001,41.2,542,8,1314,0,24,44,890,356,27.1,3.3,67.7,0,1.8,0.6
137901002,57.8,63,29,109,0,1,0,97,11,10.1,0,89,0,0.9,26.6
137901003,76.5,13,0,17,0,0,0,16,1,5.9,0,94.1,0,0,0
137901041,69.5,519,18,747,0,8,38,572,129,17.3,5.1,76.6,0,1.1,2.4
137901042,55.4,418,15,754,0,9,27,564,154,20.4,3.6,74.8,0,1.2,2
137901105,81.1,301,64,371,2,4,21,249,95,25.6,5.7,67.1,0.5,1.1,17.3
137901106,76.9,243,30,316,0,2,12,249,53,16.8,3.8,78.8,0,0.6,9.5
137901107,87.6,390,150,445,1,4,23,361,56,12.6,5.2,81.1,0.2,0.9,33.7
137901108,75.7,259,32,342,1,2,37,232,70,20.5,10.8,67.8,0.3,0.6,9.4
137901109,83.8,227,45,271,1,0,28,202,40,14.8,10.3,74.5,0.4,0,16.6
137901110,69.7,310,36,445,3,5,19,327,91,20.4,4.3,73.5,0.7,1.1,8.1
137901111,60,3,1,5,0,0,0,4,1,20,0,80,0,0,20
137902041,52.1,111,8,213,0,0,2,143,68,31.9,0.9,67.1,0,0,3.8
137902101,61.4,267,33,435,0,0,0,343,92,21.1,0,78.9,0,0,7.6
137903001,37.8,91,5,241,0,0,0,147,94,39,0,61,0,0,2.1
137903041,47.7,71,2,149,0,0,0,97,52,34.9,0,65.1,0,0,1.3
137903101,59.1,139,18,235,1,0,1,160,73,31.1,0.4,68.1,0.4,0,7.7
137904001,44,37,0,84,0,0,0,61,23,27.4,0,72.6,0,0,0
137904101,0,0,6,133,0,0,0,90,43,32.3,0,67.7,0,0,4.5
138901001,85,68,0,80,0,0,9,52,19,23.8,11.3,65,0,0,0
138902001,49.1,52,1,106,0,1,7,41,57,53.8,6.6,38.7,0,0.9,0.9
138902041,53.6,74,3,138,0,0,6,57,75,54.3,4.3,41.3,0,0,2.2
138902101,62.5,95,11,152,1,2,18,61,70,46.1,11.8,40.1,0.7,1.3,7.2
138903001,45.7,85,4,186,0,0,19,64,103,55.4,10.2,34.4,0,0,2.2
138903101,57.3,157,15,274,0,0,35,105,134,48.9,12.8,38.3,0,0,5.5
138904001,42.3,44,0,104,0,0,0,24,80,76.9,0,23.1,0,0,0
139905001,24.8,56,0,226,6,0,38,0,182,80.5,16.8,0,2.7,0,0
139905041,29.4,37,0,126,1,0,23,0,102,81,18.3,0,0.8,0,0
139905101,37.1,160,0,431,1,2,32,2,394,91.4,7.4,0.5,0.2,0.5,0
139908001,49.2,29,0,59,0,0,16,0,43,72.9,27.1,0,0,0,0
139908101,61.9,73,0,118,0,0,36,3,79,66.9,30.5,2.5,0,0,0
139908102,63.2,36,0,57,0,0,17,2,38,66.7,29.8,3.5,0,0,0
139909002,37.7,352,3,934,9,3,371,17,534,57.2,39.7,1.8,1,0.3,0.3
139909041,55.2,304,0,551,6,6,214,7,318,57.7,38.8,1.3,1.1,1.1,0
139909042,48.8,143,1,293,3,2,105,1,182,62.1,35.8,0.3,1,0.7,0.3
139909105,81.4,450,5,553,10,0,266,15,262,47.4,48.1,2.7,1.8,0,0.9
139909108,80,435,4,544,4,6,244,13,277,50.9,44.9,2.4,0.7,1.1,0.7
139909109,54.5,537,2,985,9,6,308,32,630,64,31.3,3.2,0.9,0.6,0.2
139911002,9.8,80,0,814,9,2,46,6,751,92.3,5.7,0.7,1.1,0.2,0
139911042,24.5,172,0,702,8,1,36,5,652,92.9,5.1,0.7,1.1,0.1,0
139911101,30.5,170,4,558,10,3,30,4,511,91.6,5.4,0.7,1.8,0.5,0.7
139911102,51.2,208,0,406,4,0,23,3,376,92.6,5.7,0.7,1,0,0
139911103,22.1,101,0,457,4,1,15,5,432,94.5,3.3,1.1,0.9,0.2,0
139912001,28,81,0,289,1,1,6,3,278,96.2,2.1,1,0.3,0.3,0
139912101,40.8,158,4,387,2,0,4,7,374,96.6,1,1.8,0.5,0,1
139912102,46.8,147,1,314,7,0,2,2,303,96.5,0.6,0.6,2.2,0,0.3
140901001,52.5,106,13,202,0,0,34,72,96,47.5,16.8,35.6,0,0,6.4
140904001,39.8,176,2,442,0,1,57,202,182,41.2,12.9,45.7,0,0.2,0.5
140904002,34.8,8,0,23,0,0,1,17,5,21.7,4.3,73.9,0,0,0
140904041,55.9,242,7,433,0,1,49,240,143,33,11.3,55.4,0,0.2,1.6
140904102,62,227,9,366,1,0,28,206,131,35.8,7.7,56.3,0.3,0,2.5
140904103,69.3,276,42,398,1,1,41,234,121,30.4,10.3,58.8,0.3,0.3,10.6
140905002,67,124,8,185,0,0,5,132,48,25.9,2.7,71.4,0,0,4.3
140905003,60,6,1,10,0,0,0,6,4,40,0,60,0,0,10
140905041,68.3,140,23,205,0,0,0,141,64,31.2,0,68.8,0,0,11.2
140905102,73.8,321,69,435,0,0,5,300,130,29.9,1.1,69,0,0,15.9
140906001,59.6,68,0,114,0,0,0,56,58,50.9,0,49.1,0,0,0
140907001,50.7,73,4,144,0,0,4,81,59,41,2.8,56.3,0,0,2.8
140907041,53.7,72,6,134,0,0,3,75,56,41.8,2.2,56,0,0,4.5
140907101,55,111,22,202,0,0,5,106,91,45,2.5,52.5,0,0,10.9
140908001,49.4,77,1,156,0,0,14,51,91,58.3,9,32.7,0,0,0.6
140908101,57.8,134,14,232,2,0,15,95,120,51.7,6.5,40.9,0.9,0,6
141901001,24.9,219,6,878,6,7,41,110,714,81.3,4.7,12.5,0.7,0.8,0.7
141901002,100,11,0,11,0,0,7,2,2,18.2,63.6,18.2,0,0,0
141901003,41.9,13,0,31,0,0,2,5,24,77.4,6.5,16.1,0,0,0
141901041,43.4,329,9,758,2,8,27,121,600,79.2,3.6,16,0.3,1.1,1.2
141901101,54.8,541,34,988,7,5,30,168,778,78.7,3,17,0.7,0.5,3.4
141901102,68,334,21,491,4,2,15,93,377,76.8,3.1,18.9,0.8,0.4,4.3
141901199,0,0,0,2,0,0,1,0,1,50,50,0,0,0,0
141902001,69.2,225,41,325,0,0,18,99,208,64,5.5,30.5,0,0,12.6
142901001,69.4,245,34,353,0,0,0,300,53,15,0,85,0,0,9.6
142901002,53.8,7,2,13,0,0,0,12,1,7.7,0,92.3,0,0,15.4
142901003,97.4,37,0,38,0,0,10,17,11,28.9,26.3,44.7,0,0,0
142901041,77.5,158,42,204,0,0,0,179,25,12.3,0,87.7,0,0,20.6
142901101,72.2,169,124,234,0,0,0,203,31,13.2,0,86.8,0,0,53
142901102,80.1,209,86,261,0,2,0,224,35,13.4,0,85.8,0,0.8,33
142901103,78.9,157,63,199,0,0,0,174,25,12.6,0,87.4,0,0,31.7
142901104,87.2,75,69,86,0,0,0,76,10,11.6,0,88.4,0,0,80.2
143901001,23.5,81,0,344,0,0,31,19,294,85.5,9,5.5,0,0,0
143901041,37.9,131,0,346,0,0,38,38,270,78,11,11,0,0,0
143901101,42.2,164,0,389,0,0,60,34,295,75.8,15.4,8.7,0,0,0
143902001,47.2,76,1,161,0,1,2,21,137,85.1,1.2,13,0,0.6,0.6
143902101,55.4,118,2,213,0,1,3,35,174,81.7,1.4,16.4,0,0.5,0.9
143903001,40.9,104,0,254,0,1,41,26,186,73.2,16.1,10.2,0,0.4,0
143903101,50,145,0,290,0,2,52,37,199,68.6,17.9,12.8,0,0.7,0
143904101,33.3,26,0,78,0,0,0,2,76,97.4,0,2.6,0,0,0
143905101,30.7,27,0,88,0,0,0,1,87,98.9,0,1.1,0,0,0
143906101,43,37,0,86,0,0,0,1,85,98.8,0,1.2,0,0,0
144901001,30.7,169,11,550,1,0,73,123,353,64.2,13.3,22.4,0.2,0,2
144901002,29.4,5,0,17,0,0,1,7,9,52.9,5.9,41.2,0,0,0
144901041,44.5,170,11,382,0,1,58,112,211,55.2,15.2,29.3,0,0.3,2.9
144901101,52.6,394,85,749,0,1,133,263,352,47,17.8,35.1,0,0.1,11.3
144901102,89.1,49,0,55,0,0,14,24,17,30.9,25.5,43.6,0,0,0
144902001,18.8,49,0,261,2,1,28,11,219,83.9,10.7,4.2,0.8,0.4,0
144902041,28.3,66,0,233,1,1,37,12,182,78.1,15.9,5.2,0.4,0.4,0
144902101,39.4,80,5,203,0,1,30,17,155,76.4,14.8,8.4,0,0.5,2.5
144902102,47.8,99,7,207,0,0,37,21,149,72,17.9,10.1,0,0,3.4
144903001,55.4,133,13,240,0,0,47,52,141,58.8,19.6,21.7,0,0,5.4
145901002,25.7,57,1,222,0,0,30,18,174,78.4,13.5,8.1,0,0,0.5
145901041,41,98,7,239,0,2,34,24,179,74.9,14.2,10,0,0.8,2.9
145901102,48.9,180,36,368,1,2,69,53,243,66,18.8,14.4,0.3,0.5,9.8
145902001,23.7,75,1,316,1,0,42,4,269,85.1,13.3,1.3,0.3,0,0.3
145902101,41,135,3,329,1,1,57,9,261,79.3,17.3,2.7,0.3,0.3,0.9
145906001,33,77,0,233,0,0,22,9,202,86.7,9.4,3.9,0,0,0
145906101,36.9,99,0,268,3,0,22,11,232,86.6,8.2,4.1,1.1,0,0
145907002,64.5,91,0,141,0,1,59,8,73,51.8,41.8,5.7,0,0.7,0
145907102,60.3,82,0,136,0,0,49,5,82,60.3,36,3.7,0,0,0
145911002,25.6,50,5,195,0,1,9,19,166,85.1,4.6,9.7,0,0.5,2.6
145911041,28.3,36,5,127,1,0,3,13,110,86.6,2.4,10.2,0.8,0,3.9
145911102,39.9,149,18,373,0,2,16,45,310,83.1,4.3,12.1,0,0.5,4.8
146901001,31.4,245,27,781,2,4,171,105,499,63.9,21.9,13.4,0.3,0.5,3.5
146901041,49.8,327,43,657,2,3,147,102,403,61.3,22.4,15.5,0.3,0.5,6.5
146901101,91.1,51,0,56,0,0,28,1,27,48.2,50,1.8,0,0,0
146901102,61.6,274,53,445,1,0,81,82,281,63.1,18.2,18.4,0.2,0,11.9
146901103,69.4,637,150,918,3,3,197,180,535,58.3,21.5,19.6,0.3,0.3,16.3
146902002,16.8,188,6,1121,3,6,123,63,926,82.6,11,5.6,0.3,0.5,0.5
146902041,25,154,1,617,0,0,58,31,528,85.6,9.4,5,0,0,0.2
146902101,43.3,430,48,994,1,2,83,83,825,83,8.4,8.4,0.1,0.2,4.8
146902102,33.3,104,1,312,0,0,29,21,262,84,9.3,6.7,0,0,0.3
146902103,36.2,327,10,903,0,2,84,65,752,83.3,9.3,7.2,0,0.2,1.1
146903101,45,49,0,109,0,0,22,20,67,61.5,20.2,18.3,0,0,0
146903102,85.7,18,0,21,0,0,6,6,9,42.9,28.6,28.6,0,0,0
146904001,22.4,72,0,321,1,3,13,18,286,89.1,4,5.6,0.3,0.9,0
146904041,36.1,99,1,274,0,0,13,21,240,87.6,4.7,7.7,0,0,0.4
146904102,60.4,375,15,621,1,0,27,40,553,89,4.3,6.4,0.2,0,2.4
146905001,36.4,90,0,247,1,1,75,5,165,66.8,30.4,2,0.4,0.4,0
146905041,56.1,111,0,198,1,0,47,1,149,75.3,23.7,0.5,0.5,0,0
146905101,61.7,216,5,350,1,0,70,10,269,76.9,20,2.9,0.3,0,1.4
146906001,27.4,179,21,654,0,3,149,54,448,68.5,22.8,8.3,0,0.5,3.2
146906002,50,14,0,28,0,0,11,2,15,53.6,39.3,7.1,0,0,0
146906041,43.7,251,22,575,2,4,118,77,374,65,20.5,13.4,0.3,0.7,3.8
146906102,60.3,264,45,438,0,1,92,54,291,66.4,21,12.3,0,0.2,10.3
146906103,51.6,397,44,769,2,0,164,107,496,64.5,21.3,13.9,0.3,0,5.7
146907001,15.4,70,1,456,1,0,7,15,433,95,1.5,3.3,0.2,0,0.2
