DISTRICT,D20GR14N,D20GR14R,D30GR14N,D30GR14R,D40GR14N,D40GR14R,DA0GF14N,DA0GF14P,DA0GH14N,DA0GH14P,DA0GM14N,DA0GM14P,DA0GR14N,DA0GR14R,DB0GR14N,DB0GR14R,DH0GR14N,DH0GR14R,DI0GR14N,DI0GR14R,DPETALLC,DPETASIC,DPETASIP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DS0GR14N,DS0GR14R,DW0GR14N,DW0GR14R
"113903",1,3.1,0,0,0,0,0,0,18,56.3,14,43.8,32,100,2,6.3,1,3.1,0,0,513,3,0.6,42,8.2,0,0,213,41.5,44,8.6,0,0,10,1.9,300,58.5,0,0,89,17.3,20,3.9,404,78.8,6,18.8,28,87.5
"113905",1,4.2,1,4.2,0,0,0,0,21,87.5,3,12.5,24,100,0,0,4,16.7,0,0,527,0,0,20,3.8,0,0,240,45.5,42,8,1,0.2,2,0.4,287,54.5,0,0,203,38.5,6,1.1,458,86.9,3,12.5,18,75
"113906",2,8.3,0,0,0,0,0,0,18,75,6,25,24,100,2,8.3,2,8.3,0,0,292,0,0,40,13.7,4,1.2,179,61.3,17,5.8,3,1,1,0.3,113,38.7,0,0,185,63.4,14,4.8,218,74.7,4,16.7,18,75
"114901",1,0.5,2,1,0,0,0,0,173,82.4,37,17.6,210,100,18,8.6,111,52.9,2,1,4232,25,0.6,251,5.9,87,1.9,2582,61,2684,63.4,15,0.4,114,2.7,1650,39,4,0.1,2290,54.1,108,2.6,1145,27.1,24,11.4,76,36.2
"114902",1,2,0,0,1,2,0,0,38,76,12,24,50,100,0,0,15,30,0,0,894,4,0.4,2,0.2,6,0.6,331,37,293,32.8,10,1.1,14,1.6,563,63,0,0,311,34.8,14,1.6,571,63.9,4,8,33,66
"114904",1,2.1,0,0,0,0,0,0,45,93.8,3,6.3,48,100,0,0,15,31.3,0,0,738,14,1.9,13,1.8,4,0.5,168,22.8,187,25.3,2,0.3,5,0.7,570,77.2,0,0,211,28.6,15,2,507,68.7,5,10.4,32,66.7
"115901",0,0,0,0,0,0,0,0,43,93.5,3,6.5,46,100,0,0,46,100,0,0,440,0,0,0,0,0,0,397,90.2,430,97.7,0,0,236,53.6,43,9.8,0,0,324,73.6,1,0.2,9,2,3,6.5,0,0
"115902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,140,1,0.7,2,1.4,0,0,84,60,91,65,1,0.7,0,0,56,40,0,0,56,40,2,1.4,43,30.7,.,.,.,.
"115903",0,0,0,0,0,0,0,0,3,100,0,0,3,100,1,33.3,1,33.3,0,0,73,0,0,1,1.4,0,0,58,79.5,45,61.6,2,2.7,26,35.6,15,20.5,0,0,60,82.2,1,1.4,24,32.9,3,100,1,33.3
"116801",1,3.6,1,3.6,0,0,0,0,21,75,7,25,28,100,7,25,9,32.1,0,0,717,8,1.1,121,16.9,0,0,543,75.7,81,11.3,84,11.7,106,14.8,174,24.3,0,0,389,54.3,37,5.2,386,53.8,7,25,10,35.7
"116901",5,4.5,0,0,0,0,0,0,88,79.3,23,20.7,111,100,1,0.9,12,10.8,0,0,1591,4,0.3,26,1.6,43,2.6,565,35.5,238,15,21,1.3,49,3.1,1026,64.5,0,0,575,36.1,47,3,1255,78.9,17,15.3,93,83.8
"116902",1,2.6,0,0,0,0,0,0,31,79.5,8,20.5,39,100,0,0,4,10.3,0,0,451,0,0,8,1.8,5,1,226,50.1,48,10.6,5,1.1,4,0.9,225,49.9,0,0,154,34.1,11,2.4,379,84,10,25.6,34,87.2
"116903",3,3.1,3,3.1,0,0,0,0,87,88.8,11,11.2,98,100,18,18.4,15,15.3,0,0,1553,34,2.2,321,20.7,17,1,1054,67.9,327,21.1,11,0.7,170,10.9,499,32.1,9,0.6,950,61.2,67,4.3,784,50.5,14,14.3,59,60.2
"116905",5,2.2,2,0.9,0,0,20,8.8,157,68.9,51,22.4,228,100,40,17.5,77,33.8,1,0.4,4727,45,1,809,17.1,43,0.7,3308,70,1848,39.1,38,0.8,945,20,1419,30,10,0.2,2954,62.5,145,3.1,1832,38.8,18,7.9,103,45.2
"116906",0,0,0,0,0,0,0,0,56,83.6,11,16.4,67,100,0,0,7,10.4,2,3,997,4,0.4,25,2.5,1,0.1,420,42.1,97,9.7,7,0.7,12,1.2,577,57.9,0,0,284,28.5,19,1.9,845,84.8,6,9,58,86.6
"116908",0,0,3,2.2,0,0,0,0,104,74.8,35,25.2,139,100,2,1.4,15,10.8,2,1.4,2541,8,0.3,21,0.8,60,2.1,1689,66.5,556,21.9,11,0.4,221,8.7,852,33.5,1,0,1198,47.1,45,1.8,1899,74.7,8,5.8,117,84.2
"116909",0,0,0,0,0,0,0,0,41,87.2,6,12.8,47,100,3,6.4,3,6.4,1,2.1,626,5,0.8,33,5.3,6,0.9,338,54,84,13.4,7,1.1,26,4.2,288,46,0,0,264,42.2,2,0.3,495,79.1,7,14.9,40,85.1
"116910",0,0,0,0,0,0,0,0,7,35,13,65,20,100,0,0,3,15,0,0,377,1,0.3,9,2.4,1,0.2,219,58.1,59,15.6,1,0.3,20,5.3,158,41.9,0,0,136,36.1,5,1.3,302,80.1,2,10,17,85
"116915",3,6.8,0,0,0,0,0,0,37,84.1,7,15.9,44,100,0,0,10,22.7,0,0,584,0,0,6,1,5,0.8,309,52.9,200,34.2,4,0.7,73,12.5,275,47.1,1,0.2,172,29.5,18,3.1,355,60.8,3,6.8,31,70.5
"116916",0,0,0,0,0,0,0,0,29,67.4,14,32.6,43,100,1,2.3,2,4.7,1,2.3,504,5,1,8,1.6,7,1.2,205,40.7,71,14.1,1,0.2,5,1,299,59.3,1,0.2,233,46.2,18,3.6,400,79.4,6,14,39,90.7
"117901",4,2.2,0,0,0,0,0,0,155,83.3,31,16.7,186,100,10,5.4,76,40.9,0,0,2738,17,0.6,90,3.3,51,1.7,1406,51.4,1199,43.8,34,1.2,258,9.4,1332,48.6,1,0,1138,41.6,101,3.7,1296,47.3,29,15.6,96,51.6
"117903",5,11.6,0,0,0,0,0,0,33,76.7,10,23.3,43,100,0,0,3,7,1,2.3,829,1,0.1,6,0.7,0,0,354,42.7,77,9.3,11,1.3,0,0,475,57.3,0,0,386,46.6,25,3,709,85.5,7,16.3,34,79.1
"117904",0,0,0,0,0,0,0,0,21,58.3,15,41.7,36,100,0,0,3,8.3,0,0,664,1,0.2,6,0.9,2,0.3,255,38.4,136,20.5,13,2,5,0.8,409,61.6,0,0,256,38.6,19,2.9,489,73.6,5,13.9,33,91.7
"117907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,106,0,0,1,0.9,0,0,48,45.3,31,29.2,4,3.8,5,4.7,58,54.7,0,0,27,25.5,1,0.9,69,65.1,.,.,.,.
"118902",0,0,0,0,0,0,10,37,17,63,0,0,27,100,2,7.4,6,22.2,1,3.7,334,0,0,7,2.1,5,1.4,122,36.5,101,30.2,1,0.3,0,0,212,63.5,0,0,141,42.2,3,0.9,222,66.5,0,0,18,66.7
"119901",0,0,0,0,0,0,0,0,22,91.7,2,8.3,24,100,0,0,2,8.3,0,0,271,0,0,0,0,0,0,120,44.3,32,11.8,2,0.7,7,2.6,151,55.7,0,0,109,40.2,4,1.5,233,86,3,12.5,22,91.7
"119902",4,6.5,1,1.6,0,0,0,0,44,71,18,29,62,100,1,1.6,9,14.5,0,0,985,3,0.3,12,1.2,23,2.1,484,49.1,306,31.1,8,0.8,123,12.5,501,50.9,0,0,468,47.5,23,2.3,633,64.3,11,17.7,47,75.8
"119903",0,0,0,0,0,0,0,0,16,72.7,6,27.3,22,100,0,0,3,13.6,0,0,352,0,0,0,0,2,0.5,161,45.7,63,17.9,2,0.6,20,5.7,191,54.3,0,0,152,43.2,2,0.6,285,81,3,13.6,19,86.4
"120901",0,0,1,0.9,0,0,0,0,68,63.6,39,36.4,107,100,14,13.1,34,31.8,0,0,1567,8,0.5,254,16.2,22,1.3,973,62.1,692,44.2,2,0.1,140,8.9,594,37.9,4,0.3,509,32.5,8,0.5,599,38.2,10,9.3,58,54.2
"120902",0,0,0,0,0,0,0,0,36,78.3,10,21.7,46,100,1,2.2,18,39.1,0,0,776,3,0.4,14,1.8,7,0.9,411,53,426,54.9,1,0.1,101,13,365,47,0,0,322,41.5,8,1,324,41.8,2,4.3,27,58.7
"120905",0,0,1,1.7,0,0,0,0,52,89.7,6,10.3,58,100,0,0,12,20.7,0,0,1218,1,0.1,13,1.1,17,1.3,348,28.6,332,27.3,2,0.2,35,2.9,870,71.4,0,0,354,29.1,5,0.4,865,71,3,5.2,45,77.6
"121902",0,0,0,0,0,0,0,0,22,64.7,12,35.3,34,100,3,8.8,1,2.9,0,0,419,1,0.2,14,3.3,1,0.2,243,58,18,4.3,0,0,0,0,176,42,0,0,154,36.8,9,2.1,377,90,4,11.8,30,88.2
"121903",1,1,1,1,0,0,0,0,59,61.5,37,38.5,96,100,5,5.2,1,1,3,3.1,1452,0,0,61,4.2,15,0.9,586,40.4,49,3.4,13,0.9,5,0.3,866,59.6,0,0,910,62.7,20,1.4,1309,90.2,16,16.7,85,88.5
"121904",0,0,0,0,0,0,0,0,110,78.6,30,21.4,140,100,70,50,14,10,0,0,2521,11,0.4,1020,40.5,116,4.1,1868,74.1,432,17.1,8,0.3,192,7.6,653,25.9,14,0.6,1590,63.1,65,2.6,971,38.5,20,14.3,56,40
"121905",2,2.2,1,1.1,0,0,0,0,65,70.7,27,29.3,92,100,9,9.8,8,8.7,1,1.1,1479,5,0.3,157,10.6,15,1,888,60,96,6.5,6,0.4,39,2.6,591,40,0,0,674,45.6,58,3.9,1157,78.2,10,10.9,71,77.2
"121906",1,2.2,0,0,0,0,0,0,44,95.7,2,4.3,46,100,0,0,1,2.2,0,0,481,0,0,2,0.4,2,0.4,131,27.2,13,2.7,0,0,2,0.4,350,72.8,0,0,168,34.9,18,3.7,448,93.1,3,6.5,44,95.7
"122901",0,0,0,0,0,0,0,0,17,85,3,15,20,100,0,0,11,55,0,0,217,0,0,0,0,1,0.4,107,49.3,127,58.5,0,0,28,12.9,110,50.7,0,0,102,47,2,0.9,88,40.6,2,10,9,45
"122902",0,0,0,0,0,0,0,0,2,100,0,0,2,100,0,0,1,50,0,0,39,1,2.6,0,0,0,0,27,69.2,25,64.1,0,0,10,25.6,12,30.8,0,0,15,38.5,1,2.6,12,30.8,0,0,1,50
"123803",0,0,0,0,0,0,0,0,13,76.5,4,23.5,17,100,16,94.1,1,5.9,0,0,426,0,0,353,82.9,0,0,398,93.4,37,8.7,1,0.2,0,0,28,6.6,0,0,192,45.1,5,1.2,30,7,4,23.5,0,0
"123805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,286,0,0,117,40.9,0,0,242,84.6,140,49,0,0,79,27.6,44,15.4,0,0,127,44.4,7,2.4,22,7.7,.,.,.,.
"123807",0,0,0,0,0,0,0,0,11,78.6,3,21.4,14,100,1,7.1,12,85.7,0,0,447,1,0.2,12,2.7,0,0,399,89.3,421,94.2,0,0,77,17.2,48,10.7,0,0,171,38.3,3,0.7,10,2.2,2,14.3,1,7.1
"123905",6,1.9,31,9.8,0,0,0,0,276,87.6,39,12.4,315,100,19,6,50,15.9,1,0.3,5175,317,6.1,433,8.4,82,1.5,2167,41.9,1098,21.2,31,0.6,329,6.4,3008,58.1,3,0.1,2129,41.1,79,1.5,3214,62.1,30,9.5,208,66
"123907",3,0.7,30,7.2,0,0,4,1,366,88.4,44,10.6,414,100,213,51.4,152,36.7,5,1.2,8890,358,4,3983,44.8,250,2.5,6839,76.9,4065,45.7,220,2.5,2302,25.9,2051,23.1,5,0.1,5894,66.3,39,0.4,220,2.5,37,8.9,11,2.7
"123908",0,0,23,7.2,0,0,0,0,242,76.1,76,23.9,318,100,10,3.1,41,12.9,1,0.3,4903,277,5.6,122,2.5,52,1,1895,38.6,1014,20.7,16,0.3,178,3.6,3008,61.4,1,0,1722,35.1,136,2.8,3337,68.1,34,10.7,243,76.4
"123910",20,1.7,50,4.3,1,0.1,2,0.2,849,73.6,302,26.2,1153,100,681,59.1,208,18,2,0.2,19393,565,2.9,11660,60.1,532,2.5,14493,74.7,4335,22.4,43,0.2,1906,9.8,4900,25.3,16,0.1,5620,29,445,2.3,2329,12,109,9.5,191,16.6
"123913",3,9.7,2,6.5,0,0,0,0,28,90.3,3,9.7,31,100,7,22.6,5,16.1,0,0,377,6,1.6,70,18.6,0,0,243,64.5,130,34.5,3,0.8,1,0.3,134,35.5,0,0,47,12.5,6,1.6,162,43,2,6.5,14,45.2
"123914",0,0,2,1.7,0,0,0,0,105,91.3,10,8.7,115,100,6,5.2,24,20.9,1,0.9,1781,25,1.4,87,4.9,14,0.8,523,29.4,266,14.9,14,0.8,88,4.9,1258,70.6,6,0.3,561,31.5,15,0.8,1368,76.8,8,7,82,71.3
"124901",0,0,0,0,0,0,0,0,49,84.5,9,15.5,58,100,0,0,56,96.6,0,0,1128,3,0.3,6,0.5,36,3.1,900,79.8,1084,96.1,3,0.3,88,7.8,228,20.2,0,0,547,48.5,2,0.2,30,2.7,8,13.8,2,3.4
"125901",2,0.7,0,0,0,0,0,0,244,86.2,39,13.8,283,100,0,0,265,93.6,0,0,5226,24,0.5,22,0.4,87,1.5,4078,78,4925,94.2,4,0.1,196,3.8,1148,22,0,0,2498,47.8,8,0.2,243,4.6,24,8.5,16,5.7
"125902",1,2.3,0,0,0,0,0,0,39,88.6,5,11.4,44,100,0,0,40,90.9,0,0,624,0,0,2,0.3,9,1.3,419,67.1,562,90.1,6,1,34,5.4,205,32.9,0,0,250,40.1,0,0,54,8.7,5,11.4,3,6.8
"125903",0,0,0,0,0,0,0,0,85,69.1,38,30.9,123,100,0,0,62,50.4,0,0,1908,8,0.4,0,0,48,2.3,1041,54.6,1153,60.4,1,0.1,46,2.4,867,45.4,0,0,835,43.8,10,0.5,736,38.6,12,9.8,61,49.6
"125905",0,0,0,0,0,0,0,0,19,86.4,3,13.6,22,100,0,0,22,100,0,0,504,0,0,1,0.2,19,3,409,81.2,489,97,0,0,46,9.1,95,18.8,0,0,312,61.9,0,0,14,2.8,4,18.2,0,0
"125906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,118,1,0.8,0,0,0,0,51,43.2,116,98.3,0,0,0,0,67,56.8,0,0,17,14.4,0,0,1,0.8,.,.,.,.
"126901",6,2.5,0,0,0,0,1,0.4,199,83.6,38,16,238,100,6,2.5,65,27.3,5,2.1,3493,10,0.3,87,2.5,49,1.3,2093,59.9,1141,32.7,32,0.9,382,10.9,1400,40.1,1,0,1631,46.7,79,2.3,2143,61.4,13,5.5,156,65.5
"126902",18,2.5,6,0.8,2,0.3,4,0.6,574,79.2,147,20.3,725,100,42,5.8,117,16.1,7,1,10957,93,0.8,567,5.2,219,1.9,3951,36.1,2154,19.7,88,0.8,461,4.2,7006,63.9,21,0.2,4448,40.6,275,2.5,7759,70.8,48,6.6,533,73.5
"126903",3,0.8,1,0.3,3,0.8,0,0,326,82.7,68,17.3,394,100,20,5.1,144,36.5,2,0.5,6547,14,0.2,249,3.8,107,1.5,4350,66.4,2836,43.3,31,0.5,1250,19.1,2197,33.6,82,1.3,3756,57.4,180,2.7,3155,48.2,34,8.6,221,56.1
"126904",0,0,1,1.3,0,0,0,0,68,86.1,11,13.9,79,100,3,3.8,11,13.9,2,2.5,1119,5,0.4,24,2.1,4,0.3,396,35.4,180,16.1,10,0.9,40,3.6,723,64.6,4,0.4,355,31.7,19,1.7,877,78.4,6,7.6,62,78.5
"126905",1,0.3,3,0.9,0,0,0,0,284,83.3,57,16.7,341,100,2,0.6,72,21.1,3,0.9,5008,24,0.5,52,1,87,1.6,2422,48.4,1106,22.1,34,0.7,338,6.7,2586,51.6,6,0.1,1997,39.9,120,2.4,3666,73.2,18,5.3,260,76.2
"126906",1,1.8,0,0,10,17.5,0,0,42,73.7,15,26.3,57,100,1,1.8,28,49.1,0,0,940,8,0.9,37,3.9,22,2.1,736,78.3,350,37.2,7,0.7,178,18.9,204,21.7,152,16.2,500,53.2,38,4,348,37,5,8.8,17,29.8
"126907",4,8.2,0,0,0,0,0,0,39,79.6,10,20.4,49,100,0,0,7,14.3,0,0,759,0,0,3,0.4,17,1.9,334,44,123,16.2,4,0.5,37,4.9,425,56,0,0,314,41.4,13,1.7,616,81.2,4,8.2,38,77.6
"126908",1,0.8,5,4.2,1,0.8,0,0,92,76.7,28,23.3,120,100,3,2.5,41,34.2,4,3.3,1956,15,0.8,51,2.6,42,2,1401,71.6,1020,52.1,25,1.3,465,23.8,555,28.4,1,0.1,999,51.1,27,1.4,817,41.8,15,12.5,65,54.2
"126911",2,2.1,0,0,0,0,0,0,90,92.8,7,7.2,97,100,1,1,18,18.6,0,0,1813,5,0.3,18,1,10,0.5,1014,55.9,413,22.8,44,2.4,155,8.5,799,44.1,2,0.1,892,49.2,40,2.2,1291,71.2,6,6.2,76,78.4
"127901",0,0,1,2.1,0,0,0,0,41,85.4,7,14.6,48,100,1,2.1,24,50,0,0,713,6,0.8,14,2,4,0.5,462,64.8,357,50.1,1,0.1,14,2,251,35.2,0,0,353,49.5,17,2.4,318,44.6,8,16.7,22,45.8
"127903",0,0,0,0,0,0,0,0,25,78.1,7,21.9,32,100,5,15.6,7,21.9,0,0,435,5,1.1,18,4.1,10,1.9,269,61.8,181,41.6,0,0,31,7.1,166,38.2,0,0,267,61.4,18,4.1,213,49,4,12.5,20,62.5
"127904",0,0,0,0,0,0,0,0,36,78.3,10,21.7,46,100,0,0,9,19.6,0,0,758,0,0,2,0.3,12,1.6,345,45.5,136,17.9,0,0,0,0,413,54.5,0,0,341,45,11,1.5,609,80.3,7,15.2,37,80.4
"127905",0,0,0,0,0,0,0,0,5,71.4,2,28.6,7,100,1,14.3,1,14.3,1,14.3,116,0,0,7,6,2,1.4,86,74.1,15,12.9,0,0,0,0,30,25.9,0,0,47,40.5,4,3.4,90,77.6,2,28.6,4,57.1
"127906",1,2.3,0,0,0,0,0,0,36,81.8,8,18.2,44,100,4,9.1,23,52.3,0,0,670,4,0.6,59,8.8,14,1.8,466,69.6,317,47.3,2,0.3,21,3.1,204,30.4,0,0,300,44.8,25,3.7,263,39.3,10,22.7,16,36.4
"128901",0,0,1,1.8,0,0,2,3.6,48,87.3,5,9.1,55,100,3,5.5,36,65.5,1,1.8,1062,0,0,22,2.1,29,2.5,611,57.5,752,70.8,1,0.1,40,3.8,451,42.5,1,0.1,456,42.9,8,0.8,278,26.2,6,10.9,14,25.5
"128902",0,0,1,2.9,0,0,0,0,22,64.7,12,35.3,34,100,0,0,24,70.6,0,0,777,0,0,20,2.6,15,1.8,425,54.7,652,83.9,3,0.4,25,3.2,352,45.3,0,0,447,57.5,8,1,94,12.1,3,8.8,9,26.5
"128903",0,0,1,4,0,0,0,0,24,96,1,4,25,100,1,4,18,72,0,0,320,0,0,0,0,17,4.5,183,57.2,280,87.5,0,0,3,0.9,137,42.8,0,0,200,62.5,0,0,40,12.5,2,8,5,20
"128904",1,3.7,0,0,0,0,0,0,25,92.6,2,7.4,27,100,0,0,6,22.2,0,0,359,1,0.3,3,0.8,1,0.3,71,19.8,69,19.2,0,0,4,1.1,288,80.2,0,0,71,19.8,1,0.3,285,79.4,2,7.4,20,74.1
"129901",2,0.9,0,0,0,0,0,0,192,85,34,15,226,100,24,10.6,34,15,1,0.4,3291,25,0.8,340,10.3,44,1.3,1410,42.8,649,19.7,18,0.5,183,5.6,1881,57.2,1,0,1214,36.9,66,2,2192,66.6,17,7.5,165,73
"129902",13,2.4,7,1.3,0,0,2,0.4,485,87.7,66,11.9,553,100,66,11.9,122,22.1,4,0.7,8982,139,1.5,979,10.9,92,1,2269,25.3,2157,24,49,0.5,511,5.7,6713,74.7,9,0.1,2966,33,231,2.6,5418,60.3,42,7.6,341,61.7
"129903",5,2.1,2,0.9,0,0,0,0,178,76.1,56,23.9,234,100,15,6.4,95,40.6,4,1.7,3759,24,0.6,189,5,80,1.9,2425,64.5,1600,42.6,23,0.6,607,16.1,1334,35.5,1,0,1692,45,67,1.8,1855,49.3,15,6.4,113,48.3
"129904",1,1.3,0,0,0,0,0,0,58,72.5,22,27.5,80,100,0,0,15,18.8,3,3.8,1453,0,0,34,2.3,24,1.5,968,66.6,286,19.7,12,0.8,82,5.6,485,33.4,3,0.2,843,58,38,2.6,1080,74.3,10,12.5,61,76.3
"129905",7,3.3,0,0,0,0,0,0,195,92.4,16,7.6,211,100,2,0.9,31,14.7,1,0.5,3456,28,0.8,60,1.7,83,2.2,2070,59.9,499,14.4,21,0.6,77,2.2,1386,40.1,2,0.1,1473,42.6,125,3.6,2721,78.7,6,2.8,170,80.6
"129906",4,1.9,3,1.4,0,0,0,0,176,84.2,33,15.8,209,100,48,23,68,32.5,1,0.5,4211,34,0.8,994,23.6,123,2.6,3127,74.3,1893,45,21,0.5,893,21.2,1084,25.7,2,0,2816,66.9,112,2.7,1155,27.4,21,10,85,40.7
"129910",1,1.4,0,0,0,0,0,0,72,100,0,0,72,100,6,8.3,3,4.2,2,2.8,1001,1,0.1,30,3,6,0.6,415,41.5,118,11.8,3,0.3,19,1.9,586,58.5,1,0.1,322,32.2,11,1.1,837,83.6,9,12.5,60,83.3
"130801",0,0,0,0,0,0,0,0,15,83.3,3,16.7,18,100,0,0,8,44.4,0,0,100,0,0,4,4,0,0,91,91,55,55,0,0,0,0,9,9,0,0,98,98,1,1,40,40,3,16.7,10,55.6
"130901",13,2.3,6,1.1,1,0.2,1,0.2,470,84.2,87,15.6,558,100,2,0.4,132,23.7,5,0.9,7472,66,0.9,36,0.5,75,1,1371,18.3,2166,29,34,0.5,326,4.4,6101,81.7,8,0.1,2336,31.3,133,1.8,5029,67.3,32,5.7,399,71.5
"130902",1,1.3,0,0,0,0,3,3.8,69,87.3,7,8.9,79,100,0,0,32,40.5,0,0,1124,2,0.2,2,0.2,2,0.2,636,56.6,657,58.5,3,0.3,138,12.3,488,43.4,0,0,524,46.6,18,1.6,442,39.3,7,8.9,46,58.2
"131001",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,1,1.3,2,2.6,0,0,49,62.8,71,91,0,0,5,6.4,29,37.2,0,0,33,42.3,0,0,4,5.1,.,.,.,.
"132902",0,0,0,0,0,0,0,0,13,100,0,0,13,100,0,0,2,15.4,0,0,126,0,0,0,0,3,1.8,52,41.3,30,23.8,0,0,0,0,74,58.7,0,0,59,46.8,0,0,96,76.2,2,15.4,11,84.6
"133901",0,0,0,0,0,0,0,0,29,78.4,8,21.6,37,100,0,0,24,64.9,0,0,593,0,0,8,1.3,11,1.7,428,72.2,313,52.8,0,0,111,18.7,165,27.8,0,0,315,53.1,7,1.2,265,44.7,3,8.1,13,35.1
"133902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,173,0,0,0,0,0,0,63,36.4,51,29.5,1,0.6,24,13.9,110,63.6,1,0.6,52,30.1,2,1.2,118,68.2,.,.,.,.
"133903",4,1.2,0,0,0,0,0,0,248,76.8,75,23.2,323,100,7,2.2,130,40.2,4,1.2,5029,62,1.2,101,2,80,1.5,2910,57.9,2365,47,13,0.3,329,6.5,2119,42.1,4,0.1,2665,53,78,1.6,2406,47.8,19,5.9,178,55.1
"133904",2,3.4,1,1.7,0,0,4,6.9,49,84.5,5,8.6,58,100,0,0,27,46.6,0,0,1044,5,0.5,7,0.7,39,3.4,731,70,473,45.3,4,0.4,134,12.8,313,30,2,0.2,637,61,22,2.1,531,50.9,3,5.2,28,48.3
"133905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,0,0,0,0,0,0,0,0,3,33.3,0,0,0,0,9,100,0,0,0,0,0,0,6,66.7,.,.,.,.
"134901",1,1.6,1,1.6,0,0,0,0,49,79,13,21,62,100,0,0,24,38.7,0,0,657,5,0.8,0,0,7,1,404,61.5,256,39,0,0,22,3.3,253,38.5,0,0,276,42,8,1.2,388,59.1,5,8.1,36,58.1
"135001",0,0,0,0,0,0,0,0,8,100,0,0,8,100,0,0,2,25,0,0,113,0,0,0,0,0,0,0,0,16,14.2,0,0,2,1.8,113,100,0,0,10,8.8,0,0,97,85.8,0,0,6,75
"136901",1,1.9,0,0,0,0,0,0,32,60.4,21,39.6,53,100,1,1.9,34,64.2,0,0,640,1,0.2,5,0.8,6,0.9,385,60.2,433,67.7,1,0.2,38,5.9,255,39.8,0,0,272,42.5,5,0.8,195,30.5,3,5.7,17,32.1
"137901",0,0,1,0.5,0,0,9,4.4,178,86.8,18,8.8,205,100,14,6.8,163,79.5,0,0,3427,31,0.9,121,3.5,32,0.8,2632,76.8,2973,86.8,6,0.2,138,4,795,23.2,0,0,1885,55,4,0.1,292,8.5,9,4.4,27,13.2
"137902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,681,8,1.2,1,0.1,2,0.3,372,54.6,562,82.5,0,0,28,4.1,309,45.4,0,0,255,37.4,1,0.1,109,16,.,.,.,.
"137903",1,2.3,0,0,0,0,0,0,38,88.4,5,11.6,43,100,1,2.3,23,53.5,0,0,428,2,0.5,1,0.2,3,0.7,266,62.1,316,73.8,1,0.2,12,2.8,162,37.9,0,0,225,52.6,2,0.5,106,24.8,2,4.7,18,41.9
"137904",0,0,0,0,0,0,0,0,54,96.4,2,3.6,56,100,0,0,47,83.9,0,0,630,8,1.3,7,1.1,0,0,223,35.4,484,76.8,0,0,3,0.5,407,64.6,0,0,98,15.6,7,1.1,124,19.7,2,3.6,9,16.1
"138902",2,10,0,0,0,0,0,0,14,70,6,30,20,100,3,15,5,25,0,0,311,0,0,16,5.1,8,2.3,217,69.8,160,51.4,2,0.6,29,9.3,94,30.2,0,0,164,52.7,6,1.9,127,40.8,4,20,10,50
"138903",0,0,0,0,0,0,0,0,25,100,0,0,25,100,2,8,15,60,0,0,385,0,0,26,6.8,0,0,272,70.6,199,51.7,0,0,24,6.2,113,29.4,0,0,171,44.4,20,5.2,140,36.4,2,8,8,32
"138904",0,0,0,0,0,0,0,0,5,100,0,0,5,100,0,0,4,80,0,0,96,0,0,0,0,0,0,73,76,35,36.5,0,0,1,1,23,24,0,0,32,33.3,1,1,60,62.5,0,0,1,20
"139905",2,2.9,0,0,0,0,0,0,56,82.4,12,17.6,68,100,6,8.8,4,5.9,1,1.5,906,0,0,48,5.3,5,0.5,451,49.8,69,7.6,17,1.9,36,4,455,50.2,0,0,427,47.1,26,2.9,746,82.3,5,7.4,55,80.9
"139908",2,10,0,0,0,0,0,0,13,65,7,35,20,100,6,30,4,20,1,5,153,0,0,18,11.8,4,2,110,71.9,20,13.1,0,0,7,4.6,43,28.1,0,0,24,15.7,5,3.3,110,71.9,3,15,7,35
"139909",7,4,2,1.2,0,0,0,0,119,68.8,54,31.2,173,100,70,40.5,25,14.5,3,1.7,3552,27,0.8,1196,33.7,118,3,2784,78.4,741,20.9,36,1,341,9.6,768,21.6,1,0,1777,50,207,5.8,1344,37.8,28,16.2,66,38.2
"139911",0,0,0,0,0,0,0,0,0,0,6,100,6,100,1,16.7,0,0,0,0,2813,27,1,128,4.6,56,1.8,1309,46.5,208,7.4,67,2.4,54,1.9,1504,53.5,3,0.1,1141,40.6,74,2.6,2306,82,0,0,5,83.3
